chr,TnG_start,TnG_end,peaks
chr1,33906567,33906585,[3289]
chr1,34097757,34097775,[3360]
chr1,34389077,34389095,[3437]
chr1,34559933,34559952,[3518]
chr1,34715892,34715910,[3547]
chr1,35231604,35231622,[3641]
chr1,35363652,35363670,[3652]
chr1,35619300,35619318,[3683]
chr1,35926796,35926814,[3769]
chr1,35973741,35973760,[3792]
chr1,36496998,36497017,[4004]
chr1,36513866,36513885,[4012]
chr1,36545919,36545937,[4024]
chr1,36711752,36711770,[4119]
chr1,36778106,36778124,[4144]
chr1,37013540,37013559,[4276]
chr1,37255293,37255312,[4324]
chr1,37313106,37313125,[4345]
chr1,37351616,37351634,[4375]
chr1,37488402,37488420,[4433]
chr1,37500701,37500719,[4442]
chr1,37518271,37518289,[4456]
chr1,37531103,37531121,[4461]
chr1,37559831,37559849,[4477]
chr1,37562151,37562169,[4480]
chr1,37868159,37868177,[4581]
chr1,38110278,38110296,[4627]
chr1,38150315,38150333,[4644]
chr1,38172801,38172820,[4653]
chr1,38268533,38268552,[4676]
chr1,38282515,38282533,[4681]
chr1,38358701,38358719,[4695]
chr1,38399575,38399593,[4710]
chr1,38406450,38406468,[4714]
chr1,38530220,38530238,[4745]
chr1,38881512,38881530,[4859]
chr1,39455893,39455911,[5034]
chr1,39636200,39636218,[5115]
chr1,39691560,39691578,[5139]
chr1,39714299,39714318,[5153]
chr1,39904838,39904856,[5237]
chr1,39944783,39944801,[5274]
chr1,39979277,39979295,[5299]
chr1,40095658,40095677,[5373]
chr1,40294040,40294059,[5471]
chr1,40340793,40340812,[5494]
chr1,40413291,40413310,[5542]
chr1,40501172,40501190,[5582]
chr1,40791010,40791028,[5681]
chr1,41425538,41425556,[5733]
chr1,42488281,42488299,[5758]
chr1,42708194,42708212,[5788]
chr1,42716788,42716807,[5795]
chr1,42763734,42763752,[5799]
chr1,42769284,42769302,[5801]
chr1,42851274,42851292,[5810]
chr1,42902000,42902018,[5823]
chr1,43337463,43337481,[5961]
chr1,43403482,43403500,[5991]
chr1,43590156,43590174,[6131]
chr1,43810891,43810909,[6199]
chr1,43877843,43877861,[6228]
chr1,44161932,44161950,[6312]
chr1,44567539,44567557,[6337]
chr1,45679579,45679597,[6394]
chr1,45776811,45776830,[6403]
chr1,45783393,45783412,[6404]
chr1,45816530,45816548,[6409]
chr1,45852890,45852908,[6422]
chr1,45865887,45865906,[6431]
chr1,45925282,45925300,[6454]
chr1,46022516,46022534,[6464]
chr1,46913075,46913093,[6544]
chr1,50926991,50927009,[6612]
chr1,51290628,51290647,[6680]
chr1,51333627,51333646,[6685]
chr1,51361529,51361547,[6691]
chr1,51395234,51395252,[6692]
chr1,51536553,51536572,[6759]
chr1,51538288,51538306,[6761]
chr1,51919590,51919608,[6880]
chr1,52035446,52035464,[6928]
chr1,52036102,52036120,[6929]
chr1,52052816,52052834,[6940]
chr1,52350233,52350251,[7046]
chr1,52375507,52375526,[7055]
chr1,52419632,52419650,[7066]
chr1,52423628,52423646,[7069]
chr1,52451000,52451018,[7082]
chr1,52487524,52487543,[7095]
chr1,52557480,52557498,[7130]
chr1,52571631,52571649,[7134]
chr1,52620162,52620180,[7154]
chr1,52658074,52658092,[7174]
chr1,53742621,53742639,[7363]
chr1,53889848,53889866,[7464]
chr1,53931436,53931454,[7484]
chr1,54381704,54381722,[7570]
chr1,54795398,54795416,[7662]
chr1,54871469,54871488,[7721]
chr1,54898717,54898735,[7742]
chr1,54911461,54911480,[7756]
chr1,54914166,54914185,[7761]
chr1,55180100,55180118,[7853]
chr1,55448252,55448270,[7911]
chr1,55666478,55666496,[7975]
chr1,55728788,55728807,[7990]
chr1,55883284,55883302,[8045]
chr1,56811629,56811647,[8110]
chr1,56815519,56815537,[8111]
chr1,56916653,56916671,[8130]
chr1,57421518,57421537,[8205]
chr1,57626024,57626042,[8249]
chr1,57949437,57949455,[8307]
chr1,58023779,58023797,[8324]
chr1,58210762,58210780,[8365]
chr1,58229918,58229936,[8370]
chr1,58268124,58268142,[8379]
chr1,58343911,58343929,[8413]
chr1,58346260,58346278,[8414]
chr1,58367604,58367622,[8426]
chr1,58693946,58693964,[8509]
chr1,58730919,58730937,[8539]
chr1,58894050,58894068,[8593]
chr1,59063979,59063997,[8646]
chr1,59291412,59291430,[8706]
chr1,59316253,59316271,[8712]
chr1,59391993,59392011,[8735]
chr1,59430713,59430731,[8753]
chr1,59887453,59887472,[8891]
chr1,59911163,59911181,[8904]
chr1,60417534,60417552,[9003]
chr1,60473964,60473983,[9018]
chr1,60755642,60755660,[9117]
chr1,60765265,60765284,[9124]
chr1,60852329,60852347,[9165]
chr1,60998251,60998270,[9259]
chr1,61121662,61121680,[9299]
chr1,61437811,61437830,[9368]
chr1,61622440,61622458,[9389]
chr1,61667374,61667392,[9413]
chr1,61680081,61680099,[9414]
chr1,61702906,61702924,[9421]
chr1,62261723,62261741,[9535]
chr1,62722842,62722861,[9667]
chr1,63999603,63999621,[9933]
chr1,64035291,64035309,[9949]
chr1,64048750,64048768,[9957]
chr1,64071806,64071824,[9967]
chr1,64114702,64114721,[10002]
chr1,64114907,64114926,[10002]
chr1,64190803,64190821,[10025]
chr1,64220624,64220642,[10040]
chr1,64522984,64523002,[10124]
chr1,64592860,64592878,[10159]
chr1,64615909,64615927,[10176]
chr1,64673662,64673681,[10199]
chr1,64871577,64871595,[10290]
chr1,65035269,65035288,[10349]
chr1,65171366,65171384,[10392]
chr1,65207303,65207321,[10409]
chr1,66309292,66309310,[10486]
chr1,66758044,66758062,[10545]
chr1,66847667,66847685,[10573]
chr1,69247839,69247857,[10713]
chr1,69516123,69516141,[10771]
chr1,69578657,69578676,[10795]
chr1,69790446,69790464,[10881]
chr1,69859655,69859673,[10894]
chr1,70781270,70781289,[10924]
chr1,71617657,71617675,[11050]
chr1,71729991,71730009,[11101]
chr1,71811567,71811585,[11123]
chr1,72160540,72160558,[11242]
chr1,72282718,72282736,[11307]
chr1,72415958,72415976,[11344]
chr1,72739947,72739965,[11410]
chr1,72843524,72843542,[11429]
chr1,73516026,73516045,[11486]
chr1,73744207,73744225,[11504]
chr1,74007592,74007610,[11583]
chr1,74201284,74201302,[11703]
chr1,74341962,74341980,[11787]
chr1,74434792,74434810,[11849]
chr1,74643344,74643362,[11900]
chr1,74740925,74740943,[11944]
chr1,74753754,74753772,[11954]
chr1,74810379,74810398,[11988]
chr1,75001997,75002015,[12055]
chr1,75652616,75652635,[12257]
chr1,77141056,77141074,[12330]
chr1,77184968,77184986,[12337]
chr1,77540103,77540122,[12406]
chr1,77588700,77588718,[12407]
chr1,78674246,78674264,[12563]
chr1,79561525,79561544,[12643]
chr1,80309057,80309076,[12851]
chr1,80519965,80519984,[12947]
chr1,80614241,80614260,[12972]
chr1,80619140,80619158,[12976]
chr1,80636475,80636493,[12992]
chr1,80719671,80719689,[13045]
chr1,80738055,80738073,[13062]
chr1,81744634,81744652,[13178]
chr1,82290272,82290290,[13228]
chr1,82544480,82544498,[13265]
chr1,82571919,82571937,[13268]
chr1,82590356,82590374,[13272]
chr1,82759786,82759804,[13297]
chr1,82803849,82803867,[13316]
chr1,82833554,82833572,[13335]
chr1,82864909,82864927,[13352]
chr1,83091538,83091556,[13407]
chr1,84240524,84240542,[13518]
chr1,84254694,84254712,[13533]
chr1,84381926,84381944,[13575]
chr1,84506345,84506364,[13606]
chr1,84539340,84539359,[13610]
chr1,84819550,84819568,[13655]
chr1,84916113,84916131,[13685]
chr1,84922895,84922913,[13686]
chr1,85687843,85687861,[13715]
chr1,85800099,85800117,[13777]
chr1,85842313,85842331,[13795]
chr1,85861551,85861569,[13804]
chr1,85887292,85887310,[13808]
chr1,85899413,85899431,[13818]
chr1,85973479,85973497,[13850]
chr1,86256610,86256628,[13954]
chr1,86263406,86263424,[13959]
chr1,86566799,86566818,[14116]
chr1,86733395,86733413,[14151]
chr1,87380900,87380919,[14292]
chr1,87632854,87632872,[14351]
chr1,87651582,87651600,[14370]
chr1,87721484,87721502,[14393]
chr1,87771312,87771330,[14407]
chr1,87848100,87848118,[14436]
chr1,87863672,87863690,[14452]
chr1,87902413,87902431,[14484]
chr1,87964306,87964324,[14517]
chr1,88077397,88077415,[14539]
chr1,88461625,88461643,[14602]
chr1,88587627,88587646,[14663]
chr1,88613337,88613355,[14683]
chr1,88698255,88698273,[14743]
chr1,89014965,89014983,[14797]
chr1,89251512,89251530,[14898]
chr1,89304595,89304613,[14914]
chr1,89358713,89358731,[14940]
chr1,89466163,89466181,[14977]
chr1,89656800,89656818,[15081]
chr1,90085843,90085861,[15273]
chr1,90256869,90256887,[15344]
chr1,90258605,90258623,[15346]
chr1,90697335,90697353,[15487]
chr1,90789085,90789104,[15507]
chr1,90802128,90802146,[15512]
chr1,91091682,91091700,[15630]
chr1,91095087,91095105,[15635]
chr1,91211410,91211428,[15685]
chr1,91216178,91216196,[15688]
chr1,91231922,91231940,[15702]
chr1,91420880,91420899,[15780]
chr1,91758753,91758771,[15879]
chr1,92058620,92058638,[15982]
chr1,92070361,92070379,[15994]
chr1,92123037,92123056,[16029]
chr1,92131338,92131356,[16037]
chr1,92202636,92202655,[16080]
chr1,92202717,92202735,[16080]
chr1,92338719,92338738,[16139]
chr1,92681412,92681430,[16240]
chr1,92889965,92889983,[16335]
chr1,93013528,93013547,[16391]
chr1,93051768,93051787,[16405]
chr1,93157837,93157855,[16448]
chr1,93401999,93402017,[16527]
chr1,93419444,93419462,[16533]
chr1,93432247,93432266,[16535]
chr1,93484171,93484190,[16549]
chr1,93747447,93747466,[16630]
chr1,94209815,94209833,[16729]
chr1,94453717,94453736,[16749]
chr1,95010164,95010182,[16815]
chr1,95041858,95041876,[16819]
chr1,95219085,95219104,[16832]
chr1,95261729,95261748,[16838]
chr1,95590367,95590386,[16904]
chr1,95591405,95591423,[16905]
chr1,95594431,95594450,[16907]
chr1,95610240,95610259,[16921]
chr1,95663201,95663220,[16945]
chr1,96840311,96840330,[17000]
chr1,96892944,96892963,[17015]
chr1,97630178,97630196,[17068]
chr1,97647255,97647273,[17078]
chr1,97657456,97657474,[17085]
chr1,97726849,97726867,[17114]
chr1,97963409,97963427,[17166]
chr1,98035859,98035877,[17187]
chr1,98083813,98083831,[17210]
chr1,98523793,98523811,[17264]
chr1,98590538,98590556,[17275]
chr1,98712326,98712345,[17281]
chr1,99069778,99069796,[17302]
chr1,100160059,100160077,[17322]
chr1,100702599,100702617,[17340]
chr1,100703463,100703481,[17341]
chr1,105266978,105266996,[17438]
chr1,105664743,105664762,[17526]
chr1,105805981,105806000,[17585]
chr1,106338864,106338882,[17816]
chr1,106402724,106402743,[17845]
chr1,106566259,106566277,[17912]
chr1,106619112,106619131,[17943]
chr1,106630197,106630215,[17956]
chr1,106643045,106643063,[17967]
chr1,106665268,106665286,[17981]
chr1,106738155,106738173,[18021]
chr1,106749261,106749279,[18023]
chr1,106870317,106870335,[18052]
chr1,107506244,107506263,[18155]
chr1,107528825,107528843,[18171]
chr1,107577712,107577730,[18195]
chr1,107635599,107635618,[18214]
chr1,107822184,107822202,[18227]
chr1,111394723,111394741,[18274]
chr1,111634395,111634414,[18275]
chr1,111864074,111864092,[18281]
chr1,113969856,113969874,[18314]
chr1,115965169,115965187,[18340]
chr1,116523634,116523653,[18366]
chr1,118311344,118311362,[18392]
chr1,118311443,118311461,[18393]
chr1,118443380,118443399,[18440]
chr1,118603644,118603662,[18505]
chr1,118614091,118614109,[18509]
chr1,118630411,118630429,[18520]
chr1,118699729,118699747,[18551]
chr1,118710973,118710991,[18556]
chr1,118864906,118864924,[18611]
chr1,119124918,119124936,[18714]
chr1,119153002,119153020,[18725]
chr1,119395583,119395602,[18783]
chr1,119432577,119432595,[18805]
chr1,119776148,119776167,[18913]
chr1,119917168,119917186,[18956]
chr1,120019525,120019543,[18983]
chr1,120147245,120147264,[19057]
chr1,120451685,120451703,[19188]
chr1,120532590,120532608,[19228]
chr1,120657170,120657188,[19265]
chr1,120667949,120667968,[19267]
chr1,121220234,121220252,[19328]
chr1,121290048,121290066,[19343]
chr1,121373983,121374001,[19375]
chr1,121471867,121471885,[19408]
chr1,121477517,121477535,[19410]
chr1,122263715,122263733,[19492]
chr1,123906161,123906179,[19546]
chr1,123906184,123906202,[19546]
chr1,125808504,125808522,[19773]
chr1,126183634,126183652,[19805]
chr1,126413780,126413798,[19824]
chr1,126569192,126569211,[19851]
chr1,126591426,126591444,[19858]
chr1,126749721,126749739,[19898]
chr1,127092157,127092175,[19969]
chr1,127296666,127296684,[20055]
chr1,127330589,127330607,[20084]
chr1,127363896,127363914,[20109]
chr1,127433646,127433665,[20129]
chr1,127626877,127626895,[20203]
chr1,127638336,127638354,[20206]
chr1,127773551,127773569,[20232]
chr1,127958955,127958974,[20269]
chr1,128141301,128141319,[20317]
chr1,128152151,128152169,[20319]
chr1,128327499,128327517,[20356]
chr1,128330499,128330517,[20358]
chr1,128461015,128461033,[20401]
chr1,128548601,128548619,[20433]
chr1,128576137,128576155,[20449]
chr1,128611837,128611855,[20480]
chr1,128611888,128611907,[20480]
chr1,128703841,128703859,[20529]
chr1,128734844,128734862,[20551]
chr1,128782399,128782417,[20578]
chr1,129542730,129542749,[20664]
chr1,130660451,130660469,[20795]
chr1,130776249,130776268,[20829]
chr1,130797313,130797331,[20836]
chr1,131108153,131108171,[20979]
chr1,131187173,131187191,[21022]
chr1,131253714,131253733,[21064]
chr1,131469615,131469633,[21162]
chr1,131507609,131507627,[21187]
chr1,131627559,131627577,[21226]
chr1,131767749,131767767,[21307]
chr1,132028538,132028556,[21426]
chr1,132028624,132028642,[21426]
chr1,132319380,132319399,[21557]
chr1,132328553,132328571,[21561]
chr1,132423523,132423541,[21629]
chr1,132542896,132542914,[21670]
chr1,132630432,132630451,[21692]
chr1,132898098,132898117,[21768]
chr1,132901483,132901502,[21769]
chr1,133026022,133026040,[21803]
chr1,133026050,133026068,[21803]
chr1,133073411,133073429,[21827]
chr1,133093926,133093945,[21840]
chr1,133750512,133750530,[22081]
chr1,134073971,134073989,[22206]
chr1,134184381,134184399,[22263]
chr1,134416922,134416940,[22352]
chr1,134473316,134473334,[22360]
chr1,134782900,134782918,[22464]
chr1,134824016,134824034,[22481]
chr1,134853445,134853463,[22489]
chr1,134922638,134922657,[22506]
chr1,135133492,135133510,[22586]
chr1,135261935,135261953,[22630]
chr1,135344225,135344243,[22649]
chr1,135435019,135435037,[22683]
chr1,135518940,135518958,[22708]
chr1,135519433,135519451,[22709]
chr1,135702496,135702515,[22816]
chr1,135807696,135807714,[22879]
chr1,135823798,135823817,[22892]
chr1,136326107,136326125,[23085]
chr1,136569054,136569072,[23141]
chr1,136609010,136609028,[23164]
chr1,136733360,136733378,[23224]
chr1,136791567,136791585,[23238]
chr1,136925180,136925198,[23271]
chr1,137009131,137009150,[23290]
chr1,137571800,137571819,[23360]
chr1,137738576,137738595,[23389]
chr1,138009607,138009625,[23467]
chr1,138125462,138125480,[23508]
chr1,138166736,138166755,[23550]
chr1,138172244,138172262,[23555]
chr1,138172263,138172282,[23555]
chr1,138209806,138209824,[23581]
chr1,138277999,138278017,[23618]
chr1,138291842,138291861,[23630]
chr1,138298233,138298251,[23634]
chr1,138372089,138372108,[23659]
chr1,138542766,138542784,[23705]
chr1,138731152,138731170,[23780]
chr1,138919420,138919438,[23824]
chr1,138924897,138924915,[23831]
chr1,138995408,138995426,[23878]
chr1,139007164,139007183,[23884]
chr1,139015175,139015193,[23889]
chr1,139039942,139039960,[23906]
chr1,139041027,139041046,[23908]
chr1,139062200,139062219,[23913]
chr1,140183496,140183515,[24005]
chr1,141731216,141731234,[24048]
chr1,142925111,142925130,[24107]
chr1,142929275,142929293,[24108]
chr1,143710488,143710507,[24243]
chr1,143947051,143947069,[24325]
chr1,143950500,143950518,[24326]
chr1,144499655,144499673,[24511]
chr1,144532976,144532994,[24524]
chr1,144647411,144647429,[24546]
chr1,144738490,144738508,[24560]
chr1,144924588,144924606,[24593]
chr1,146499060,146499079,[24660]
chr1,149127496,149127515,[24731]
chr1,149833170,149833189,[24757]
chr1,150026795,150026813,[24825]
chr1,150204794,150204812,[24863]
chr1,150257836,150257855,[24872]
chr1,150465511,150465529,[24915]
chr1,150907965,150907984,[24976]
chr1,151062911,151062929,[25025]
chr1,151080975,151080993,[25038]
chr1,151239304,151239322,[25099]
chr1,151249374,151249393,[25104]
chr1,151264897,151264916,[25114]
chr1,151348525,151348543,[25160]
chr1,151442025,151442044,[25180]
chr1,151457199,151457217,[25184]
chr1,151697660,151697678,[25289]
chr1,151706374,151706393,[25296]
chr1,151943488,151943506,[25377]
chr1,151996026,151996044,[25410]
chr1,152010899,152010918,[25421]
chr1,152257549,152257567,[25510]
chr1,152595023,152595041,[25626]
chr1,152607649,152607667,[25636]
chr1,152766351,152766369,[25696]
chr1,152838968,152838986,[25748]
chr1,153021310,153021328,[25789]
chr1,153187357,153187375,[25851]
chr1,153659179,153659197,[26040]
chr1,153785737,153785755,[26112]
chr1,153803219,153803237,[26120]
chr1,153886576,153886594,[26140]
chr1,154062944,154062962,[26215]
chr1,154076238,154076256,[26224]
chr1,154103023,154103041,[26245]
chr1,154174541,154174559,[26274]
chr1,154257023,154257041,[26294]
chr1,154818868,154818886,[26388]
chr1,154897568,154897586,[26429]
chr1,155075077,155075095,[26502]
chr1,155159311,155159329,[26561]
chr1,155173128,155173146,[26567]
chr1,155173337,155173355,[26568]
chr1,155173383,155173401,[26568]
chr1,155184461,155184490,[26573]
chr1,155194631,155194649,[26576]
chr1,155383995,155384013,[26635]
chr1,155430920,155430938,[26651]
chr1,155530825,155530844,[26685]
chr1,155568257,155568275,[26697]
chr1,155608854,155608872,[26703]
chr1,155731299,155731318,[26725]
chr1,155790230,155790249,[26744]
chr1,156408130,156408148,[26920]
chr1,156467981,156467999,[26950]
chr1,156603802,156603820,[27015]
chr1,156848121,156848139,[27111]
chr1,156989670,156989688,[27175]
chr1,157023448,157023467,[27207]
chr1,157077233,157077251,[27242]
chr1,157427028,157427047,[27315]
chr1,157463162,157463180,[27337]
chr1,157481517,157481536,[27344]
chr1,158221276,158221294,[27402]
chr1,159225584,159225602,[27530]
chr1,159322731,159322749,[27562]
chr1,159322826,159322844,[27562]
chr1,159725461,159725479,[27612]
chr1,159929184,159929203,[27670]
chr1,159952354,159952372,[27680]
chr1,159961950,159961968,[27687]
chr1,160016230,160016248,[27718]
chr1,160019347,160019365,[27719]
chr1,160268607,160268626,[27826]
chr1,160307000,160307019,[27852]
chr1,160363722,160363740,[27870]
chr1,160376371,160376389,[27876]
chr1,160544397,160544415,[27903]
chr1,160718025,160718044,[27932]
chr1,160861421,160861439,[27987]
chr1,160861738,160861756,[27988]
chr1,161170605,161170624,[28079]
chr1,161301033,161301051,[28124]
chr1,161375719,161375738,[28151]
chr1,161599831,161599849,[28229]
chr1,161621355,161621374,[28235]
chr1,161653982,161654000,[28242]
chr1,161767112,161767130,[28299]
chr1,161894290,161894308,[28353]
chr1,161909561,161909579,[28365]
chr1,162004490,162004508,[28403]
chr1,162150990,162151008,[28452]
chr1,162187067,162187085,[28464]
chr1,162324605,162324624,[28502]
chr1,162359292,162359310,[28508]
chr1,162639453,162639472,[28576]
chr1,162727186,162727204,[28606]
chr1,162900057,162900075,[28642]
chr1,162909796,162909814,[28644]
chr1,163167346,163167364,[28662]
chr1,163284065,163284083,[28682]
chr1,163399868,163399886,[28724]
chr1,163682254,163682273,[28758]
chr1,164506960,164506978,[29036]
chr1,164838144,164838162,[29129]
chr1,164971408,164971426,[29172]
chr1,165017336,165017354,[29193]
chr1,165154026,165154044,[29236]
chr1,165154275,165154294,[29237]
chr1,165174578,165174596,[29243]
chr1,165193541,165193560,[29258]
chr1,165242302,165242320,[29282]
chr1,165595107,165595125,[29362]
chr1,165626440,165626458,[29382]
chr1,165651713,165651731,[29397]
chr1,165690589,165690607,[29432]
chr1,165927700,165927719,[29579]
chr1,165986288,165986306,[29602]
chr1,165993233,165993252,[29607]
chr1,166214392,166214410,[29695]
chr1,166311746,166311764,[29718]
chr1,166825238,166825256,[29819]
chr1,166825511,166825529,[29820]
chr1,166832167,166832185,[29821]
chr1,167025835,167025853,[29891]
chr1,167302516,167302534,[29984]
chr1,167499236,167499255,[30037]
chr1,167532754,167532772,[30042]
chr1,167598900,167598918,[30068]
chr1,167747993,167748011,[30096]
chr1,168225853,168225872,[30153]
chr1,169747779,169747798,[30321]
chr1,170085323,170085341,[30386]
chr1,170155460,170155478,[30408]
chr1,170215494,170215512,[30441]
chr1,170292651,170292669,[30464]
chr1,170328368,170328387,[30472]
chr1,170511171,170511189,[30552]
chr1,170573591,170573609,[30575]
chr1,170580916,170580934,[30579]
chr1,170898669,170898688,[30705]
chr1,170953400,170953418,[30735]
chr1,171160833,171160851,[30800]
chr1,171323179,171323198,[30878]
chr1,171380045,171380063,[30905]
chr1,171412777,171412795,[30928]
chr1,171631259,171631277,[31015]
chr1,171652958,171652977,[31031]
chr1,172038521,172038539,[31223]
chr1,172143820,172143839,[31255]
chr1,172394046,172394064,[31375]
chr1,172520705,172520724,[31450]
chr1,173341333,173341351,[31576]
chr1,173398823,173398841,[31597]
chr1,173409265,173409284,[31599]
chr1,173462789,173462807,[31636]
chr1,173522017,173522035,[31656]
chr1,173645624,173645642,[31703]
chr1,173766784,173766803,[31737]
chr1,173912787,173912806,[31773]
chr1,175470530,175470548,[31954]
chr1,175656456,175656474,[32007]
chr1,176012089,176012108,[32054]
chr1,176712626,176712644,[32101]
chr1,176735599,176735618,[32113]
chr1,176863470,176863488,[32176]
chr1,176944935,176944953,[32196]
chr1,176986304,176986322,[32217]
chr1,176987175,176987193,[32219]
chr1,177051344,177051362,[32258]
chr1,177170970,177170988,[32289]
chr1,177179450,177179468,[32292]
chr1,177338240,177338258,[32346]
chr1,177360965,177360983,[32359]
chr1,177573372,177573390,[32445]
chr1,177705414,177705433,[32513]
chr1,177712599,177712618,[32519]
chr1,178389079,178389097,[32653]
chr1,178398527,178398546,[32658]
chr1,178641322,178641340,[32726]
chr1,179010889,179010907,[32868]
chr1,179044430,179044448,[32884]
chr1,179131109,179131128,[32926]
chr1,179138655,179138673,[32933]
chr1,179196582,179196600,[32949]
chr1,180277696,180277715,[33233]
chr1,180363161,180363179,[33308]
chr1,180372971,180372990,[33317]
chr1,180823610,180823628,[33543]
chr1,181127272,181127291,[33676]
chr1,181229271,181229289,[33713]
chr1,181280890,181280908,[33744]
chr1,181328165,181328183,[33765]
chr1,181372636,181372654,[33788]
chr1,181445699,181445717,[33817]
chr1,181536219,181536237,[33839]
chr1,181555628,181555647,[33851]
chr1,181728912,181728931,[33876]
chr1,182047344,182047362,[33971]
chr1,182368901,182368919,[34107]
chr1,182406876,182406894,[34124]
chr1,182802752,182802770,[34264]
chr1,182882063,182882081,[34286]
chr1,183039694,183039713,[34340]
chr1,183068091,183068109,[34357]
chr1,183238065,183238083,[34439]
chr1,183349915,183349933,[34467]
chr1,183378696,183378715,[34475]
chr1,183397545,183397563,[34479]
chr1,183687607,183687625,[34530]
chr1,184061807,184061825,[34674]
chr1,184260092,184260110,[34745]
chr1,184381919,184381937,[34784]
chr1,184397203,184397221,[34794]
chr1,184628903,184628922,[34894]
chr1,184644792,184644810,[34900]
chr1,184657602,184657620,[34904]
chr1,184777478,184777496,[34971]
chr1,184845323,184845341,[35009]
chr1,185546378,185546396,[35202]
chr1,186043812,186043830,[35230]
chr1,186245867,186245886,[35261]
chr1,186263255,186263274,[35271]
chr1,186546564,186546582,[35313]
chr1,187230933,187230951,[35432]
chr1,187256126,187256144,[35443]
chr1,187313924,187313942,[35472]
chr1,187558853,187558871,[35533]
chr1,188083224,188083242,[35603]
chr1,188457762,188457780,[35631]
chr1,188866068,188866087,[35657]
chr1,189013377,189013395,[35691]
chr1,189177911,189177929,[35719]
chr1,189662149,189662167,[35784]
chr1,189800624,189800642,[35857]
chr1,189815110,189815129,[35869]
chr1,189838563,189838582,[35886]
chr1,190682518,190682536,[36027]
chr1,190868925,190868943,[36081]
chr1,191055115,191055133,[36150]
chr1,191073493,191073511,[36164]
chr1,191165844,191165863,[36223]
chr1,191167402,191167420,[36226]
chr1,191201469,191201488,[36258]
chr1,191259936,191259954,[36294]
chr1,191302755,191302773,[36326]
chr1,191323523,191323541,[36338]
chr1,191793866,191793884,[36564]
chr1,191855738,191855756,[36599]
chr1,191995635,191995654,[36667]
chr1,192094640,192094658,[36706]
chr1,192546312,192546330,[36814]
chr1,192620296,192620314,[36841]
chr1,192799556,192799574,[36926]
chr1,192841498,192841517,[36942]
chr1,193102881,193102899,[37009]
chr1,193514750,193514768,[37249]
chr1,193566221,193566239,[37273]
chr1,193894307,193894326,[37362]
chr1,193966689,193966707,[37373]
chr1,194208203,194208221,[37398]
chr1,194422483,194422501,[37417]
chr1,194695143,194695162,[37478]
chr1,194963611,194963629,[37575]
chr1,195233584,195233602,[37659]
chr10,3531659,3531677,[277733]
chr10,3700092,3700111,[277761]
chr10,3824033,3824051,[277795]
chr10,3852856,3852874,[277816]
chr10,3852924,3852943,[277816]
chr10,4086138,4086156,[277888]
chr10,4096338,4096356,[277894]
chr10,4124251,4124270,[277915]
chr10,4151675,4151693,[277931]
chr10,4242334,4242352,[277965]
chr10,4510509,4510528,[278066]
chr10,4512947,4512965,[278067]
chr10,4518163,4518181,[278070]
chr10,4523279,4523309,[278074]
chr10,4545835,4545854,[278082]
