chr,TnG_start,TnG_end,strand
chr1,36884016,36884041,+
chr1,36922259,36922288,+
chr1,36922404,36922436,+
chr1,37002410,37002436,+
chr1,37028963,37028987,+
chr1,37030768,37030807,+
chr1,37232824,37232846,+
chr1,37233022,37233044,+
chr1,37233124,37233146,+
chr1,37299474,37299509,+
chr1,37496738,37496774,+
chr1,37530188,37530218,+
chr1,37872524,37872538,+
chr1,38130354,38130397,+
chr1,38130414,38130444,+
chr1,38723674,38723702,+
chr1,38898297,38898327,+
chr1,38898330,38898345,+
chr1,38898349,38898365,+
chr1,39234840,39234860,+
chr1,39281434,39281462,+
chr1,39577697,39577744,+
chr1,39983451,39983467,+
chr1,39983572,39983586,+
chr1,40056092,40056106,+
chr1,40382990,40383037,+
chr1,40399586,40399600,+
chr1,40473940,40473955,+
chr1,40618463,40618485,+
chr1,42300357,42300379,+
chr1,42640030,42640084,+
chr1,43457114,43457133,+
chr1,43472573,43472592,+
chr1,43520338,43520360,+
chr1,43535084,43535106,+
chr1,43562382,43562398,+
chr1,43826893,43826935,+
chr1,43939432,43939447,+
chr1,43939517,43939533,+
chr1,44808812,44808846,+
chr1,44808868,44808890,+
chr1,46939351,46939380,+
chr1,46939537,46939597,+
chr1,48497366,48497381,+
chr1,48591161,48591175,+
chr1,48591312,48591344,+
chr1,48817389,48817403,+
chr1,48817472,48817497,+
chr1,48825599,48825618,+
chr1,48825628,48825650,+
chr1,51361394,51361416,+
chr1,51478075,51478103,+
chr1,51478122,51478172,+
chr1,51584544,51584606,+
chr1,51585601,51585616,+
chr1,51593768,51593813,+
chr1,51594012,51594035,+
chr1,52011017,52011044,+
chr1,52011546,52011568,+
chr1,52022431,52022459,+
chr1,52040612,52040631,+
chr1,52052778,52052797,+
chr1,52245336,52245352,+
chr1,52363840,52363862,+
chr1,52388557,52388576,+
chr1,52391996,52392016,+
chr1,52483067,52483095,+
chr1,52653569,52653588,+
chr1,52751714,52751814,+
chr1,52799764,52799778,+
chr1,53610135,53610154,+
chr1,53774011,53774033,+
chr1,53774095,53774117,+
chr1,53797351,53797367,+
chr1,53798004,53798018,+
chr1,53824887,53824903,+
chr1,53845628,53845647,+
chr1,53851275,53851340,+
chr1,53852437,53852455,+
chr1,53875845,53875864,+
chr1,53875930,53876016,+
chr1,54408438,54408455,+
chr1,54421669,54421685,+
chr1,54438773,54438792,+
chr1,54492519,54492535,+
chr1,54578590,54578604,+
chr1,54578690,54578714,+
chr1,54578763,54578778,+
chr1,54578896,54578915,+
chr1,54585396,54585410,+
chr1,54748117,54748139,+
chr1,54748162,54748184,+
chr1,54842119,54842141,+
chr1,54842217,54842239,+
chr1,54871257,54871276,+
chr1,54871483,54871505,+
chr1,54883064,54883093,+
chr1,54896618,54896637,+
chr1,54896971,54896993,+
chr1,54914728,54914750,+
chr1,54924155,54924171,+
chr1,54924366,54924380,+
chr1,55236964,55236983,+
chr1,55423842,55423995,+
chr1,55446911,55446990,+
chr1,56236751,56236767,+
chr1,56236925,56236958,+
chr1,58301399,58301413,+
chr1,58423298,58423320,+
chr1,58423558,58423592,+
chr1,58669894,58669910,+
chr1,58721239,58721260,+
chr1,58802386,58802400,+
chr1,58807125,58807141,+
chr1,58860845,58860861,+
chr1,58956585,58956605,+
chr1,58965419,58965473,+
chr1,58975297,58975323,+
chr1,59602796,59602818,+
chr1,59684744,59684758,+
chr1,59684818,59684841,+
chr1,59923405,59923419,+
chr1,60016265,60016284,+
chr1,60016359,60016378,+
chr1,60016415,60016446,+
chr1,60042763,60042781,+
chr1,60087874,60087888,+
chr1,60097833,60097847,+
chr1,60180201,60180215,+
chr1,60539232,60539246,+
chr1,60627687,60627713,+
chr1,60652594,60652630,+
chr1,60713708,60713727,+
chr1,60713749,60713772,+
chr1,60746224,60746258,+
chr1,60755834,60755853,+
chr1,60758463,60758485,+
chr1,60758594,60758613,+
chr1,60761482,60761497,+
chr1,60781761,60781792,+
chr1,60781817,60781832,+
chr1,60805764,60805783,+
chr1,60883218,60883247,+
chr1,60887071,60887093,+
chr1,60908978,60909000,+
chr1,60911589,60911663,+
chr1,61030802,61030825,+
chr1,61030852,61030870,+
chr1,61046115,61046174,+
chr1,61068177,61068196,+
chr1,61107718,61107740,+
chr1,61135667,61135681,+
chr1,61435039,61435058,+
chr1,61435182,61435210,+
chr1,62638858,62638877,+
chr1,62786318,62786332,+
chr1,63423475,63423489,+
chr1,64088152,64088191,+
chr1,64088229,64088249,+
chr1,64088274,64088296,+
chr1,64108758,64108787,+
chr1,64121137,64121167,+
chr1,64266279,64266293,+
chr1,64266367,64266381,+
chr1,64266548,64266563,+
chr1,64531862,64531881,+
chr1,64531985,64532004,+
chr1,64709767,64709826,+
chr1,65010442,65010524,+
chr1,66700672,66700694,+
chr1,66816825,66816847,+
chr1,66817023,66817042,+
chr1,66838476,66838511,+
chr1,66838555,66838596,+
chr1,68601081,68601100,+
chr1,68601187,68601206,+
chr1,68601400,68601419,+
chr1,69119705,69119720,+
chr1,69537902,69537916,+
chr1,69537991,69538005,+
chr1,69544229,69544251,+
chr1,69555995,69556009,+
chr1,69608872,69608886,+
chr1,69609068,69609104,+
chr1,69644877,69644898,+
chr1,69657772,69657800,+
chr1,69681323,69681367,+
chr1,69759816,69759843,+
chr1,69764739,69764774,+
chr1,69769133,69769181,+
chr1,70414133,70414148,+
chr1,73929105,73929121,+
chr1,74196042,74196066,+
chr1,74239191,74239221,+
chr1,74397254,74397286,+
chr1,74808099,74808118,+
chr1,75125344,75125358,+
chr1,75236342,75236356,+
chr1,77831618,77831637,+
chr1,77831873,77831887,+
chr1,77832057,77832093,+
chr1,77855443,77855462,+
chr1,78017181,78017225,+
chr1,78436252,78436271,+
chr1,78436374,78436402,+
chr1,78436406,78436448,+
chr1,78538502,78538529,+
chr1,79464377,79464415,+
chr1,79752458,79752497,+
chr1,79752614,79752630,+
chr1,79761877,79761924,+
chr1,80381421,80381447,+
chr1,80409815,80409831,+
chr1,80441129,80441148,+
chr1,80644144,80644158,+
chr1,80670584,80670600,+
chr1,80670710,80670732,+
chr1,80730762,80730776,+
chr1,80765631,80765656,+
chr1,80874474,80874488,+
chr1,80874522,80874554,+
chr1,81212463,81212505,+
chr1,82283078,82283114,+
chr1,82764411,82764425,+
chr1,82832736,82832770,+
chr1,82833762,82833778,+
chr1,82833948,82833987,+
chr1,82974082,82974098,+
chr1,83076870,83076884,+
chr1,83076931,83076946,+
chr1,84839741,84839776,+
chr1,85686564,85686579,+
chr1,85761690,85761706,+
chr1,86000563,86000583,+
chr1,86004428,86004443,+
chr1,86004465,86004487,+
chr1,86441758,86441778,+
chr1,86441840,86441866,+
chr1,87291695,87291711,+
chr1,87632736,87632767,+
chr1,87632888,87632910,+
chr1,87755757,87755773,+
chr1,87847519,87847581,+
chr1,88497547,88497561,+
chr1,88587843,88587865,+
chr1,88655193,88655228,+
chr1,88705383,88705426,+
chr1,88709148,88709174,+
chr1,88709199,88709230,+
chr1,90695486,90695505,+
chr1,91250066,91250085,+
chr1,91963802,91963826,+
chr1,92058736,92058756,+
chr1,92069477,92069499,+
chr1,92080245,92080279,+
chr1,92774205,92774219,+
chr1,92895169,92895197,+
chr1,93289711,93289730,+
chr1,93668999,93669015,+
chr1,94034808,94034840,+
chr1,95268070,95268086,+
chr1,95572956,95572972,+
chr1,95655521,95655546,+
chr1,95655898,95655912,+
chr1,95656100,95656114,+
chr1,95657332,95657347,+
chr1,95666635,95666676,+
chr1,95667777,95667803,+
chr1,95744465,95744484,+
chr1,95744670,95744694,+
chr1,96195424,96195438,+
chr1,97580346,97580361,+
chr1,97660618,97660650,+
chr1,97918461,97918476,+
chr1,98093034,98093054,+
chr1,98285573,98285592,+
chr1,98985981,98985995,+
chr1,102005453,102005485,+
chr1,103899376,103899396,+
chr1,103899739,103899761,+
chr1,103899838,103899852,+
chr1,105663419,105663441,+
chr1,105663599,105663627,+
chr1,106204174,106204188,+
chr1,106321661,106321693,+
chr1,106561033,106561075,+
chr1,106581738,106581760,+
chr1,106601069,106601097,+
chr1,106602669,106602689,+
chr1,106612594,106612616,+
chr1,106617198,106617214,+
chr1,106617422,106617445,+
chr1,106647460,106647497,+
chr1,106688432,106688446,+
chr1,106796065,106796113,+
chr1,106866851,106866870,+
chr1,115597121,115597140,+
chr1,117957305,117957332,+
chr1,117957398,117957413,+
chr1,118311653,118311675,+
chr1,119836954,119836968,+
chr1,119912939,119912961,+
chr1,120100454,120100495,+
chr1,120100580,120100599,+
chr1,121328223,121328243,+
chr1,121568106,121568128,+
chr1,125399210,125399232,+
chr1,125466646,125466668,+
chr1,125466676,125466690,+
chr1,125467916,125467953,+
chr1,127213483,127213499,+
chr1,127213513,127213608,+
chr1,127215137,127215162,+
chr1,127233574,127233588,+
chr1,127773692,127773718,+
chr1,127773791,127773813,+
chr1,127774033,127774052,+
chr1,127869368,127869384,+
chr1,128077383,128077434,+
chr1,128399214,128399233,+
chr1,128399318,128399349,+
chr1,128592038,128592054,+
chr1,128766661,128766677,+
chr1,128767178,128767197,+
chr1,128787665,128787684,+
chr1,128790905,128790943,+
chr1,128790971,128790986,+
chr1,128832498,128832531,+
chr1,128832652,128832701,+
chr1,130475314,130475341,+
chr1,130475470,130475519,+
chr1,130549496,130549511,+
chr1,130549631,130549676,+
chr1,130877178,130877204,+
chr1,131076063,131076079,+
chr1,131076090,131076104,+
chr1,131080705,131080721,+
chr1,131138861,131138898,+
chr1,131154620,131154636,+
chr1,131154652,131154681,+
chr1,131379857,131379904,+
chr1,131489145,131489173,+
chr1,131658118,131658151,+
chr1,131821094,131821130,+
chr1,131821293,131821312,+
chr1,132038968,132039000,+
chr1,132237867,132237883,+
chr1,132341690,132341736,+
chr1,132477329,132477345,+
chr1,132968921,132968940,+
chr1,133029676,133029711,+
chr1,133029811,133029846,+
chr1,133029988,133030007,+
chr1,133545225,133545249,+
chr1,133545270,133545301,+
chr1,133689760,133689792,+
chr1,133772257,133772279,+
chr1,133894220,133894240,+
chr1,134048726,134048819,+
chr1,134059044,134059068,+
chr1,134065658,134065683,+
chr1,134093510,134093532,+
chr1,134361625,134361644,+
chr1,134473228,134473250,+
chr1,134518686,134518713,+
chr1,134962915,134962935,+
chr1,135259370,135259384,+
chr1,135259525,135259547,+
chr1,136135285,136135301,+
chr1,136254604,136254626,+
chr1,136608914,136608957,+
chr1,136618594,136618626,+
chr1,136624203,136624217,+
chr1,136637097,136637113,+
chr1,136685655,136685671,+
chr1,136699066,136699085,+
chr1,137075115,137075134,+
chr1,138125461,138125483,+
chr1,138136159,138136185,+
chr1,138145285,138145300,+
chr1,138148958,138148974,+
chr1,138157121,138157137,+
chr1,138166329,138166353,+
chr1,138166402,138166416,+
chr1,138174747,138174766,+
chr1,138174975,138174994,+
chr1,138175171,138175202,+
chr1,138175359,138175373,+
chr1,138175527,138175541,+
chr1,138275906,138275920,+
chr1,138303215,138303231,+
chr1,138304168,138304194,+
chr1,138328276,138328298,+
chr1,138517422,138517442,+
chr1,138560049,138560072,+
chr1,138585689,138585717,+
chr1,138629187,138629208,+
chr1,138683892,138683911,+
chr1,138976157,138976171,+
chr1,139421824,139421846,+
chr1,143451812,143451834,+
chr1,144004614,144004639,+
chr1,144006863,144006885,+
chr1,144249274,144249293,+
chr1,144272803,144272896,+
chr1,144273293,144273324,+
chr1,144273425,144273442,+
chr1,144306641,144306657,+
chr1,144306737,144306759,+
chr1,144330394,144330408,+
chr1,144337750,144337766,+
chr1,144499841,144499863,+
chr1,144500039,144500058,+
chr1,146365625,146365639,+
chr1,146595773,146595795,+
chr1,147489444,147489478,+
chr1,147489513,147489535,+
chr1,147489540,147489572,+
chr1,147489583,147489605,+
chr1,147489629,147489653,+
chr1,147928976,147928997,+
chr1,147929105,147929119,+
chr1,150465604,150465626,+
chr1,151287654,151287676,+
chr1,151395084,151395104,+
chr1,151395249,151395320,+
chr1,152008323,152008375,+
chr1,152008387,152008407,+
chr1,152008421,152008441,+
chr1,152008821,152008843,+
chr1,152010257,152010271,+
chr1,152019121,152019141,+
chr1,152019232,152019248,+
chr1,152037486,152037508,+
chr1,152288102,152288121,+
chr1,152585488,152585508,+
chr1,152585708,152585736,+
chr1,153288029,153288078,+
chr1,153294094,153294113,+
chr1,153304044,153304095,+
chr1,153304182,153304196,+
chr1,153320281,153320303,+
chr1,153347108,153347163,+
chr1,153614400,153614444,+
chr1,153691555,153691571,+
chr1,153730180,153730204,+
chr1,153730262,153730282,+
chr1,153730362,153730382,+
chr1,153742387,153742430,+
chr1,153846856,153846872,+
chr1,154786436,154786452,+
chr1,154900651,154900666,+
chr1,155006486,155006508,+
chr1,155059897,155059916,+
chr1,155072493,155072512,+
chr1,155322232,155322254,+
chr1,155914633,155914647,+
chr1,155914657,155914702,+
chr1,155914899,155914921,+
chr1,155973738,155973754,+
chr1,156041007,156041034,+
chr1,156522491,156522520,+
chr1,156674798,156674817,+
chr1,156809777,156809799,+
chr1,156905652,156905672,+
chr1,156905841,156905875,+
chr1,156938625,156938665,+
chr1,156938903,156938919,+
chr1,156986270,156986314,+
chr1,156986475,156986489,+
chr1,156986663,156986707,+
chr1,157039300,157039317,+
chr1,157110160,157110182,+
chr1,157259927,157259946,+
chr1,157553291,157553313,+
chr1,157599561,157599604,+
chr1,157990561,157990580,+
chr1,157990614,157990630,+
chr1,159928796,159928810,+
chr1,160007101,160007117,+
chr1,160047017,160047045,+
chr1,160290556,160290582,+
chr1,160300185,160300212,+
chr1,160300269,160300291,+
chr1,160306914,160306928,+
chr1,160397412,160397438,+
chr1,160397485,160397499,+
chr1,160786574,160786590,+
chr1,160786843,160786867,+
chr1,160842388,160842402,+
chr1,160842478,160842531,+
chr1,160907252,160907280,+
chr1,160926457,160926482,+
chr1,161070579,161070598,+
chr1,161070606,161070640,+
chr1,161071551,161071573,+
chr1,161250035,161250057,+
chr1,161250121,161250135,+
chr1,161309652,161309666,+
chr1,161670660,161670680,+
chr1,161670682,161670709,+
chr1,161670720,161670736,+
chr1,161670967,161670986,+
chr1,161671326,161671340,+
chr1,161704721,161704748,+
chr1,161734720,161734742,+
chr1,161750870,161750884,+
chr1,161751303,161751325,+
chr1,161761626,161761640,+
chr1,161767059,161767084,+
chr1,161767086,161767110,+
chr1,161767124,161767143,+
chr1,161779388,161779402,+
chr1,161830494,161830510,+
chr1,161830570,161830592,+
chr1,161869391,161869406,+
chr1,161876138,161876164,+
chr1,161908043,161908062,+
chr1,162000019,162000070,+
chr1,162207144,162207166,+
chr1,162207271,162207312,+
chr1,162295683,162295705,+
chr1,162549916,162549990,+
chr1,162550147,162550209,+
chr1,162571351,162571365,+
chr1,162728333,162728349,+
chr1,162728392,162728407,+
chr1,163994515,163994538,+
chr1,164062047,164062066,+
chr1,164062295,164062351,+
chr1,164069246,164069306,+
chr1,164109703,164109729,+
chr1,164131382,164131396,+
chr1,164453825,164453847,+
chr1,164454044,164454069,+
chr1,164503666,164503685,+
chr1,164504551,164504601,+
chr1,164504606,164504633,+
chr1,164881894,164881924,+
chr1,164882231,164882246,+
chr1,164960340,164960359,+
chr1,164960576,164960590,+
chr1,165174447,165174466,+
chr1,165193424,165193461,+
chr1,165193631,165193650,+
chr1,165193726,165193757,+
chr1,165236354,165236373,+
chr1,165252276,165252331,+
chr1,165252350,165252372,+
chr1,165460847,165460867,+
chr1,165780594,165780642,+
chr1,165808413,165808458,+
chr1,165810760,165810807,+
chr1,165986479,165986493,+
chr1,166001115,166001143,+
chr1,166010248,166010262,+
chr1,166016548,166016570,+
chr1,166044004,166044035,+
chr1,166048146,166048178,+
chr1,167245622,167245648,+
chr1,170861944,170861958,+
chr1,170868657,170868673,+
chr1,170885624,170885646,+
chr1,171502921,171502940,+
chr1,171502983,171503002,+
chr1,171503294,171503336,+
chr1,171681965,171681993,+
chr1,171771454,171771503,+
chr1,171845060,171845092,+
chr1,171845118,171845140,+
chr1,171917456,171917475,+
chr1,171963954,171963970,+
chr1,171975929,171975948,+
chr1,171975968,171975982,+
chr1,171976175,171976209,+
chr1,171976223,171976237,+
chr1,171983687,171983734,+
chr1,171983926,171983957,+
chr1,172126599,172126643,+
chr1,172147665,172147681,+
chr1,172147758,172147798,+
chr1,172311692,172311714,+
chr1,172619526,172619579,+
chr1,173339881,173339900,+
chr1,173491391,173491405,+
chr1,173491542,173491565,+
chr1,173535861,173535877,+
chr1,173548931,173548950,+
chr1,173548984,173549006,+
chr1,173549052,173549071,+
chr1,173599134,173599154,+
chr1,173599377,173599403,+
chr1,173599529,173599551,+
chr1,173630678,173630702,+
chr1,173630837,173630856,+
chr1,173634265,173634284,+
chr1,173657352,173657387,+
chr1,173678672,173678691,+
chr1,173678926,173678959,+
chr1,173880275,173880291,+
chr1,173880293,173880309,+
chr1,173942579,173942599,+
chr1,175693171,175693190,+
chr1,176945814,176945830,+
chr1,177338243,177338265,+
chr1,177718183,177718217,+
chr1,177795748,177795784,+
chr1,177983042,177983070,+
chr1,178242422,178242444,+
chr1,178318318,178318344,+
chr1,178369282,178369308,+
chr1,178405837,178405894,+
chr1,178406812,178406828,+
chr1,179169661,179169687,+
chr1,179169696,179169723,+
chr1,179232180,179232196,+
chr1,179240676,179240691,+
chr1,179240798,179240829,+
chr1,179734561,179734583,+
chr1,180304900,180304922,+
chr1,180330321,180330364,+
chr1,180388519,180388541,+
chr1,180389052,180389074,+
chr1,180390957,180390982,+
chr1,180397973,180397987,+
chr1,180768164,180768190,+
chr1,180777496,180777515,+
chr1,180778042,180778057,+
chr1,180812500,180812522,+
chr1,180916860,180916894,+
chr1,181143883,181143897,+
chr1,181144393,181144409,+
chr1,181144578,181144592,+
chr1,181227114,181227130,+
chr1,181227874,181227918,+
chr1,181240586,181240630,+
chr1,182163229,182163253,+
chr1,183134913,183134939,+
chr1,183137101,183137120,+
chr1,183155161,183155196,+
chr1,183168168,183168184,+
chr1,183179943,183179965,+
chr1,183180071,183180085,+
chr1,183180255,183180269,+
chr1,183180286,183180308,+
chr1,183180319,183180333,+
chr1,183180401,183180424,+
chr1,183180574,183180594,+
chr1,183238040,183238054,+
chr1,183238194,183238210,+
chr1,183238237,183238252,+
chr1,183813751,183813765,+
chr1,184024679,184024701,+
chr1,184024853,184024888,+
chr1,184060648,184060664,+
chr1,184060729,184060756,+
chr1,184069160,184069182,+
chr1,184069326,184069372,+
chr1,184074707,184074723,+
chr1,184074847,184074874,+
chr1,184074973,184074992,+
chr1,184075018,184075040,+
chr1,185331971,185331987,+
chr1,186193519,186193538,+
chr1,186562440,186562467,+
chr1,186562647,186562669,+
chr1,188980310,188980332,+
chr1,190156223,190156249,+
chr1,191384897,191384924,+
chr1,191409938,191409960,+
chr1,191446105,191446127,+
chr1,191446303,191446318,+
chr1,191447386,191447441,+
chr1,191480652,191480674,+
chr1,191480719,191480733,+
chr1,191576195,191576209,+
chr1,191988581,191988600,+
chr1,192086861,192086877,+
chr1,192763216,192763238,+
chr1,193130168,193130197,+
chr1,193131011,193131040,+
chr1,193131218,193131242,+
chr1,193131249,193131276,+
chr1,193146492,193146528,+
chr1,193173302,193173337,+
chr1,193181371,193181390,+
chr1,193189323,193189345,+
chr1,193193900,193193928,+
chr1,193193977,193194005,+
chr1,193285809,193285830,+
chr1,193839240,193839274,+
chr1,194996040,194996060,+
chr1,194996112,194996160,+
chr1,194996184,194996208,+
chr1,195131204,195131219,+
chr1,195131551,195131565,+
chr1,195131732,195131761,+
chr1,6149890,6149918,-
chr1,7011805,7011824,-
chr1,7390293,7390345,-
chr1,8466579,8466602,-
chr1,9700943,9700965,-
chr1,10037691,10037725,-
chr1,10038433,10038459,-
chr1,10146937,10146952,-
chr1,10191763,10191799,-
chr1,10423981,10423996,-
chr1,10424145,10424159,-
chr1,13374043,13374059,-
chr1,13374870,13374896,-
chr1,13383557,13383571,-
chr1,13427319,13427333,-
chr1,13464685,13464705,-
chr1,13593430,13593452,-
chr1,15493388,15493410,-
chr1,15806118,15806139,-
chr1,15985139,15985181,-
chr1,16029459,16029481,-
chr1,16619569,16619583,-
chr1,16629848,16629870,-
chr1,16665683,16665708,-
chr1,16688312,16688331,-
chr1,17289726,17289745,-
chr1,17957042,17957061,-
chr1,20820527,20820553,-
chr1,20933520,20933534,-
chr1,20939164,20939183,-
chr1,20939185,20939205,-
chr1,20939296,20939310,-
chr1,21052502,21052526,-
chr1,21304742,21304756,-
chr1,22653442,22653485,-
chr1,22653550,22653568,-
chr1,23924258,23924284,-
chr1,24679134,24679158,-
chr1,30162344,30162381,-
chr1,30921386,30921405,-
chr1,30950245,30950260,-
chr1,30950445,30950482,-
chr1,31262834,31262851,-
chr1,31794104,31794120,-
chr1,33453563,33453589,-
chr1,33669901,33669942,-
chr1,33670085,33670120,-
chr1,33684535,33684561,-
chr1,33814709,33814731,-
chr1,33883168,33883187,-
chr1,33883738,33883753,-
chr1,34005496,34005526,-
chr1,34434424,34434440,-
chr1,34510906,34510932,-
chr1,34545766,34545781,-
chr1,34843219,34843239,-
chr1,34843331,34843345,-
chr1,34843812,34843826,-
chr1,34867267,34867281,-
chr1,34896935,34896949,-
chr1,36264397,36264419,-
chr1,36267097,36267131,-
chr1,36309748,36309787,-
chr1,36470863,36470887,-
chr1,36737351,36737367,-
chr1,36737561,36737580,-
chr1,36797749,36797771,-
chr1,36960712,36960726,-
chr1,37481466,37481492,-
chr1,37496194,37496213,-
chr1,37544481,37544503,-
chr1,37872267,37872286,-
chr1,37890631,37890653,-
chr1,38657777,38657805,-
chr1,38657873,38657887,-
chr1,38664869,38664888,-
chr1,39196758,39196779,-
chr1,39559129,39559155,-
chr1,39714285,39714323,-
chr1,39842894,39842960,-
chr1,39918248,39918267,-
chr1,39936342,39936368,-
chr1,39936793,39936807,-
chr1,39936826,39936869,-
chr1,39936926,39936948,-
chr1,39944681,39944707,-
chr1,39983431,39983450,-
chr1,39983600,39983623,-
chr1,40324455,40324469,-
chr1,40324874,40324901,-
chr1,40324908,40324928,-
chr1,40325024,40325040,-
chr1,40325079,40325113,-
chr1,40382924,40382950,-
chr1,40399615,40399655,-
chr1,40399668,40399690,-
chr1,40470000,40470019,-
chr1,40475885,40475907,-
chr1,40479634,40479653,-
chr1,40515477,40515491,-
chr1,42300422,42300444,-
chr1,43403702,43403737,-
chr1,43457188,43457210,-
chr1,43465008,43465022,-
chr1,43467993,43468013,-
chr1,43472684,43472703,-
chr1,43501422,43501451,-
chr1,43519846,43519870,-
chr1,43520005,43520027,-
chr1,43542318,43542352,-
chr1,43880558,43880594,-
chr1,43939263,43939283,-
chr1,45817005,45817019,-
chr1,45817151,45817187,-
chr1,46894764,46894793,-
chr1,50126011,50126032,-
chr1,51578091,51578106,-
chr1,51584680,51584702,-
chr1,51584958,51584980,-
chr1,51585207,51585221,-
chr1,52011120,52011136,-
chr1,52019685,52019711,-
chr1,52019845,52019880,-
chr1,52035410,52035424,-
chr1,52052629,52052660,-
chr1,52052799,52052821,-
chr1,52052881,52052903,-
chr1,52100590,52100614,-
chr1,52302949,52303007,-
chr1,52303086,52303101,-
chr1,52363965,52363981,-
chr1,52374784,52374813,-
chr1,52375045,52375096,-
chr1,52375207,52375226,-
chr1,52578501,52578516,-
chr1,52607740,52607776,-
chr1,52607845,52607865,-
chr1,52608029,52608043,-
chr1,52630939,52630967,-
chr1,52751918,52751934,-
chr1,52802562,52802600,-
chr1,52844715,52844744,-
chr1,53050233,53050252,-
chr1,53050432,53050446,-
chr1,53050482,53050502,-
chr1,53774300,53774319,-
chr1,53781373,53781392,-
chr1,53797369,53797391,-
chr1,53808497,53808519,-
chr1,53824748,53824768,-
chr1,53882748,53882762,-
chr1,53909381,53909397,-
chr1,54251295,54251314,-
chr1,54407262,54407310,-
chr1,54408376,54408399,-
chr1,54408582,54408601,-
chr1,54410641,54410659,-
chr1,54439168,54439207,-
chr1,54492486,54492504,-
chr1,54493562,54493589,-
chr1,54578604,54578618,-
chr1,54578722,54578744,-
chr1,54585779,54585810,-
chr1,54585814,54585843,-
chr1,54842260,54842279,-
chr1,54871461,54871476,-
chr1,54896749,54896765,-
chr1,54896794,54896810,-
chr1,54913832,54913851,-
chr1,54914350,54914392,-
chr1,55430704,55430718,-
chr1,56849635,56849649,-
chr1,57436339,57436361,-
chr1,58156964,58156980,-
chr1,58156986,58157000,-
chr1,58303806,58303841,-
chr1,58423368,58423382,-
chr1,58712469,58712503,-
chr1,58716436,58716452,-
chr1,58721306,58721320,-
chr1,58742574,58742603,-
chr1,58795218,58795238,-
chr1,58802321,58802337,-
chr1,58956654,58956670,-
chr1,58975277,58975298,-
chr1,59602841,59602863,-
chr1,59684625,59684644,-
chr1,60003871,60003923,-
chr1,60016512,60016563,-
chr1,60087630,60087652,-
chr1,60180142,60180169,-
chr1,60483197,60483215,-
chr1,60627844,60627876,-
chr1,60653017,60653042,-
chr1,60713967,60713986,-
chr1,60720281,60720295,-
chr1,60746091,60746120,-
chr1,60746536,60746551,-
chr1,60755455,60755471,-
chr1,60758185,60758207,-
chr1,60761531,60761558,-
chr1,60761688,60761723,-
chr1,60777097,60777119,-
chr1,60777479,60777493,-
chr1,60825230,60825246,-
chr1,60825500,60825522,-
chr1,60825591,60825610,-
chr1,60875448,60875463,-
chr1,60883009,60883031,-
chr1,60883107,60883137,-
chr1,60898509,60898543,-
chr1,60899181,60899204,-
chr1,60899224,60899246,-
chr1,60908888,60908928,-
chr1,60913267,60913296,-
chr1,60913518,60913534,-
chr1,60916409,60916428,-
chr1,60941537,60941551,-
chr1,60941561,60941576,-
chr1,60941715,60941737,-
chr1,60978103,60978151,-
chr1,60978503,60978565,-
chr1,60990616,60990630,-
chr1,61016731,61016753,-
chr1,61016758,61016772,-
