chr,h_h_start,h_h_end,closest_TnG_start,closest_TnG_end,tng_alignment,distance_to_closest_TnG
chr1,32746450,32746469,32744742,32744757,0,-1693
chr1,32896411,32896429,32965248,32965264,1,68819
chr1,33391772,33391790,33452863,33452879,1,61073
chr1,33464876,33464894,33461006,33461031,0,-3845
chr1,33564169,33564188,33563791,33563811,1,-358
chr1,33574469,33574487,33577873,33577889,1,3386
chr1,33578708,33578727,33577873,33577889,0,-819
chr1,33906567,33906585,33906909,33906924,1,324
chr1,34097757,34097775,34093726,34093741,1,-4016
chr1,34389077,34389095,34389382,34389399,1,287
chr1,34559933,34559952,34534406,34534440,0,-25493
chr1,34715892,34715910,34682641,34682671,1,-33221
chr1,35231604,35231622,35228145,35228161,1,-3443
chr1,35363652,35363670,35386646,35386681,1,22976
chr1,35619300,35619318,35627936,35627965,0,8618
chr1,35926796,35926814,35936660,35936680,1,9846
chr1,35973741,35973760,36001145,36001199,1,27385
chr1,36496998,36497017,36511364,36511381,1,14347
chr1,37013540,37013559,37023272,37023295,0,9713
chr1,37255293,37255312,37296181,37296197,1,40869
chr1,37313106,37313125,37310959,37310982,1,-2124
chr1,37351616,37351634,37333252,37333267,0,-18349
chr1,37500701,37500719,37502450,37502466,1,1731
chr1,37518271,37518289,37518440,37518455,1,151
chr1,37559831,37559849,37568825,37568841,0,8976
chr1,37562151,37562169,37568825,37568841,0,6656
chr1,38110278,38110296,38118914,38118930,1,8618
chr1,38150315,38150333,38123668,38123683,1,-26632
chr1,38172801,38172820,38123668,38123683,1,-49118
chr1,38268533,38268552,38261203,38261220,0,-7313
chr1,38282515,38282533,38261203,38261220,0,-21295
chr1,38358701,38358719,38358708,38358724,1,0
chr1,38399575,38399593,38393235,38393252,1,-6323
chr1,38406450,38406468,38415790,38415805,1,9322
chr1,38530220,38530238,38529442,38529466,1,-754
chr1,39455893,39455911,39455291,39455321,0,-572
chr1,39636200,39636218,39648920,39648937,1,12702
chr1,39691560,39691578,39701498,39701515,1,9920
chr1,39979277,39979295,39983323,39983342,1,4028
chr1,40095658,40095677,40101517,40101532,0,5840
chr1,40294040,40294059,40294179,40294207,1,120
chr1,40340793,40340812,40346545,40346560,0,5733
chr1,40413291,40413310,40413793,40413808,1,483
chr1,40501172,40501190,40500551,40500582,0,-590
chr1,40791010,40791028,40746131,40746148,0,-44862
chr1,41425538,41425556,41428119,41428134,1,2563
chr1,42488281,42488299,42488340,42488355,1,41
chr1,42708194,42708212,42716942,42716957,0,8730
chr1,42716788,42716807,42716942,42716957,0,135
chr1,42763734,42763752,42763525,42763545,1,-189
chr1,42769284,42769302,42772199,42772214,1,2897
chr1,42902000,42902018,42884569,42884584,1,-17416
chr1,43337463,43337481,43337597,43337612,0,116
chr1,43403482,43403500,43390472,43390488,1,-12994
chr1,43590156,43590174,43606361,43606376,0,16187
chr1,43810891,43810909,43805595,43805620,0,-5271
chr1,44567539,44567557,44567687,44567704,0,130
chr1,45679579,45679597,45679632,45679663,1,35
chr1,45776811,45776830,45770268,45770293,0,-6518
chr1,45783393,45783412,45783581,45783606,0,169
chr1,45816530,45816548,45817153,45817173,0,605
chr1,45852890,45852908,45863005,45863022,0,10097
chr1,45865887,45865906,45865533,45865553,1,-334
chr1,45925282,45925300,45925416,45925432,1,116
chr1,46022516,46022534,46009000,46009016,1,-13500
chr1,46913075,46913093,46917607,46917635,0,4514
chr1,50926991,50927009,50935201,50935222,1,8192
chr1,51290628,51290647,51287067,51287083,1,-3545
chr1,51333627,51333646,51334066,51334098,1,420
chr1,51395234,51395252,51400566,51400586,1,5314
chr1,51536553,51536572,51536555,51536580,1,0
chr1,51538288,51538306,51536555,51536580,0,-1708
chr1,51919590,51919608,51930522,51930538,0,10914
chr1,52350233,52350251,52350360,52350376,0,109
chr1,52419632,52419650,52393006,52393027,1,-26605
chr1,52423628,52423646,52447967,52447991,0,24321
chr1,52451000,52451018,52451019,52451034,1,1
chr1,52487524,52487543,52487476,52487518,0,-6
chr1,52557480,52557498,52571642,52571658,1,14144
chr1,52620162,52620180,52630952,52630967,0,10772
chr1,53742621,53742639,53742653,53742698,1,14
chr1,53889848,53889866,53886964,53886984,0,-2864
chr1,53931436,53931454,53931907,53931924,0,453
chr1,54381704,54381722,54381557,54381572,0,-132
chr1,54795398,54795416,54799962,54799977,1,4546
chr1,55180100,55180118,55174071,55174088,0,-6012
chr1,55666478,55666496,55666314,55666339,0,-139
chr1,55728788,55728807,55728790,55728845,1,0
chr1,55883284,55883302,55867900,55867917,0,-15367
chr1,56811629,56811647,56795782,56795799,0,-15830
chr1,56815519,56815537,56832197,56832221,0,16660
chr1,56916653,56916671,56916676,56916693,1,5
chr1,57421518,57421537,57423731,57423763,0,2194
chr1,57626024,57626042,57606493,57606520,1,-19504
chr1,57949437,57949455,57954413,57954428,1,4958
chr1,58023779,58023797,58056949,58056964,1,33152
chr1,58210762,58210780,58195558,58195575,0,-15187
chr1,58229918,58229936,58238379,58238399,1,8443
chr1,58268124,58268142,58268096,58268116,1,-8
chr1,58343911,58343929,58346274,58346290,1,2345
chr1,58346260,58346278,58346274,58346290,1,0
chr1,58367604,58367622,58364205,58364226,1,-3378
chr1,58693946,58693964,58693879,58693895,0,-51
chr1,58894050,58894068,58893899,58893916,1,-134
chr1,59063979,59063997,59086165,59086190,0,22168
chr1,59291412,59291430,59316850,59316886,0,25420
chr1,59316253,59316271,59316850,59316886,0,579
chr1,59391993,59392011,59383179,59383194,1,-8799
chr1,59430713,59430731,59420287,59420325,1,-10388
chr1,59887453,59887472,59887503,59887523,1,31
chr1,61121662,61121680,61121716,61121750,1,36
chr1,61622440,61622458,61630174,61630190,1,7716
chr1,61667374,61667392,61661868,61661885,0,-5489
chr1,61680081,61680099,61698126,61698148,0,18027
chr1,61702906,61702924,61705726,61705741,0,2802
chr1,62261723,62261741,62266699,62266724,1,4958
chr1,62722842,62722861,62724724,62724739,0,1863
chr1,64035291,64035309,64048738,64048755,1,13429
chr1,64048750,64048768,64048738,64048755,0,0
chr1,64071806,64071824,64076850,64076865,0,5026
chr1,64190803,64190821,64190810,64190854,1,0
chr1,64220624,64220642,64208912,64208933,1,-11691
chr1,64592860,64592878,64593422,64593442,0,544
chr1,64673662,64673681,64660810,64660825,1,-12837
chr1,64871577,64871595,64882598,64882618,0,11003
chr1,65035269,65035288,65042101,65042116,1,6813
chr1,65171366,65171384,65171400,65171420,1,16
chr1,65207303,65207321,65207463,65207483,0,142
chr1,66309292,66309310,66309435,66309455,0,125
chr1,66758044,66758062,66758022,66758037,1,-7
chr1,66847667,66847685,66838559,66838594,0,-9073
chr1,69247839,69247857,69241844,69241859,0,-5980
chr1,69516123,69516141,69516133,69516149,1,0
chr1,69578657,69578676,69584894,69584909,0,6218
chr1,69790446,69790464,69785451,69785467,0,-4979
chr1,69859655,69859673,69859650,69859665,1,0
chr1,70781270,70781289,70781334,70781354,0,45
chr1,71617657,71617675,71633950,71633965,0,16275
chr1,71729991,71730009,71720048,71720071,1,-9920
chr1,71811567,71811585,71811242,71811288,0,-279
chr1,72160540,72160558,72166435,72166450,0,5877
chr1,72282718,72282736,72291040,72291065,0,8304
chr1,72415958,72415976,72400111,72400131,0,-15827
chr1,72739947,72739965,72720598,72720613,1,-19334
chr1,72843524,72843542,72849357,72849377,1,5815
chr1,73516026,73516045,73541596,73541611,0,25551
chr1,73744207,73744225,73752568,73752604,1,8343
chr1,74007592,74007610,74009387,74009404,0,1777
chr1,74201284,74201302,74205948,74205978,1,4646
chr1,74341962,74341980,74342398,74342415,0,418
chr1,74434792,74434810,74432146,74432163,1,-2629
chr1,74643344,74643362,74644192,74644213,1,830
chr1,74740925,74740943,74733045,74733065,1,-7860
chr1,74753754,74753772,74753861,74753877,0,89
chr1,75001997,75002015,75002220,75002236,0,205
chr1,75652616,75652635,75631306,75631323,0,-21293
chr1,77141056,77141074,77188084,77188105,1,47010
chr1,77184968,77184986,77188084,77188105,1,3098
chr1,77540103,77540122,77535293,77535313,0,-4790
chr1,77588700,77588718,77535293,77535313,0,-53387
chr1,78674246,78674264,78674364,78674395,0,100
chr1,80309057,80309076,80310746,80310762,1,1670
chr1,80519965,80519984,80522473,80522509,0,2489
chr1,80614241,80614260,80614205,80614221,1,-20
chr1,80619140,80619158,80619977,80619992,0,819
chr1,81744634,81744652,81675695,81675710,0,-68924
chr1,82571919,82571937,82571866,82571889,1,-30
chr1,82590356,82590374,82571866,82571889,1,-18467
chr1,82759786,82759804,82740900,82740924,0,-18862
chr1,82864909,82864927,82855795,82855826,1,-9083
chr1,83091538,83091556,83093858,83093877,0,2302
chr1,84240524,84240542,84240500,84240521,0,-3
chr1,84254694,84254712,84253577,84253600,0,-1094
chr1,84381926,84381944,84381916,84381931,0,0
chr1,84506345,84506364,84523244,84523260,0,16880
chr1,84539340,84539359,84523244,84523260,1,-16080
chr1,84819550,84819568,84817617,84817632,0,-1918
chr1,84916113,84916131,84916207,84916236,0,76
chr1,84922895,84922913,84924659,84924697,0,1746
chr1,85861551,85861569,85887299,85887338,1,25730
chr1,85973479,85973497,85986925,85986945,0,13428
chr1,86256610,86256628,86278285,86278301,0,21657
chr1,86263406,86263424,86278285,86278301,0,14861
chr1,86566799,86566818,86571455,86571482,1,4637
chr1,86733395,86733413,86733624,86733652,0,211
chr1,87380900,87380919,87378781,87378798,1,-2102
chr1,87721484,87721502,87740877,87740893,1,19375
chr1,87771312,87771330,87773763,87773779,1,2433
chr1,87964306,87964324,87959896,87959913,0,-4393
chr1,88077397,88077415,88081955,88081982,0,4540
chr1,88461625,88461643,88434186,88434227,1,-27398
chr1,89014965,89014983,89015922,89015945,1,939
chr1,89251512,89251530,89258692,89258707,1,7162
chr1,89304595,89304613,89310942,89310963,0,6329
chr1,89358713,89358731,89310942,89310963,1,-47750
chr1,89466163,89466181,89465276,89465292,1,-871
chr1,89656800,89656818,89656968,89656985,0,150
chr1,90085843,90085861,90090726,90090745,0,4865
chr1,90256869,90256887,90236910,90236940,1,-19929
chr1,90258605,90258623,90236910,90236940,1,-21665
chr1,90789085,90789104,90789947,90789967,1,843
chr1,90802128,90802146,90813831,90813846,1,11685
chr1,91211410,91211428,91211368,91211384,1,-26
chr1,91216178,91216196,91216069,91216094,1,-84
chr1,91231922,91231940,91235651,91235679,0,3711
chr1,91758753,91758771,91779708,91779724,0,20937
chr1,92131338,92131356,92132420,92132440,1,1064
chr1,92202636,92202655,92202834,92202851,0,179
chr1,92202717,92202735,92202834,92202851,0,99
chr1,92338719,92338738,92332028,92332045,0,-6674
chr1,92681412,92681430,92676427,92676447,1,-4965
chr1,92889965,92889983,92845160,92845182,1,-44783
chr1,93051768,93051787,93060416,93060436,0,8629
chr1,93157837,93157855,93143207,93143224,0,-14613
chr1,93401999,93402017,93410177,93410193,0,8160
chr1,93419444,93419462,93416061,93416081,0,-3363
chr1,93432247,93432266,93416061,93416081,0,-16166
chr1,94209815,94209833,94209794,94209813,0,-2
chr1,94453717,94453736,94453344,94453364,0,-353
chr1,95010164,95010182,95025812,95025836,1,15630
chr1,95041858,95041876,95042001,95042030,0,125
chr1,95590367,95590386,95590194,95590214,1,-153
chr1,95591405,95591423,95590194,95590214,1,-1191
chr1,95594431,95594450,95593161,95593188,1,-1243
chr1,96840311,96840330,96840323,96840343,1,0
chr1,96892944,96892963,96872454,96872480,1,-20464
chr1,97630178,97630196,97630189,97630205,1,0
chr1,97647255,97647273,97647827,97647853,1,554
chr1,97726849,97726867,97731074,97731091,1,4207
chr1,97963409,97963427,97966606,97966627,0,3179
chr1,98035859,98035877,98032070,98032086,0,-3773
chr1,98523793,98523811,98523844,98523859,0,33
chr1,98590538,98590556,98589722,98589739,0,-799
chr1,98712326,98712345,98712413,98712429,1,68
chr1,99069778,99069796,98911255,98911270,0,-158508
chr1,100160059,100160077,100144299,100144314,1,-15745
chr1,100702599,100702617,100724528,100724543,1,21911
chr1,100703463,100703481,100724528,100724543,1,21047
chr1,105266978,105266996,105264854,105264870,1,-2108
chr1,105805981,105806000,105805636,105805666,0,-315
chr1,106338864,106338882,106328221,106328248,1,-10616
chr1,106402724,106402743,106402291,106402308,0,-416
chr1,106630197,106630215,106635890,106635906,0,5675
chr1,106738155,106738173,106735874,106735897,0,-2258
chr1,106870317,106870335,106870199,106870215,1,-102
chr1,107506244,107506263,107502360,107502391,1,-3853
chr1,107528825,107528843,107528424,107528444,0,-381
chr1,107577712,107577730,107576359,107576387,1,-1325
chr1,107635599,107635618,107638458,107638477,1,2840
chr1,107822184,107822202,107822314,107822354,1,112
chr1,111394723,111394741,111634384,111634401,0,239643
chr1,111634395,111634414,111634384,111634401,1,0
chr1,113969856,113969874,113926522,113926539,0,-43317
chr1,115965169,115965187,115828331,115828347,1,-136822
chr1,116523634,116523653,116468582,116468598,1,-55036
chr1,118443380,118443399,118449605,118449630,0,6206
chr1,118603644,118603662,118615445,118615461,0,11783
chr1,118614091,118614109,118615445,118615461,0,1336
chr1,118630411,118630429,118629502,118629526,1,-885
chr1,118699729,118699747,118700059,118700078,0,312
chr1,118710973,118710991,118720605,118720621,0,9614
chr1,118864906,118864924,118853764,118853781,1,-11125
chr1,119124918,119124936,119124811,119124838,0,-80
chr1,119153002,119153020,119153051,119153071,1,31
chr1,119395583,119395602,119405171,119405186,1,9569
chr1,119432577,119432595,119438381,119438432,0,5786
chr1,119776148,119776167,119806231,119806247,0,30064
chr1,119917168,119917186,119921476,119921496,1,4290
chr1,120019525,120019543,120019532,120019549,1,0
chr1,120147245,120147264,120139373,120139390,0,-7855
chr1,120451685,120451703,120449921,120449954,0,-1731
chr1,120532590,120532608,120596823,120596840,0,64215
chr1,120657170,120657188,120662468,120662485,0,5280
chr1,120667949,120667968,120667914,120667934,1,-15
chr1,121220234,121220252,121216179,121216194,1,-4040
chr1,121290048,121290066,121277472,121277508,0,-12540
chr1,121373983,121374001,121373930,121373950,0,-33
chr1,121471867,121471885,121464816,121464833,1,-7034
chr1,121477517,121477535,121464816,121464833,1,-12684
chr1,122263715,122263733,122330730,122330753,1,66997
chr1,123906161,123906179,123906125,123906142,1,-19
chr1,123906184,123906202,123906125,123906142,1,-42
chr1,125808504,125808522,125813976,125813996,1,5454
chr1,126183634,126183652,126206956,126206972,1,23304
chr1,126413780,126413798,126411717,126411740,0,-2040
chr1,126569192,126569211,126569153,126569204,1,0
chr1,126591426,126591444,126591406,126591421,0,-5
chr1,126749721,126749739,126737872,126737910,1,-11811
chr1,127433646,127433665,127400901,127400918,1,-32728
chr1,127626877,127626895,127638428,127638448,1,11533
chr1,127638336,127638354,127638428,127638448,1,74
chr1,127958955,127958974,127960410,127960425,1,1436
chr1,128141301,128141319,128141143,128141163,1,-138
chr1,128152151,128152169,128152128,128152157,1,0
chr1,128327499,128327517,128330510,128330526,1,2993
chr1,128330499,128330517,128330510,128330526,1,0
chr1,128461015,128461033,128460998,128461025,1,0
chr1,128734844,128734862,128729769,128729798,1,-5046
chr1,129542730,129542749,129542853,129542875,0,104
chr1,130660451,130660469,130648827,130648852,0,-11599
chr1,130776249,130776268,130776772,130776793,0,504
chr1,130797313,130797331,130797518,130797535,0,187
chr1,131187173,131187191,131178114,131178145,0,-9028
chr1,131253714,131253733,131260188,131260204,1,6455
chr1,131507609,131507627,131509874,131509891,0,2247
chr1,131767749,131767767,131765710,131765726,0,-2023
chr1,132028538,132028556,132038972,132038992,1,10416
chr1,132028624,132028642,132038972,132038992,1,10330
chr1,132319380,132319399,132317600,132317620,1,-1760
chr1,132328553,132328571,132328628,132328645,1,57
chr1,132542896,132542914,132484434,132484450,1,-58446
chr1,132630432,132630451,132630521,132630537,1,70
chr1,132898098,132898117,132893683,132893708,0,-4390
chr1,132901483,132901502,132903171,132903199,1,1669
chr1,133073411,133073429,133084915,133084932,1,11486
chr1,133093926,133093945,133084915,133084932,0,-8994
chr1,133750512,133750530,133763300,133763320,1,12770
chr1,134184381,134184399,134196457,134196474,0,12058
chr1,134473316,134473334,134477714,134477747,0,4380
chr1,134782900,134782918,134782842,134782863,0,-37
chr1,134824016,134824034,134824090,134824110,1,56
chr1,134853445,134853463,134853279,134853294,0,-151
chr1,134922638,134922657,134922466,134922503,0,-135
chr1,135344225,135344243,135373230,135373246,1,28987
chr1,135518940,135518958,135517427,135517447,1,-1493
chr1,135519433,135519451,135517427,135517447,1,-1986
chr1,135702496,135702515,135703810,135703830,1,1295
chr1,135823798,135823817,135838450,135838467,0,14633
chr1,136326107,136326125,136335945,136335973,1,9820
chr1,136569054,136569072,136569112,136569127,1,40
chr1,136733360,136733378,136730981,136730997,0,-2363
chr1,136791567,136791585,136784248,136784268,0,-7299
chr1,136925180,136925198,136934092,136934115,0,8894
chr1,137009131,137009150,136945781,136945798,0,-63333
chr1,137571800,137571819,137571654,137571674,1,-126
chr1,137738576,137738595,137742167,137742187,1,3572
chr1,138009607,138009625,137998657,137998678,1,-10929
chr1,138209806,138209824,138210744,138210760,0,920
chr1,138277999,138278017,138283008,138283028,1,4991
chr1,138372089,138372108,138383238,138383254,0,11130
chr1,138731152,138731170,138730982,138730997,1,-155
chr1,138919420,138919438,138919529,138919545,0,91
chr1,138924897,138924915,138924432,138924449,1,-448
chr1,138995408,138995426,138992669,138992684,1,-2724
chr1,139062200,139062219,139053278,139053303,1,-8897
chr1,140183496,140183515,140183389,140183404,0,-92
chr1,141731216,141731234,141813038,141813064,1,81804
chr1,142925111,142925130,142903996,142904011,0,-21100
chr1,142929275,142929293,142953217,142953236,1,23924
chr1,143947051,143947069,143947143,143947164,0,74
chr1,143950500,143950518,143951956,143951980,1,1438
chr1,144532976,144532994,144516499,144516527,1,-16449
chr1,144647411,144647429,144632421,144632436,1,-14975
chr1,144738490,144738508,144746310,144746325,1,7802
chr1,144924588,144924606,144907291,144907311,1,-17277
chr1,146499060,146499079,146499047,146499067,1,0
chr1,149127496,149127515,149127990,149128010,0,475
chr1,149833170,149833189,149819461,149819481,0,-13689
chr1,150026795,150026813,150026791,150026806,1,0
chr1,150204794,150204812,150167253,150167269,1,-37525
chr1,150257836,150257855,150256695,150256724,0,-1112
chr1,150907965,150907984,150903067,150903094,0,-4871
chr1,151062911,151062929,151069555,151069579,1,6626
chr1,151080975,151080993,151080976,151081001,1,0
chr1,151239304,151239322,151239362,151239379,0,40
chr1,151249374,151249393,151251972,151251990,1,2579
chr1,151264897,151264916,151265635,151265655,1,719
chr1,151442025,151442044,151449283,151449303,0,7239
chr1,151697660,151697678,151698053,151698073,1,375
chr1,151706374,151706393,151709023,151709043,0,2630
chr1,151943488,151943506,151940027,151940046,0,-3442
chr1,151996026,151996044,151997687,151997717,0,1643
chr1,152257549,152257567,152257495,152257518,1,-31
chr1,152595023,152595041,152597755,152597775,1,2714
chr1,152607649,152607667,152606808,152606828,0,-821
chr1,152838968,152838986,152847607,152847626,1,8621
chr1,153021310,153021328,153021494,153021509,1,166
chr1,153187357,153187375,153180913,153180933,1,-6424
chr1,153659179,153659197,153659243,153659267,0,46
chr1,153785737,153785755,153786212,153786233,1,457
chr1,153803219,153803237,153803143,153803163,1,-56
chr1,153886576,153886594,153900259,153900279,0,13665
chr1,154062944,154062962,154074227,154074273,1,11265
chr1,154076238,154076256,154076075,154076096,0,-142
chr1,154103023,154103041,154103615,154103644,0,574
chr1,154174541,154174559,154174666,154174689,1,107
chr1,154257023,154257041,154233078,154233093,1,-23930
chr1,154818868,154818886,154812255,154812281,0,-6587
chr1,154897568,154897586,154891957,154891991,0,-5577
chr1,155184461,155184490,155174662,155174683,1,-9778
chr1,155194631,155194649,155202552,155202567,0,7903
chr1,155383995,155384013,155384056,155384090,0,43
chr1,155430920,155430938,155430963,155431003,0,25
chr1,155530825,155530844,155498638,155498662,0,-32163
chr1,155608854,155608872,155608909,155608940,0,37
chr1,155731299,155731318,155741764,155741779,1,10446
chr1,156408130,156408148,156402195,156402212,0,-5918
chr1,156467981,156467999,156470353,156470376,0,2354
chr1,156603802,156603820,156604008,156604036,0,188
chr1,156848121,156848139,156854287,156854327,0,6148
chr1,157023448,157023467,157023390,157023405,1,-43
chr1,157427028,157427047,157440410,157440426,0,13363
chr1,157463162,157463180,157469498,157469523,1,6318
chr1,157481517,157481536,157469498,157469523,0,-11994
chr1,158221276,158221294,158245727,158245743,1,24433
chr1,159322731,159322749,159321244,159321264,0,-1467
chr1,159322826,159322844,159321244,159321264,0,-1562
chr1,159725461,159725479,159725453,159725470,1,0
chr1,159929184,159929203,159923229,159923259,1,-5925
chr1,159952354,159952372,159953184,159953204,0,812
chr1,159961950,159961968,159961101,159961116,0,-834
chr1,160268607,160268626,160264151,160264173,0,-4434
chr1,160363722,160363740,160363594,160363614,0,-108
chr1,160376371,160376389,160376350,160376365,1,-6
chr1,160544397,160544415,160544413,160544430,0,0
chr1,160718025,160718044,160713001,160713018,0,-5007
chr1,160861421,160861439,160861716,160861731,0,277
chr1,160861738,160861756,160861716,160861731,1,-7
chr1,161170605,161170624,161180944,161180960,1,10320
chr1,161375719,161375738,161375881,161375913,1,143
chr1,161599831,161599849,161615457,161615472,1,15608
chr1,161621355,161621374,161615457,161615472,0,-5883
chr1,161653982,161654000,161664773,161664799,0,10773
chr1,162004490,162004508,162000024,162000066,0,-4424
chr1,162150990,162151008,162139716,162139731,0,-11259
chr1,162187067,162187085,162186947,162186964,1,-103
chr1,162324605,162324624,162324608,162324628,1,0
chr1,162359292,162359310,162324608,162324628,0,-34664
chr1,162639453,162639472,162625241,162625262,1,-14191
chr1,162900057,162900075,162931616,162931631,1,31541
chr1,162909796,162909814,162931616,162931631,1,21802
chr1,163167346,163167364,163130267,163130282,1,-37064
chr1,163284065,163284083,163284428,163284445,0,345
chr1,163682254,163682273,163687016,163687033,0,4743
chr1,164838144,164838162,164846469,164846491,1,8307
chr1,165017336,165017354,164999227,164999248,1,-18088
chr1,165154026,165154044,165175725,165175745,0,21681
chr1,165154275,165154294,165175725,165175745,0,21431
chr1,165174578,165174596,165175725,165175745,0,1129
chr1,165595107,165595125,165601955,165601970,1,6830
chr1,165927700,165927719,165910594,165910610,0,-17090
chr1,165986288,165986306,165990749,165990764,1,4443
chr1,166214392,166214410,166205681,166205716,0,-8676
chr1,166311746,166311764,166311768,166311792,0,4
chr1,166825238,166825256,166821429,166821457,1,-3781
chr1,166825511,166825529,166821429,166821457,1,-4054
chr1,166832167,166832185,166821429,166821457,1,-10710
chr1,167025835,167025853,167026297,167026338,0,444
chr1,167499236,167499255,167491962,167491982,1,-7254
chr1,167532754,167532772,167553724,167553744,1,20952
chr1,167598900,167598918,167608669,167608684,0,9751
chr1,167747993,167748011,167692360,167692390,1,-55603
chr1,168225853,168225872,168233445,168233477,0,7573
chr1,169747779,169747798,169752069,169752089,1,4271
chr1,170085323,170085341,170083384,170083400,0,-1923
chr1,170155460,170155478,170159978,170160006,1,4500
chr1,170215494,170215512,170213416,170213436,1,-2058
chr1,170292651,170292669,170292658,170292674,0,0
chr1,170328368,170328387,170337952,170337993,1,9565
chr1,170511171,170511189,170521490,170521544,1,10301
chr1,170573591,170573609,170576509,170576533,0,2900
chr1,170580916,170580934,170583602,170583617,1,2668
chr1,170898669,170898688,170898665,170898680,1,0
chr1,170953400,170953418,170953228,170953265,0,-135
chr1,171631259,171631277,171619848,171619885,0,-11374
chr1,172038521,172038539,172045019,172045034,0,6480
chr1,172394046,172394064,172402964,172402979,0,8900
chr1,173341333,173341351,173323870,173323899,1,-17434
chr1,173462789,173462807,173462184,173462200,1,-589
chr1,173522017,173522035,173511750,173511767,0,-10250
chr1,173645624,173645642,173636977,173636993,0,-8631
chr1,173766784,173766803,173763272,173763305,1,-3479
chr1,175470530,175470548,175470514,175470529,0,-1
chr1,175656456,175656474,175656416,175656441,1,-15
chr1,176012089,176012108,176068097,176068114,1,55989
chr1,176712626,176712644,176712518,176712541,1,-85
chr1,176735599,176735618,176735662,176735679,1,44
chr1,176863470,176863488,176863400,176863420,0,-50
chr1,177051344,177051362,177051354,177051370,1,0
chr1,177170970,177170988,177169692,177169712,0,-1258
chr1,177179450,177179468,177179511,177179572,1,43
chr1,177338240,177338258,177350344,177350361,1,12086
chr1,177360965,177360983,177360944,177360961,1,-4
chr1,177573372,177573390,177557860,177557877,1,-15495
chr1,177705414,177705433,177701961,177701977,0,-3437
chr1,177712599,177712618,177713848,177713864,1,1230
chr1,178389079,178389097,178386030,178386046,1,-3033
chr1,178641322,178641340,178635586,178635601,1,-5721
chr1,179010889,179010907,178980475,178980503,0,-30386
chr1,179044430,179044448,179044441,179044461,1,0
chr1,179131109,179131128,179131071,179131086,0,-23
chr1,179138655,179138673,179137260,179137276,0,-1379
chr1,179196582,179196600,179196544,179196559,1,-23
chr1,180277696,180277715,180290680,180290707,1,12965
chr1,181127272,181127291,181130585,181130610,1,3294
chr1,181280890,181280908,181282017,181282034,1,1109
chr1,181328165,181328183,181327373,181327388,1,-777
chr1,181372636,181372654,181369982,181370001,1,-2635
chr1,181445699,181445717,181445881,181445901,0,164
chr1,181536219,181536237,181538219,181538251,1,1982
chr1,181555628,181555647,181555190,181555210,1,-418
chr1,181728912,181728931,181719283,181719306,1,-9606
