chr,start,end,group
chr1,75248489,75248689,14
chr1,88475493,88475693,76
chr1,42300320,42300520,24
chr1,161071311,161071511,23
chr1,161071310,161071510,34
chr1,92164256,92164456,69
chr1,74201364,74201564,11
chr1,91093430,91093630,6
chr1,91093430,91093630,9
chr1,91093429,91093629,17
chr1,133363514,133363714,36
chr1,133363514,133363714,39
chr1,36797665,36797865,31
chr1,127322656,127322856,2
chr1,172548962,172549162,2
chr1,69644877,69645077,1
chr1,69644876,69645076,12
chr1,15985067,15985267,24
chr1,52653428,52653628,87
chr1,164573733,164573933,42
chr1,164573734,164573934,51
chr1,36309675,36309875,24
chr1,53808411,53808611,2
chr1,80389619,80389819,24
chr1,86471400,86471600,33
chr1,80416506,80416706,1
chr1,80416505,80416705,12
chr1,165193313,165193513,11
chr1,193189284,193189484,5
chr1,193189284,193189484,10
chr1,139180661,139180861,11
chr1,139180651,139180851,21
chr1,139180645,139180845,22
chr1,139180650,139180850,32
chr1,133030022,133030222,2
chr1,153742537,153742737,1
chr1,153742407,153742607,2
chr1,153742536,153742736,12
chr1,153742404,153742604,21
chr1,153742403,153742603,32
chr1,133801141,133801341,3
chr1,133801140,133801340,14
chr1,132968852,132969052,2
chr1,61016630,61016830,11
chr1,54493375,54493575,21
chr1,54493374,54493574,32
chr1,106318324,106318524,6
chr1,106318215,106318415,7
chr1,106318481,106318681,11
chr1,106318323,106318523,20
chr1,138162686,138162886,52
chr1,138162686,138162886,82
chr1,52052721,52052921,39
chr1,69609222,69609422,85
chr1,54914271,54914471,13
chr1,178338079,178338279,2
chr1,178338041,178338241,4
chr1,136617504,136617704,4
chr1,164069108,164069308,11
chr1,164069128,164069328,11
chr1,161788605,161788805,40
chr1,155914523,155914723,11
chr1,69687789,69687989,1
chr1,69687788,69687988,12
chr1,82900680,82900880,3
chr1,82900679,82900879,14
chr1,10191679,10191879,21
chr1,10191678,10191878,32
chr1,180264696,180264896,1
chr1,180264695,180264895,12
chr1,170861633,170861833,11
chr1,170861704,170861904,62
chr1,170861705,170861905,81
chr1,86344132,86344332,3
chr1,86344131,86344331,14
chr1,176986290,176986490,62
chr1,176986291,176986491,81
chr1,181860824,181861024,26
chr1,180388782,180388982,1
chr1,180388774,180388974,2
chr1,180388778,180388978,4
chr1,180388781,180388981,12
chr1,180388790,180388990,21
chr1,180388789,180388989,32
chr1,186562769,186562969,33
chr1,86441183,86441383,11
chr1,134362113,134362313,59
chr1,134362124,134362324,82
chr1,130993412,130993612,1
chr1,130993418,130993618,2
chr1,130993411,130993611,12
chr1,135670208,135670408,2
chr1,194977229,194977429,63
chr1,194977229,194977429,93
chr1,97580222,97580422,82
chr1,171975444,171975644,11
chr1,179170068,179170268,2
chr1,179170265,179170465,2
chr1,179170254,179170454,11
chr1,183180035,183180235,2
chr1,127242467,127242667,96
chr1,93825457,93825657,43
chr1,93825446,93825646,45
chr1,186749643,186749843,22
chr1,186749589,186749789,24
chr1,186749628,186749828,24
chr1,184074736,184074936,11
chr1,171845315,171845515,69
chr1,171845277,171845477,87
chr1,33669828,33670028,4
chr1,33670002,33670202,22
chr1,54585690,54585890,64
chr1,54585691,54585891,83
chr1,54585690,54585890,94
chr1,180403276,180403476,21
chr1,180403275,180403475,32
chr1,6417553,6417753,4
chr1,9700857,9701057,22
chr1,136254563,136254763,11
chr1,87847604,87847804,2
chr1,87847499,87847699,30
chr1,36920245,36920445,1
chr1,36920244,36920444,12
chr1,180225699,180225899,11
chr1,180225709,180225909,13
chr1,180225720,180225920,22
chr1,15806031,15806231,2
chr1,39842843,39843043,2
chr1,39936756,39936956,1
chr1,39936745,39936945,11
chr1,39936755,39936955,12
chr1,133046621,133046821,2
chr1,128766455,128766655,2
chr1,128766449,128766649,11
chr1,128766444,128766644,21
chr1,128766438,128766638,22
chr1,128766443,128766643,32
chr1,93755455,93755655,2
chr1,171921587,171921787,2
chr1,171921433,171921633,4
chr1,10038362,10038562,4
chr1,153413503,153413703,74
chr1,153413503,153413703,84
chr1,64121025,64121225,11
chr1,34843127,34843327,1
chr1,34843126,34843326,12
chr1,34843115,34843315,72
chr1,178405179,178405379,2
chr2,166775622,166775822,33
chr2,68655939,68656139,11
chr2,68655980,68656180,11
chr2,166045700,166045900,71
chr2,16359542,16359742,1
chr2,16359541,16359741,12
chr2,104179745,104179945,63
chr2,33468904,33469104,2
chr2,33468915,33469115,11
chr2,31759946,31760146,21
chr2,31759945,31760145,32
chr2,11689379,11689579,2
chr2,102967501,102967701,1
chr2,102967500,102967700,12
chr2,102967489,102967689,22
chr2,62540274,62540474,11
chr2,150311387,150311587,13
chr2,11320058,11320258,11
chr2,117421527,117421727,7
chr2,117421527,117421727,10
chr2,169778791,169778991,27
chr2,33914114,33914314,2
chr2,61271400,61271600,1
chr2,61271389,61271589,11
chr2,61271399,61271599,12
chr2,6337671,6337871,4
chr2,6337683,6337883,21
chr2,6337682,6337882,32
chr2,52085866,52086066,4
chr2,31239273,31239473,87
chr2,103583378,103583578,53
chr2,103583377,103583577,64
chr2,103583378,103583578,83
chr2,158852531,158852731,1
chr2,158852530,158852730,12
chr2,120971359,120971559,1
chr2,120971364,120971564,2
chr2,120971358,120971558,12
chr2,170401582,170401782,1
chr2,170401588,170401788,2
chr2,170401581,170401781,12
chr2,91242866,91243066,11
chr2,91242886,91243086,11
chr2,71736014,71736214,22
chr2,61503807,61504007,24
chr2,158735489,158735689,31
chr2,173769326,173769526,72
chr2,73459690,73459890,13
chr2,128379452,128379652,24
chr2,116066598,116066798,3
chr2,116066597,116066797,14
chr2,30676785,30676985,87
chr2,72117414,72117614,1
chr2,72117421,72117621,2
chr2,72117413,72117613,12
chr2,29935920,29936120,7
chr2,101993204,101993404,1
chr2,101993203,101993403,12
chr2,3417598,3417798,67
chr2,3417599,3417799,89
chr2,3749482,3749682,1
chr2,3749481,3749681,12
chr2,121432069,121432269,28
chr2,121432069,121432269,29
chr2,121432068,121432268,37
chr2,11202588,11202788,2
chr2,11202581,11202781,31
chr2,90756293,90756493,2
chr2,126665879,126666079,40
chr2,72725085,72725285,3
chr2,72725084,72725284,14
chr2,72725090,72725290,22
chr2,72725082,72725282,23
chr2,72725081,72725281,34
chr2,167533740,167533940,67
chr2,167533741,167533941,79
chr2,167533741,167533941,89
chr2,144459030,144459230,1
chr2,144459029,144459229,12
chr2,25157755,25157955,13
chr2,129084895,129085095,2
chr2,28916311,28916511,22
chr2,101991832,101992032,1
chr2,101991831,101992031,12
chr2,11553452,11553652,76
chr2,11553452,11553652,79
chr2,79127400,79127600,1
chr2,79127399,79127599,12
chr2,48424821,48425021,24
chr2,11651507,11651707,68
chr2,173076960,173077160,7
chr2,7401729,7401929,2
chr2,93453259,93453459,1
chr2,93453263,93453463,2
chr2,93453280,93453480,4
chr2,93453269,93453469,11
chr2,93453258,93453458,12
chr2,48477010,48477210,33
chr2,160733296,160733496,8
chr2,160733295,160733495,20
chr2,122234384,122234584,1
chr2,122234383,122234583,12
chr2,181706867,181707067,2
chr2,181706842,181707042,11
chr2,109278373,109278573,2
chr2,52304775,52304975,2
chr2,13558467,13558667,69
chr2,70845247,70845447,66
chr2,83700638,83700838,11
chr2,31180523,31180723,1
chr2,31180522,31180722,12
chr2,127389819,127390019,11
chr2,93471477,93471677,4
chr2,43772677,43772877,39
chr2,166035607,166035807,2
chr2,166035611,166035811,4
chr2,40555979,40556179,24
chr2,58323221,58323421,72
chr2,11206012,11206212,1
chr2,11205919,11206119,8
chr2,11206011,11206211,12
chr2,125736005,125736205,21
chr2,125736004,125736204,32
chr2,14074239,14074439,31
chr2,22805304,22805504,11
chr2,26021728,26021928,73
chr2,120563944,120564144,2
chr2,11375104,11375304,11
chr2,32917774,32917974,11
chr2,132512273,132512473,52
chr2,132512273,132512473,82
chr2,148752616,148752816,68
chr2,178699897,178700097,18
chr2,164047144,164047344,62
chr2,164047145,164047345,81
chr2,112284829,112285029,1
chr2,112284828,112285028,12
chr2,69635154,69635354,11
chr2,69635139,69635339,21
chr2,69635138,69635338,32
chr2,75892307,75892507,2
chr2,173018206,173018406,2
chr2,75639285,75639485,11
chr2,75639198,75639398,22
chr2,71813807,71814007,74
chr2,127134331,127134531,11
chr2,174614029,174614229,3
chr2,174614028,174614228,14
chr2,174614233,174614433,100
chr2,102873968,102874168,11
chr2,152775580,152775780,21
chr2,152775579,152775779,32
chr2,152775485,152775685,59
chr2,79121118,79121318,11
chr2,173452077,173452277,57
chr2,173452077,173452277,60
chr2,173452077,173452277,87
chr2,173452077,173452277,90
chr2,132511250,132511450,1
chr2,132511238,132511438,2
chr2,132511249,132511449,12
chr2,35168910,35169110,7
chr2,62352075,62352275,39
chr2,173436387,173436587,11
chr2,5025650,5025850,2
chr2,29097337,29097537,2
chr2,29097349,29097549,4
chr2,29097364,29097564,22
chr2,29097358,29097558,24
chr2,138265682,138265882,36
chr2,11193120,11193320,6
chr2,11193120,11193320,9
chr2,11193119,11193319,17
chr2,11193272,11193472,54
chr2,58179219,58179419,19
chr2,58179068,58179268,38
chr2,58179068,58179268,39
chr2,173409943,173410143,11
chr2,173409932,173410132,62
chr2,173409933,173410133,81
chr2,118479891,118480091,8
chr2,118479891,118480091,9
chr2,118479890,118480090,17
chr2,118479890,118480090,20
chr2,58157340,58157540,1
chr2,58157193,58157393,2
chr2,58157178,58157378,4
chr2,58157339,58157539,12
chr2,74825583,74825783,3
chr2,74825582,74825782,14
chr2,79270561,79270761,54
chr2,31062458,31062658,23
chr2,31062457,31062657,34
chr2,167101983,167102183,71
chr2,166031639,166031839,9
chr2,166031638,166031838,17
chr2,167942739,167942939,33
chr2,47418452,47418652,1
chr2,47418451,47418651,12
chr2,50296856,50297056,22
chr2,144600291,144600491,24
chr2,11254567,11254767,54
chr2,128295507,128295707,4
chr2,128295522,128295722,22
chr2,128295519,128295719,24
chr2,128396143,128396343,11
chr2,78869589,78869789,2
chr2,32982212,32982412,1
chr2,32982211,32982411,12
chr2,11160474,11160674,69
chr2,29826835,29827035,2
chr2,172999592,172999792,1
chr2,172999580,172999780,2
chr2,172999591,172999791,12
chr2,30953349,30953549,22
chr2,136890613,136890813,4
chr2,136890622,136890822,21
chr2,136890621,136890821,32
chr2,130179374,130179574,11
chr2,113849029,113849229,11
chr2,113849014,113849214,22
chr2,113849008,113849208,24
chr2,113849019,113849219,31
chr2,117390293,117390493,1
chr2,117390292,117390492,12
chr2,145831901,145832101,1
chr2,145831900,145832100,12
chr2,145832009,145832209,54
chr2,21205248,21205448,13
chr2,70835634,70835834,1
chr2,70835633,70835833,12
chr2,146855762,146855962,7
chr2,146855762,146855962,10
chr2,167632379,167632579,4
chr2,167632465,167632665,72
chr2,167632465,167632665,82
chr2,75072887,75073087,11
chr2,32757766,32757966,2
chr2,11172860,11173060,1
chr2,11172819,11173019,11
chr2,11172859,11173059,12
chr2,140042996,140043196,2
chr2,140042993,140043193,21
chr2,140042984,140043184,22
chr2,140042989,140043189,31
chr2,140042992,140043192,32
chr3,32398299,32398499,11
chr3,32398289,32398489,21
chr3,32398288,32398488,32
chr3,96576240,96576440,11
chr3,52332025,52332225,24
chr3,52332043,52332243,24
chr3,89709118,89709318,13
chr3,107093999,107094199,1
chr3,107093991,107094191,2
chr3,107094010,107094210,2
chr3,107093966,107094166,4
chr3,107093995,107094195,4
chr3,107093998,107094198,12
chr3,107093988,107094188,21
chr3,107094007,107094207,21
chr3,107093987,107094187,32
chr3,107094006,107094206,32
chr3,107093977,107094177,33
chr3,52648495,52648695,1
chr3,52648494,52648694,12
chr3,35764870,35765070,21
chr3,35764869,35765069,32
chr3,61640854,61641054,31
chr3,16210669,16210869,4
chr3,143647360,143647560,11
chr3,57843969,57844169,19
chr3,57843958,57844158,62
chr3,57843959,57844159,81
chr3,57843958,57844158,92
chr3,101059403,101059603,57
chr3,101059403,101059603,87
chr3,115690277,115690477,2
chr3,115690281,115690481,4
chr3,85697350,85697550,16
chr3,130796590,130796790,2
chr3,145117801,145118001,2
chr3,88011110,88011310,2
chr3,89714380,89714580,82
chr3,153761981,153762181,38
chr3,153761981,153762181,39
chr3,37634647,37634847,2
chr3,37634653,37634853,11
chr3,137879804,137880004,24
chr3,137879858,137880058,24
chr3,137879882,137880082,24
chr3,137879906,137880106,24
chr3,137879924,137880124,24
chr3,137879954,137880154,24
chr3,43800688,43800888,11
chr3,43800732,43800932,11
chr3,43800726,43800926,22
chr3,43800677,43800877,62
chr3,43800678,43800878,81
chr3,152952388,152952588,22
chr3,93607960,93608160,74
chr3,93607960,93608160,84
chr3,75690218,75690418,2
chr3,153806288,153806488,2
chr3,121885106,121885306,1
chr3,121885105,121885305,12
chr3,121885103,121885303,23
chr3,121885102,121885302,34
chr3,128271767,128271967,82
chr3,82047324,82047524,11
chr3,82047344,82047544,11
chr3,82047369,82047569,11
chr3,123176569,123176769,1
chr3,123176568,123176768,12
chr3,28402164,28402364,87
chr3,101233488,101233688,24
chr3,51417153,51417353,19
chr3,89905213,89905413,11
chr3,89869927,89870127,21
chr3,89869926,89870126,32
chr3,121306529,121306729,24
chr3,121306553,121306753,24
chr3,55373904,55374104,62
chr3,55373905,55374105,81
chr3,87961101,87961301,2
chr3,51342418,51342618,1
chr3,51342417,51342617,12
chr3,101462383,101462583,84
chr3,59235142,59235342,1
chr3,59235149,59235349,2
chr3,59235141,59235341,12
chr3,115676144,115676344,2
chr3,115676164,115676364,2
chr3,115676168,115676368,4
chr3,115676148,115676348,22
chr3,52343755,52343955,69
chr3,52343755,52343955,99
chr3,100422612,100422812,11
chr3,56007830,56008030,2
chr3,69159642,69159842,11
chr3,94616790,94616990,91
chr3,96567082,96567282,62
chr3,96567083,96567283,81
chr3,52634408,52634608,1
chr3,52634407,52634607,12
chr3,35318298,35318498,11
chr3,69177749,69177949,68
chr3,69177749,69177949,69
chr3,98027271,98027471,3
chr3,98027270,98027470,14
chr3,98027276,98027476,22
chr3,121163741,121163941,1
chr3,121163740,121163940,12
chr3,135731250,135731450,2
chr3,51654926,51655126,11
chr3,27920974,27921174,7
chr3,27920974,27921174,10
chr3,130936796,130936996,11
chr3,130936816,130937016,11
chr3,103886263,103886463,2
chr3,142493590,142493790,13
chr3,21962831,21963031,31
chr3,84228829,84229029,2
chr3,84228814,84229014,21
chr3,84228817,84229017,22
chr3,84228813,84229013,32
chr3,129536492,129536692,11
chr3,129969978,129970178,76
chr3,79225697,79225897,1
chr3,79225717,79225917,2
chr3,79225696,79225896,12
chr3,79225686,79225886,21
chr3,79225685,79225885,32
chr3,68183398,68183598,2
chr3,103780720,103780920,2
chr3,103780709,103780909,11
chr3,37483939,37484139,2
chr3,55111803,55112003,2
chr3,86870785,86870985,77
chr3,86870797,86870997,90
chr3,131303285,131303485,2
chr3,63964708,63964908,49
chr3,60472191,60472391,87
chr3,106966583,106966783,82
chr3,93554830,93555030,31
chr3,60414012,60414212,1
chr3,60414007,60414207,11
chr3,60414011,60414211,12
chr3,36572324,36572524,11
chr3,8667890,8668090,11
chr3,8667777,8667977,87
chr3,58414789,58414989,11
chr3,142620034,142620234,72
chr3,60501698,60501898,41
chr3,137865393,137865593,2
chr3,137865775,137865975,69
chr3,115972597,115972797,19
chr3,121171720,121171920,10
chr3,51636563,51636763,11
chr3,142560051,142560251,60
chr3,142560051,142560251,90
chr3,135665521,135665721,91
chr3,95669204,95669404,6
chr3,149326581,149326781,11
chr3,149327029,149327229,11
chr3,101021439,101021639,8
chr3,54724417,54724617,4
chr3,54724067,54724267,66
chr3,54724067,54724267,69
chr3,54724067,54724267,96
chr3,54724067,54724267,99
chr3,153592043,153592243,68
chr3,153592043,153592243,69
chr3,127837829,127838029,11
chr3,115673257,115673457,2
chr3,95951600,95951800,2
chr3,87885697,87885897,3
chr3,87885693,87885893,4
chr3,87885696,87885896,14
chr3,37654685,37654885,2
chr3,20222766,20222966,22
chr3,20222169,20222369,93
chr3,69205186,69205386,11
chr3,108911844,108912044,6
chr3,108911844,108912044,9
chr3,108911843,108912043,17
chr3,108554751,108554951,18
chr3,108554834,108555034,31
chr3,108554741,108554941,41
chr3,103790297,103790497,4
chr4,68777962,68778162,24
chr4,10912801,10913001,2
chr4,19696935,19697135,61
chr4,11405145,11405345,2
chr4,38629773,38629973,22
chr4,38629767,38629967,24
chr4,59654105,59654305,11
chr4,59654094,59654294,22
chr4,59654083,59654283,23
chr4,59654082,59654282,34
chr4,138107809,138108009,2
chr4,143238690,143238890,71
chr4,62355532,62355732,2
chr4,62355521,62355721,11
chr4,46499171,46499371,1
chr4,46499176,46499376,11
chr4,46499170,46499370,12
chr4,137866300,137866500,43
chr4,129770964,129771164,11
chr4,43038043,43038243,73
chr4,20547100,20547300,80
chr4,20547100,20547300,90
chr4,150454064,150454264,23
chr4,150454063,150454263,34
chr4,15281111,15281311,2
chr4,136123233,136123433,23
chr4,136123232,136123432,34
chr4,129914304,129914504,72
chr4,122898619,122898819,1
chr4,122898554,122898754,2
chr4,122898626,122898826,2
chr4,122898618,122898818,12
chr4,46151835,46152035,11
chr4,101557050,101557250,64
chr4,101557051,101557251,83
chr4,145255207,145255407,8
chr4,145255264,145255464,8
chr4,145255319,145255519,8
chr4,145255207,145255407,9
chr4,145255264,145255464,9
chr4,145255319,145255519,9
chr4,145255206,145255406,17
chr4,145255263,145255463,17
chr4,145255318,145255518,17
chr4,20456225,20456425,6
chr4,20456225,20456425,9
chr4,20456224,20456424,17
chr4,9771192,9771392,11
chr4,149871857,149872057,18
chr4,149871857,149872057,19
chr4,129008153,129008353,3
chr4,129008152,129008352,14
chr4,117126182,117126382,13
chr4,132732629,132732829,1
chr4,132732628,132732828,12
chr4,19932343,19932543,66
chr4,19932343,19932543,69
chr4,135079382,135079582,2
chr4,7557049,7557249,4
chr4,7557013,7557213,11
chr4,7557033,7557233,11
chr4,102682252,102682452,69
chr4,88166988,88167188,3
chr4,88166987,88167187,14
chr4,132033246,132033446,79
chr4,120120142,120120342,21
chr4,120120141,120120341,32
chr4,97612197,97612397,2
chr4,97612205,97612405,3
chr4,97612201,97612401,4
chr4,97612208,97612408,11
chr4,97612204,97612404,14
chr4,134469223,134469423,22
chr4,149486057,149486257,21
chr4,149486056,149486256,32
chr4,86319307,86319507,82
chr4,135439530,135439730,11
chr4,69567777,69567977,1
chr4,69567776,69567976,12
chr4,32342499,32342699,61
chr4,35140573,35140773,4
chr4,150594025,150594225,1
chr4,150594020,150594220,2
chr4,150594059,150594259,2
chr4,150594014,150594214,11
chr4,150594024,150594224,12
chr4,129805461,129805661,1
chr4,129805449,129805649,2
chr4,129805456,129805656,11
chr4,129805460,129805660,12
chr4,134118514,134118714,33
chr4,135248716,135248916,1
chr4,135248715,135248915,12
chr4,88761807,88762007,11
chr4,150339167,150339367,16
chr4,134478309,134478509,4
chr4,149099941,149100141,13
chr4,43960687,43960887,13
chr4,91638566,91638766,31
chr4,91638031,91638231,31
chr4,40218505,40218705,55
chr4,155306839,155307039,56
chr4,155306839,155307039,59
chr4,155306838,155307038,97
chr4,155306838,155307038,100
chr4,150540028,150540228,31
chr4,150539868,150540068,73
chr4,8634428,8634628,2
chr4,41774212,41774412,40
chr4,133842918,133843118,23
chr4,133842917,133843117,34
chr4,47001378,47001578,27
chr4,47001378,47001578,30
chr4,47001377,47001577,33
chr4,32263314,32263514,11
chr4,133800577,133800777,3
chr4,133800576,133800776,14
chr4,150939873,150940073,87
chr4,129034896,129035096,13
chr4,129034891,129035091,71
chr4,129034890,129035090,92
chr4,109670233,109670433,3
chr4,109670232,109670432,14
chr4,106910145,106910345,20
chr4,128981042,128981242,92
chr4,135954301,135954501,7
chr4,135954281,135954481,21
chr4,135954219,135954419,22
chr4,135954275,135954475,22
chr4,135954210,135954410,24
chr4,135954269,135954469,24
chr4,135954280,135954480,32
chr4,102982734,102982934,11
chr4,102982695,102982895,24
chr4,86651936,86652136,1
chr4,86651928,86652128,2
chr4,86651935,86652135,12
chr4,86651925,86652125,21
chr4,86651921,86652121,31
chr4,86651924,86652124,32
chr4,6817156,6817356,7
chr4,46390279,46390479,11
chr4,101320728,101320928,64
chr4,101320729,101320929,83
chr4,127061217,127061417,11
chr4,150937931,150938131,2
chr4,150937924,150938124,11
chr4,133169507,133169707,31
chr4,133169453,133169653,62
chr4,133169454,133169654,81
chr4,152448883,152449083,52
chr4,117182672,117182872,11
chr4,24372565,24372765,10
chr4,136089241,136089441,30
chr4,62867355,62867555,55
chr4,116008925,116009125,2
chr4,150558303,150558503,11
chr4,148509705,148509905,1
chr4,148509694,148509894,11
chr4,148509704,148509904,12
chr4,32335976,32336176,2
chr4,108071073,108071273,22
chr4,108071070,108071270,24
chr4,108071078,108071278,31
chr4,23403846,23404046,11
chr4,98383295,98383495,22
chr4,132586761,132586961,2
chr4,132586780,132586980,11
chr4,150587945,150588145,11
chr4,140952265,140952465,11
chr4,11485541,11485741,62
chr4,11485542,11485742,81
chr4,133096778,133096978,13
chr4,102990606,102990806,52
chr4,102990606,102990806,82
chr4,134495582,134495782,11
chr4,132659607,132659807,11
chr4,40838960,40839160,1
chr4,40838959,40839159,12
chr4,40838953,40839153,13
chr4,40838964,40839164,21
chr4,40838963,40839163,32
chr4,117201890,117202090,2
chr4,117202281,117202481,11
chr4,117202611,117202811,61
chr4,59261491,59261691,4
chr4,145210759,145210959,2
chr4,145210748,145210948,11
chr4,6859999,6860199,2
chr4,21727073,21727273,70
chr4,135203047,135203247,1
chr4,135203019,135203219,2
chr4,135203046,135203246,12
chr4,102516832,102517032,2
chr4,108301397,108301597,1
chr4,108301396,108301596,12
chr4,108301394,108301594,23
chr4,108301393,108301593,34
chr4,13519220,13519420,2
chr4,8799925,8800125,11
chr4,6445257,6445457,2
chr4,120925415,120925615,7
chr4,133277783,133277983,8
chr4,133277782,133277982,20
chr4,140701404,140701604,10
chr4,32250285,32250485,13
chr4,137358237,137358437,11
chr4,137357877,137358077,21
chr4,137358072,137358272,31
chr4,137357876,137358076,32
chr4,108319127,108319327,11
chr4,108319132,108319332,21
chr4,108319131,108319331,32
chr4,48043606,48043806,61
chr4,150965376,150965576,2
chr4,137860930,137861130,2
chr5,123198966,123199166,79
chr5,121095401,121095601,24
chr5,62223886,62224086,31
chr5,23169257,23169457,2
chr5,23169327,23169527,11
chr5,23169384,23169584,11
chr5,78385292,78385492,36
chr5,79176680,79176880,1
chr5,79176679,79176879,12
chr5,8628794,8628994,13
chr5,8628779,8628979,71
chr5,8628778,8628978,92
chr5,137693936,137694136,2
chr5,11045378,11045578,1
chr5,11045377,11045577,12
chr5,97180262,97180462,7
chr5,29746247,29746447,11
chr5,25093005,25093205,31
chr5,64485879,64486079,36
chr5,64023993,64024193,1
chr5,64023992,64024192,12
chr5,64023982,64024182,31
chr5,110512799,110512999,2
chr5,98033273,98033473,84
chr5,35166559,35166759,1
chr5,35166558,35166758,12
chr5,61912066,61912266,1
chr5,61911898,61912098,2
chr5,61912040,61912240,2
chr5,61912062,61912262,4
chr5,61912051,61912251,11
chr5,61912065,61912265,12
chr5,61912076,61912276,13
chr5,61912029,61912229,21
chr5,61912008,61912208,24
chr5,61912034,61912234,31
chr5,61912028,61912228,32
chr5,61912073,61912273,33
chr5,147323561,147323761,2
chr5,122394085,122394285,11
chr5,110838982,110839182,11
chr5,65486393,65486593,1
chr5,65486392,65486592,12
chr5,123128611,123128811,8
chr5,107259334,107259534,22
chr5,107259325,107259525,24
chr5,31110828,31111028,11
chr5,98006810,98007010,31
chr5,36860499,36860699,9
chr5,36860498,36860698,17
chr5,36860506,36860706,87
chr5,54019769,54019969,13
chr5,93263799,93263999,22
chr5,93263785,93263985,23
chr5,93263784,93263984,34
chr5,20955671,20955871,11
chr5,115471008,115471208,2
chr5,19444786,19444986,11
chr5,19444779,19444979,69
chr5,62751644,62751844,67
chr5,62751645,62751845,89
chr5,122994250,122994450,1
chr5,122994249,122994449,12
chr5,33681599,33681799,21
chr5,33681598,33681798,32
chr5,119360111,119360311,3
chr5,119360110,119360310,14
chr5,88566031,88566231,13
chr5,141985205,141985405,11
chr5,141985225,141985425,11
chr5,7122827,7123027,2
chr5,144876107,144876307,4
chr5,144876115,144876315,31
chr5,114378486,114378686,24
chr5,17605595,17605795,66
chr5,21438558,21438758,1
chr5,21438557,21438757,12
chr5,143669794,143669994,1
chr5,143669793,143669993,12
chr5,143669838,143670038,13
chr5,45730106,45730306,31
chr5,100466701,100466901,78
chr5,100466701,100466901,79
chr5,103914910,103915110,87
chr5,135968833,135969033,1
chr5,135968832,135969032,12
chr5,92348912,92349112,72
chr5,121112763,121112963,3
chr5,121112805,121113005,11
chr5,121112762,121112962,14
chr5,121112834,121113034,22
chr5,50071889,50072089,84
chr5,122733596,122733796,2
chr5,122733603,122733803,18
chr5,123244586,123244786,2
chr5,123244405,123244605,22
chr5,123244390,123244590,24
chr5,105443529,105443729,71
chr5,142881353,142881553,24
chr5,149368466,149368666,2
chr5,107932685,107932885,61
chr5,111160325,111160525,3
chr5,111160324,111160524,14
chr5,21354809,21355009,1
chr5,21354808,21355008,12
chr5,64806259,64806459,11
chr5,92491631,92491831,2
chr5,66199962,66200162,67
chr5,66199963,66200163,79
chr5,66199963,66200163,89
chr5,64819418,64819618,8
chr5,32479187,32479387,2
