chr,start,end,group
chr1,166043917,166044117,22
chr1,165252215,165252415,2
chr1,60713616,60713816,2
chr1,78436327,78436527,11
chr1,194727978,194728178,90
chr1,184069243,184069443,33
chr1,184068974,184069174,84
chr1,191447295,191447495,22
chr1,90695471,90695671,21
chr1,90695472,90695672,32
chr1,120100488,120100688,2
chr1,120100370,120100570,33
chr1,95664891,95665091,1
chr1,95664892,95665092,12
chr1,82974026,82974226,18
chr1,64709691,64709891,2
chr1,160926371,160926571,22
chr1,131821215,131821415,31
chr1,46939423,46939623,88
chr1,64970780,64970980,7
chr1,64970780,64970980,10
chr1,34434138,34434338,2
chr1,147519477,147519677,19
chr1,53875848,53876048,2
chr1,53875858,53876058,3
chr1,53875864,53876064,13
chr1,53875859,53876059,14
chr1,53875891,53876091,33
chr1,138542686,138542886,71
chr1,184024648,184024848,52
chr1,106757866,106758066,42
chr1,106757865,106758065,71
chr1,106757866,106758066,92
chr1,53808316,53808516,72
chr1,33684659,33684859,11
chr1,33684345,33684545,64
chr1,33684344,33684544,83
chr1,33684345,33684545,94
chr1,88705268,88705468,88
chr1,43826812,43827012,11
chr1,53774003,53774203,11
chr1,53774157,53774357,18
chr1,53774157,53774357,19
chr1,53774145,53774345,31
chr1,95666549,95666749,22
chr1,184060640,184060840,11
chr1,160247545,160247745,4
chr1,172126524,172126724,11
chr1,60911538,60911738,33
chr1,153742304,153742504,2
chr1,132968643,132968843,22
chr1,135752816,135753016,23
chr1,135752817,135753017,34
chr1,60652515,60652715,11
chr1,82833868,82834068,11
chr1,82833873,82834073,21
chr1,82833874,82834074,32
chr1,152287641,152287841,4
chr1,79644068,79644268,62
chr1,79644067,79644267,71
chr1,79644067,79644267,81
chr1,82282996,82283196,1
chr1,82282997,82283197,12
chr1,147489537,147489737,31
chr1,54578603,54578803,8
chr1,54578603,54578803,9
chr1,54578604,54578804,17
chr1,69608988,69609188,22
chr1,69681241,69681441,2
chr1,88709046,88709246,31
chr1,64088065,64088265,72
chr1,64088065,64088265,82
chr1,52366227,52366427,4
chr1,127297159,127297359,9
chr1,127297160,127297360,17
chr1,127297160,127297360,20
chr1,95268416,95268616,3
chr1,95268417,95268617,14
chr1,155914477,155914677,72
chr1,61102474,61102674,36
chr1,61102474,61102674,39
chr1,79761798,79761998,11
chr1,79761804,79762004,13
chr1,79761812,79762012,22
chr1,55446825,55447025,2
chr1,55446845,55447045,2
chr1,171771375,171771575,13
chr1,171771378,171771578,33
chr1,16029269,16029469,2
chr1,60016330,60016530,2
chr1,160842390,160842590,11
chr1,160842577,160842777,19
chr1,40399493,40399693,2
chr1,10191647,10191847,11
chr1,10191786,10191986,13
chr1,170861607,170861807,9
chr1,170861608,170861808,17
chr1,170861877,170862077,69
chr1,172147669,172147869,11
chr1,131080588,131080788,9
chr1,131080589,131080789,17
chr1,79752248,79752448,74
chr1,180335654,180335854,62
chr1,180335653,180335853,81
chr1,164815289,164815489,31
chr1,121567882,121568082,91
chr1,38130270,38130470,2
chr1,156986572,156986772,1
chr1,156986579,156986779,3
chr1,156986573,156986773,12
chr1,156986588,156986788,13
chr1,156986580,156986780,14
chr1,144249193,144249393,87
chr1,92069499,92069699,72
chr1,156938511,156938711,1
chr1,156938545,156938745,4
chr1,156938512,156938712,12
chr1,118311504,118311704,39
chr1,40475980,40476180,93
chr1,164881806,164882006,4
chr1,191193824,191194024,1
chr1,191193825,191194025,12
chr1,183179854,183180054,2
chr1,181256571,181256771,2
chr1,144272764,144272964,11
chr1,138136069,138136269,1
chr1,138136070,138136270,12
chr1,60745884,60746084,82
chr1,161704636,161704836,1
chr1,161704637,161704837,12
chr1,7397036,7397236,1
chr1,7397213,7397413,11
chr1,7396907,7397107,12
chr1,7397037,7397237,12
chr1,87847432,87847632,2
chr1,87847456,87847656,2
chr1,87847445,87847645,21
chr1,87847446,87847646,32
chr1,181144476,181144676,52
chr1,86526415,86526615,24
chr1,106795978,106796178,11
chr1,106612508,106612708,4
chr1,161670594,161670794,11
chr1,33883560,33883760,1
chr1,33883561,33883761,12
chr1,193200951,193201151,63
chr1,94034723,94034923,3
chr1,94034720,94034920,11
chr1,94034724,94034924,14
chr1,7088273,7088473,11
chr1,155172861,155173061,56
chr1,155173025,155173225,56
chr1,155173142,155173342,56
chr1,155173234,155173434,56
chr1,155173280,155173480,56
chr1,155173445,155173645,56
chr1,155173560,155173760,56
chr1,155172861,155173061,59
chr1,155173025,155173225,59
chr1,155173142,155173342,59
chr1,155173234,155173434,59
chr1,155173280,155173480,59
chr1,155173445,155173645,59
chr1,155173560,155173760,59
chr1,155172896,155173096,66
chr1,155173037,155173237,66
chr1,155173246,155173446,66
chr1,155173292,155173492,66
chr1,51584475,51584675,31
chr1,51584469,51584669,33
chr1,39577616,39577816,3
chr1,39577613,39577813,11
chr1,39577617,39577817,14
chr1,24678160,24678360,2
chr1,165460500,165460700,54
chr1,165460500,165460700,84
chr1,177795665,177795865,1
chr1,177795666,177795866,12
chr1,144306637,144306837,63
chr1,177257135,177257335,55
chr1,177257135,177257335,85
chr2,84025420,84025620,63
chr2,84025420,84025620,93
chr2,72220082,72220282,2
chr2,72220063,72220263,59
chr2,72220064,72220264,67
chr2,72220063,72220263,89
chr2,38064477,38064677,1
chr2,38064478,38064678,12
chr2,145161296,145161496,11
chr2,119189083,119189283,2
chr2,119189094,119189294,13
chr2,167058277,167058477,27
chr2,167058277,167058477,30
chr2,35544622,35544822,11
chr2,35544642,35544842,11
chr2,102967443,102967643,91
chr2,13688161,13688361,11
chr2,173795179,173795379,3
chr2,173795180,173795380,14
chr2,60867287,60867487,8
chr2,60867288,60867488,20
chr2,22962250,22962450,7
chr2,93437900,93438100,91
chr2,84733974,84734174,54
chr2,84733974,84734174,84
chr2,31291661,31291861,11
chr2,11662896,11663096,22
chr2,28882316,28882516,1
chr2,28882317,28882517,12
chr2,52086010,52086210,22
chr2,117450639,117450839,2
chr2,16461171,16461371,11
chr2,44748041,44748241,7
chr2,103583405,103583605,18
chr2,3659777,3659977,1
chr2,3659778,3659978,12
chr2,29868822,29869022,11
chr2,143837110,143837310,87
chr2,118620631,118620831,87
chr2,37702986,37703186,25
chr2,153639182,153639382,2
chr2,157913513,157913713,78
chr2,169786213,169786413,2
chr2,128251010,128251210,66
chr2,128251010,128251210,96
chr2,59474367,59474567,71
chr2,11706361,11706561,2
chr2,11706372,11706572,11
chr2,30676797,30676997,69
chr2,163718222,163718422,11
chr2,60256512,60256712,68
chr2,164600335,164600535,11
chr2,35461532,35461732,72
chr2,11572517,11572717,11
chr2,27994811,27995011,11
chr2,3417599,3417799,67
chr2,3417598,3417798,89
chr2,93823459,93823659,11
chr2,127070442,127070642,11
chr2,70489581,70489781,31
chr2,102895981,102896181,61
chr2,26497499,26497699,54
chr2,39705979,39706179,4
chr2,129084822,129085022,13
chr2,129084825,129085025,33
chr2,129084843,129085043,33
chr2,38072383,38072583,78
chr2,43992548,43992748,2
chr2,43992732,43992932,31
chr2,34790461,34790661,6
chr2,101653034,101653234,1
chr2,101653017,101653217,11
chr2,101653035,101653235,12
chr2,71358796,71358996,11
chr2,71358784,71358984,61
chr2,71358784,71358984,91
chr2,35208901,35209101,11
chr2,51435951,51436151,31
chr2,52314788,52314988,22
chr2,32787168,32787368,2
chr2,32787175,32787375,11
chr2,75786162,75786362,20
chr2,48476979,48477179,77
chr2,48476979,48477179,87
chr2,32077699,32077899,11
chr2,167588355,167588555,2
chr2,59438369,59438569,11
chr2,155696441,155696641,2
chr2,101990312,101990512,13
chr2,101990524,101990724,52
chr2,31118958,31119158,2
chr2,153276868,153277068,11
chr2,18664174,18664374,10
chr2,24366408,24366608,31
chr2,28467673,28467873,22
chr2,52072409,52072609,1
chr2,52072410,52072610,12
chr2,125735759,125735959,33
chr2,125735902,125736102,82
chr2,135886108,135886308,11
chr2,11375496,11375696,2
chr2,11375506,11375706,3
chr2,11375512,11375712,13
chr2,11375507,11375707,14
chr2,11375518,11375718,31
chr2,6379814,6380014,3
chr2,6379815,6380015,14
chr2,6379825,6380025,22
chr2,52561577,52561777,22
chr2,31108172,31108372,41
chr2,31108172,31108372,91
chr2,106002954,106003154,66
chr2,167004688,167004888,11
chr2,121355388,121355588,80
chr2,121355388,121355588,90
chr2,75055155,75055355,3
chr2,75055156,75055356,14
chr2,164079954,164080154,2
chr2,72114079,72114279,61
chr2,72114355,72114555,88
chr2,173452446,173452646,61
chr2,132511442,132511642,74
chr2,132511442,132511642,84
chr2,164544998,164545198,2
chr2,164544992,164545192,31
chr2,35168921,35169121,84
chr2,5025607,5025807,88
chr2,18958021,18958221,29
chr2,18958022,18958222,37
chr2,3703766,3703966,23
chr2,3703743,3703943,33
chr2,3703767,3703967,34
chr2,9681459,9681659,1
chr2,9681460,9681660,12
chr2,168955411,168955611,56
chr2,10153014,10153214,39
chr2,57182274,57182474,11
chr2,29787306,29787506,1
chr2,29787307,29787507,12
chr2,30415844,30416044,11
chr2,119046527,119046727,6
chr2,3512751,3512951,26
chr2,3512752,3512952,40
chr2,13544234,13544434,62
chr2,13544233,13544433,71
chr2,13544233,13544433,81
chr2,13544234,13544434,92
chr2,70661174,70661374,11
chr2,89016968,89017168,8
chr2,89016968,89017168,9
chr2,89016969,89017169,17
chr2,152332742,152332942,62
chr2,152332741,152332941,81
chr2,24386049,24386249,3
chr2,24386053,24386253,4
chr2,24386042,24386242,11
chr2,24386050,24386250,14
chr2,93454072,93454272,11
chr2,83644560,83644760,51
chr2,83644561,83644761,92
chr2,157201442,157201642,1
chr2,157201346,157201546,3
chr2,157201443,157201643,12
chr2,157201347,157201547,14
chr2,128395710,128395910,6
chr2,128395710,128395910,9
chr2,128395711,128395911,17
chr2,72838236,72838436,2
chr2,17703016,17703216,52
chr2,36136883,36137083,72
chr2,11635647,11635847,87
chr2,29826738,29826938,31
chr2,29826966,29827166,41
chr2,121139780,121139980,68
chr2,121139780,121139980,69
chr2,163419835,163420035,98
chr2,114144982,114145182,33
chr2,113848615,113848815,72
chr2,101756372,101756572,2
chr2,70835963,70836163,3
chr2,70835964,70836164,14
chr2,70835952,70836152,61
chr2,70835952,70836152,91
chr2,151973496,151973696,98
chr2,151973496,151973696,99
chr2,51972439,51972639,13
chr2,51972442,51972642,33
chr2,51972460,51972660,33
chr2,11172698,11172898,11
chr2,84715529,84715729,6
chr2,104494188,104494388,27
chr3,51539999,51540199,74
chr3,52253912,52254112,2
chr3,52253887,52254087,3
chr3,52253888,52254088,14
chr3,131110889,131111089,2
chr3,20175668,20175868,61
chr3,87538001,87538201,74
chr3,87538001,87538201,84
chr3,106774494,106774694,2
chr3,135887250,135887450,13
chr3,135887253,135887453,33
chr3,135887271,135887471,33
chr3,66789564,66789764,27
chr3,129730630,129730830,13
chr3,52784838,52785038,28
chr3,52784838,52785038,29
chr3,52784839,52785039,37
chr3,52784858,52785058,62
chr3,52784857,52785057,81
chr3,10130106,10130306,21
chr3,10130107,10130307,32
chr3,145117951,145118151,2
chr3,102000312,102000512,11
chr3,28780526,28780726,31
chr3,103863048,103863248,11
chr3,60515826,60516026,61
chr3,22152762,22152962,2
chr3,29984230,29984430,11
chr3,129686899,129687099,2
chr3,110706986,110707186,1
chr3,110706982,110707182,2
chr3,110706992,110707192,3
chr3,110706975,110707175,11
chr3,110706987,110707187,12
chr3,110706993,110707193,14
chr3,89714480,89714680,6
chr3,89714491,89714691,54
chr3,131160172,131160372,2
chr3,26785573,26785773,71
chr3,142496537,142496737,11
chr3,137969396,137969596,21
chr3,137969397,137969597,32
chr3,20198901,20199101,2
chr3,20198936,20199136,2
chr3,20198890,20199090,11
chr3,20198906,20199106,13
chr3,20198917,20199117,21
chr3,20198931,20199131,22
chr3,20198920,20199120,23
chr3,20198918,20199118,32
chr3,20198921,20199121,34
chr3,115805860,115806060,6
chr3,21022759,21022959,13
chr3,7034015,7034215,3
chr3,7034041,7034241,3
chr3,7034236,7034436,3
chr3,7034024,7034224,11
chr3,7034192,7034392,13
chr3,7034211,7034411,13
chr3,7034016,7034216,14
chr3,7034042,7034242,14
chr3,7034237,7034437,14
chr3,7034219,7034419,21
chr3,7034200,7034400,22
chr3,7034203,7034403,24
chr3,7034220,7034420,32
chr3,103857353,103857553,2
chr3,103857364,103857564,13
chr3,103857367,103857567,33
chr3,104442177,104442377,6
chr3,84771906,84772106,2
chr3,143884168,143884368,4
chr3,79127794,79127994,69
chr3,101462247,101462447,1
chr3,101462237,101462437,2
chr3,101462248,101462448,12
chr3,35305857,35306057,1
chr3,35305858,35306058,12
chr3,38568578,38568778,36
chr3,153764841,153765041,11
chr3,96567240,96567440,9
chr3,96567241,96567441,17
chr3,93550176,93550376,4
chr3,122638832,122639032,68
chr3,86196539,86196739,62
chr3,86196538,86196738,81
chr3,86196539,86196739,92
chr3,21917557,21917757,73
chr3,21961636,21961836,4
chr3,130818927,130819127,1
chr3,130818928,130819128,12
chr3,58691198,58691398,8
chr3,37205351,37205551,58
chr3,121163781,121163981,73
chr3,95512068,95512268,1
chr3,95512069,95512269,12
chr3,135307704,135307904,5
chr3,116766977,116767177,2
chr3,116767247,116767447,11
chr3,65930303,65930503,1
chr3,65930272,65930472,11
chr3,65930304,65930504,12
chr3,65930298,65930498,22
chr3,66985478,66985678,1
chr3,66985479,66985679,12
chr3,66985467,66985667,61
chr3,156878240,156878440,27
chr3,95928871,95929071,2
chr3,139064083,139064283,78
chr3,139064083,139064283,79
chr3,79226021,79226221,69
chr3,31093906,31094106,11
chr3,90231533,90231733,22
chr3,59702444,59702644,16
chr3,63929427,63929627,28
chr3,52927798,52927998,1
chr3,52927799,52927999,12
chr3,131057582,131057782,74
chr3,131057582,131057782,84
chr3,60527424,60527624,1
chr3,60527425,60527625,12
chr3,105992044,105992244,1
chr3,105992045,105992245,12
chr3,60516451,60516651,3
chr3,60516436,60516636,4
chr3,60516452,60516652,14
chr3,60516446,60516646,22
chr3,105959555,105959755,77
chr3,36572285,36572485,54
chr3,79239298,79239498,22
chr3,79239056,79239256,96
chr3,19258830,19259030,78
chr3,19258830,19259030,88
chr3,79253060,79253260,6
chr3,129986976,129987176,4
chr3,129986938,129987138,33
chr3,152713864,152714064,2
chr3,152713771,152713971,11
chr3,152713901,152714101,11
chr3,152713890,152714090,22
chr3,28781359,28781559,66
chr3,28781359,28781559,96
chr3,8667777,8667977,69
chr3,52499227,52499427,4
chr3,20142445,20142645,62
chr3,20142444,20142644,81
chr3,88940072,88940272,62
chr3,88940071,88940271,71
chr3,88940071,88940271,81
chr3,86999376,86999576,2
chr3,86999391,86999591,3
chr3,86999392,86999592,14
chr3,131014048,131014248,21
chr3,131014049,131014249,32
chr3,31056864,31057064,11
chr3,95669011,95669211,1
chr3,95669000,95669200,11
chr3,95669012,95669212,12
chr3,149326551,149326751,23
chr3,149326834,149327034,27
chr3,149326552,149326752,34
chr3,53017369,53017569,33
chr3,53017521,53017721,63
chr3,152340708,152340908,11
chr3,41408522,41408722,46
chr3,41408522,41408722,49
chr3,95881971,95882171,63
chr3,33799373,33799573,1
chr3,33799345,33799545,11
chr3,33799366,33799566,11
chr3,33799385,33799585,11
chr3,33799374,33799574,12
chr3,106722355,106722555,11
chr3,103789705,103789905,2
chr3,103279782,103279982,11
chr3,95972477,95972677,3
chr3,95972481,95972681,4
chr3,95972187,95972387,11
chr3,95972486,95972686,13
chr3,95972478,95972678,14
chr3,95972491,95972691,21
chr3,95972492,95972692,32
chr3,95043068,95043268,61
chr3,95043068,95043268,91
chr3,103384701,103384901,69
chr3,103384701,103384901,99
chr3,119782407,119782607,53
chr3,119782408,119782608,94
chr3,115801776,115801976,31
chr3,53463979,53464179,3
chr3,53463983,53464183,4
chr3,53463980,53464180,14
chr4,6663736,6663936,31
chr4,28969280,28969480,63
chr4,150586991,150587191,52
chr4,100952820,100953020,2
chr4,100952873,100953073,31
chr4,150565652,150565852,61
chr4,155600598,155600798,22
chr4,25136319,25136519,1
chr4,25136320,25136520,12
chr4,19895847,19896047,11
chr4,40680394,40680594,62
chr4,40680393,40680593,71
chr4,40680393,40680593,81
chr4,40680394,40680594,92
chr4,57301286,57301486,1
chr4,57301292,57301492,11
chr4,57301287,57301487,12
chr4,57301103,57301303,31
chr4,19928370,19928570,13
chr4,134505145,134505345,1
chr4,134505146,134505346,12
chr4,47314020,47314220,2
chr4,129257009,129257209,1
chr4,129256999,129257199,2
chr4,129257020,129257220,2
chr4,129257030,129257230,6
chr4,129257030,129257230,9
chr4,129257010,129257210,12
chr4,129257031,129257231,17
chr4,150454083,150454283,11
chr4,88120187,88120387,21
chr4,88120188,88120388,32
chr4,63860240,63860440,31
chr4,78313434,78313634,21
chr4,78313435,78313635,32
chr4,116555822,116556022,3
chr4,116555823,116556023,14
chr4,32132919,32133119,61
chr4,149322194,149322394,11
chr4,19932343,19932543,87
chr4,19932343,19932543,90
chr4,107314064,107314264,11
chr4,15306995,15307195,3
chr4,15306990,15307190,4
chr4,15306996,15307196,14
chr4,15307001,15307201,33
chr4,85430556,85430756,67
chr4,85430555,85430755,86
chr4,85430555,85430755,89
chr4,97612239,97612439,63
chr4,97612239,97612439,93
chr4,7357604,7357804,38
chr4,7357604,7357804,39
chr4,108638667,108638867,11
chr4,59295287,59295487,1
chr4,59295288,59295488,12
chr4,90840058,90840258,56
chr4,83354687,83354887,1
chr4,83354688,83354888,12
chr4,75278198,75278398,80
chr4,129344562,129344762,44
chr4,129344561,129344761,73
chr4,6748193,6748393,4
chr4,42961735,42961935,61
chr4,32931967,32932167,72
chr4,62470680,62470880,60
chr4,6963687,6963887,6
chr4,141998347,141998547,1
chr4,141998348,141998548,12
chr4,41911047,41911247,62
chr4,41911046,41911246,81
chr4,11559210,11559410,2
chr4,137468159,137468359,11
chr4,149912342,149912542,69
chr4,98322459,98322659,33
chr4,8634458,8634658,11
chr4,128735591,128735791,11
chr4,128735433,128735633,44
chr4,128735432,128735632,53
chr4,132655581,132655781,42
chr4,144986376,144986576,23
chr4,144986403,144986603,31
chr4,144986385,144986585,33
chr4,144986377,144986577,34
chr4,42263135,42263335,62
chr4,42263134,42263334,81
chr4,10770198,10770398,16
chr4,133828122,133828322,2
chr4,133828133,133828333,11
chr4,134795114,134795314,69
chr4,53158489,53158689,1
chr4,53158482,53158682,11
chr4,53158490,53158690,12
chr4,53158524,53158724,21
chr4,53158525,53158725,32
chr4,149469470,149469670,2
chr4,3982444,3982644,11
chr4,3982462,3982662,23
chr4,3982463,3982663,34
chr4,103215493,103215693,4
chr4,129672473,129672673,96
chr4,101320464,101320664,11
chr4,136060090,136060290,2
chr4,82773882,82774082,4
chr4,149710233,149710433,2
chr4,149710264,149710464,33
chr4,117182409,117182609,24
chr4,133836977,133837177,2
chr4,133836657,133836857,4
chr4,133836642,133836842,11
chr4,133840857,133841057,2
chr4,133840952,133841152,74
chr4,141147637,141147837,11
chr4,140944941,140945141,16
chr4,19574796,19574996,2
chr4,19574811,19575011,3
chr4,19574812,19575012,14
chr4,134923120,134923320,2
chr4,155168598,155168798,38
chr4,155168598,155168798,39
chr4,102711345,102711545,1
chr4,102711346,102711546,12
chr4,102711526,102711726,91
chr4,121004496,121004696,3
chr4,121004466,121004666,11
chr4,121004502,121004702,13
chr4,121004497,121004697,14
chr4,121004528,121004728,22
chr4,121004505,121004705,33
chr4,102990671,102990871,100
chr4,88046012,88046212,98
chr4,86748111,86748311,2
chr4,86748131,86748331,2
chr4,86748151,86748351,2
chr4,86748106,86748306,22
chr4,129793826,129794026,2
chr4,125085079,125085279,26
chr4,125085079,125085279,29
chr4,125085080,125085280,37
chr4,125084811,125085011,40
chr4,137367736,137367936,11
chr4,137367729,137367929,22
chr4,11076502,11076702,6
chr4,11076513,11076713,56
chr4,11076513,11076713,59
chr4,117201935,117202135,78
chr4,117201935,117202135,79
chr4,117201936,117202136,97
chr4,59260874,59261074,11
chr4,126429114,126429314,53
chr4,145211042,145211242,19
chr4,62407626,62407826,11
chr4,62407638,62407838,13
chr4,117289086,117289286,1
chr4,117289087,117289287,12
chr4,44270924,44271124,1
chr4,44270919,44271119,2
chr4,44270925,44271125,12
chr4,33988466,33988666,8
chr4,32258514,32258714,1
chr4,32258515,32258715,12
chr4,155669611,155669811,24
chr4,46196492,46196692,3
chr4,46196493,46196693,14
chr4,101244305,101244505,2
chr4,8800290,8800490,2
chr4,135080575,135080775,5
chr4,154936561,154936761,2
chr4,24496982,24497182,3
chr4,24496983,24497183,14
chr4,45531078,45531278,86
chr4,133967500,133967700,4
chr4,108318694,108318894,4
chr4,108318683,108318883,11
chr5,21355766,21355966,69
chr5,50206163,50206363,21
chr5,50206160,50206360,22
chr5,50206164,50206364,32
chr5,50206134,50206334,33
chr5,50206152,50206352,33
chr5,140638158,140638358,58
chr5,86037828,86038028,3
chr5,86037829,86038029,14
chr5,86190947,86191147,2
chr5,82182179,82182379,1
chr5,82182339,82182539,4
chr5,82182180,82182380,12
chr5,73115076,73115276,1
chr5,73115082,73115282,2
chr5,73115077,73115277,12
chr5,103975780,103975980,11
chr5,103975776,103975976,31
chr5,105684360,105684560,13
chr5,107987858,107988058,77
chr5,107987858,107988058,87
chr5,107303563,107303763,63
chr5,137103544,137103744,11
chr5,130023684,130023884,31
chr5,140871357,140871557,11
chr5,149850905,149851105,11
chr5,100912455,100912655,38
chr5,100912455,100912655,39
chr5,145781350,145781550,63
chr5,134330110,134330310,18
chr5,111159233,111159433,7
chr5,148596473,148596673,33
chr5,110838870,110839070,11
chr5,18978703,18978903,11
chr5,64599077,64599277,2
chr5,85450160,85450360,4
chr5,96976231,96976431,24
chr5,35906290,35906490,2
chr5,35906472,35906672,13
chr5,122262275,122262475,22
chr5,122262268,122262468,24
chr5,134244204,134244404,1
chr5,134244205,134244405,12
chr5,41008052,41008252,61
chr5,80301009,80301209,72
chr5,80301009,80301209,82
chr5,122638490,122638690,62
chr5,122638489,122638689,81
chr5,122638490,122638690,92
chr5,143043417,143043617,1
chr5,143043412,143043612,2
chr5,143043418,143043618,12
chr5,31110949,31111149,2
chr5,108465732,108465932,22
chr5,73233509,73233709,13
chr5,73233520,73233720,24
chr5,34466161,34466361,33
chr5,105345393,105345593,11
chr5,64861210,64861410,33
chr5,41768387,41768587,58
chr5,41768388,41768588,70
chr5,41768387,41768587,88
chr5,62715447,62715647,3
chr5,62715448,62715648,14
chr5,149831405,149831605,33
chr5,32104485,32104685,56
chr5,32104485,32104685,59
chr5,146781840,146782040,4
chr5,114378348,114378548,2
chr5,149446449,149446649,2
chr5,149446456,149446656,11
chr5,143669949,143670149,13
chr5,105293732,105293932,92
chr5,143547641,143547841,6
chr5,62911754,62911954,1
chr5,62911516,62911716,4
chr5,62911755,62911955,12
chr5,62911451,62911651,31
chr5,50071794,50071994,33
chr5,113918763,113918963,13
chr5,30343452,30343652,11
chr5,134282449,134282649,9
chr5,134282450,134282650,17
chr5,122733803,122734003,13
chr5,122733815,122734015,31
chr5,122733806,122734006,33
chr5,37056607,37056807,85
chr5,37056607,37056807,90
chr5,142881054,142881254,19
chr5,75792095,75792295,11
chr5,105415366,105415566,86
chr5,3509646,3509846,1
chr5,3509647,3509847,12
chr5,107718437,107718637,24
chr5,31049445,31049645,70
chr5,31049444,31049644,76
chr5,31049444,31049644,86
chr5,115167189,115167389,1
chr5,115167190,115167390,12
chr5,65882372,65882572,33
chr5,98185110,98185310,33
chr5,73491074,73491274,80
chr5,73491074,73491274,90
chr5,107177629,107177829,2
chr5,107779284,107779484,1
chr5,107779285,107779485,12
chr5,72204355,72204555,13
chr5,72204364,72204564,33
chr5,72752532,72752732,31
chr5,110639266,110639466,22
chr5,138193960,138194160,2
chr5,103356077,103356277,11
chr5,107264792,107264992,3
chr5,107264793,107264993,14
chr5,107703760,107703960,4
chr5,38307495,38307695,3
chr5,38307499,38307699,4
chr5,38307484,38307684,11
chr5,38307468,38307668,13
chr5,38307504,38307704,13
chr5,38307496,38307696,14
chr5,38307476,38307676,21
chr5,38307473,38307673,22
chr5,38307480,38307680,31
chr5,38307477,38307677,32
chr5,31202216,31202416,25
chr5,108460674,108460874,11
chr5,137189800,137190000,33
chr5,137189818,137190018,33
chr5,118037646,118037846,11
chr5,134491469,134491669,13
chr5,12427327,12427527,2
chr5,134571472,134571672,11
chr5,134571923,134572123,48
chr5,151247650,151247850,33
chr5,146567334,146567534,3
chr5,146567335,146567535,14
chr5,134269659,134269859,1
chr5,134269660,134269860,12
chr5,105239558,105239758,92
chr5,112274215,112274415,2
chr5,20332421,20332621,31
chr5,45669630,45669830,91
chr5,100821006,100821206,19
chr5,115711907,115712107,2
chr5,96163757,96163957,13
chr5,96163746,96163946,22
chr5,105306334,105306534,2
chr5,65920945,65921145,11
chr5,65921685,65921885,77
chr5,122732604,122732804,4
chr5,122732612,122732812,13
chr5,125434398,125434598,2
chr5,121107308,121107508,11
chr5,121838205,121838405,68
chr5,121838205,121838405,69
chr5,121838205,121838405,98
chr5,121838205,121838405,99
chr5,24100765,24100965,22
chr5,31614328,31614528,21
chr5,31614329,31614529,32
chr5,53402833,53403033,99
chr5,147563996,147564196,11
chr5,147563989,147564189,31
chr5,144254700,144254900,11
chr5,149016106,149016306,1
chr5,149016107,149016307,12
chr5,75044393,75044593,23
chr5,75044394,75044594,34
