chr,start,end,group
chr1,64308643,64308843,27
chr1,64308655,64308855,87
chr1,64533697,64533897,1
chr1,64533696,64533896,12
chr1,66496310,66496510,11
chr1,66496320,66496520,13
chr1,66496325,66496525,24
chr1,66496343,66496543,24
chr1,66496314,66496514,33
chr1,66678853,66679053,2
chr1,66678832,66679032,3
chr1,66678828,66679028,4
chr1,66678864,66679064,11
chr1,66678835,66679035,13
chr1,66678831,66679031,14
chr1,66678842,66679042,31
chr1,66758460,66758660,24
chr1,66863508,66863708,1
chr1,66863507,66863707,12
chr1,66863623,66863823,42
chr1,66987654,66987854,9
chr1,66987653,66987853,17
chr1,69687789,69687989,1
chr1,69687788,69687988,12
chr1,69688156,69688356,43
chr1,74178524,74178724,39
chr1,75248490,75248690,3
chr1,75248489,75248689,14
chr1,75522280,75522480,1
chr1,75522279,75522479,12
chr1,78538084,78538284,1
chr1,78538083,78538283,12
chr1,78538806,78539006,51
chr1,80361556,80361756,2
chr1,80361562,80361762,11
chr1,80361628,80361828,11
chr1,80361654,80361854,11
chr1,80361582,80361782,13
chr1,80361593,80361793,22
chr1,80361590,80361790,24
chr1,80384305,80384505,36
chr1,80389619,80389819,24
chr1,80416506,80416706,1
chr1,80416505,80416705,12
chr1,81375394,81375594,3
chr1,81375393,81375593,14
chr1,81375408,81375608,24
chr1,81375444,81375644,24
chr1,81375465,81375665,24
chr1,81375486,81375686,24
chr1,81375504,81375704,24
chr1,81375522,81375722,24
chr1,81375549,81375749,24
chr1,81375567,81375767,24
chr1,81375591,81375791,24
chr1,81375609,81375809,24
chr1,81375680,81375880,51
chr1,81375679,81375879,92
chr1,82296307,82296507,24
chr1,82296325,82296525,24
chr1,82803758,82803958,27
chr1,82830965,82831165,13
chr1,82830984,82831184,13
chr1,82830973,82831173,22
chr1,82830995,82831195,22
chr1,82900680,82900880,3
chr1,82900679,82900879,14
chr1,85730518,85730718,16
chr1,85735214,85735414,4
chr1,85752764,85752964,11
chr1,86344132,86344332,3
chr1,86344131,86344331,14
chr1,86405045,86405245,22
chr1,86405027,86405227,24
chr1,86441183,86441383,11
chr1,87607338,87607538,23
chr1,87607337,87607537,34
chr1,87847604,87847804,2
chr1,87847499,87847699,30
chr1,88475066,88475266,3
chr1,88475065,88475265,14
chr1,88475493,88475693,76
chr1,88611093,88611293,11
chr1,88616551,88616751,40
chr1,88643217,88643417,23
chr1,88643216,88643416,34
chr1,88684789,88684989,16
chr1,88684789,88684989,19
chr1,88701551,88701751,24
chr1,88698164,88698364,58
chr1,88698164,88698364,59
chr1,91054797,91054997,11
chr1,91056223,91056423,11
chr1,91093430,91093630,6
chr1,91093430,91093630,9
chr1,91093429,91093629,17
chr1,91095650,91095850,4
chr1,91100360,91100560,21
chr1,91100333,91100533,24
chr1,91100351,91100551,24
chr1,91100359,91100559,32
chr1,91190553,91190753,2
chr1,92235875,92236075,82
chr1,93755455,93755655,2
chr1,93825457,93825657,43
chr1,93825446,93825646,45
chr1,94978982,94979182,22
chr1,94978937,94979137,24
chr1,94978955,94979155,24
chr1,94978973,94979173,24
chr1,97525588,97525788,22
chr1,97525561,97525761,24
chr1,97525579,97525779,24
chr1,97580222,97580422,82
chr1,97664758,97664958,4
chr1,97664803,97665003,22
chr1,97664767,97664967,24
chr1,97664785,97664985,24
chr1,97919144,97919344,22
chr1,97919123,97919323,24
chr1,97919141,97919341,24
chr1,105435591,105435791,2
chr1,105435585,105435785,11
chr1,105752414,105752614,19
chr1,105997061,105997261,1
chr1,105997054,105997254,2
chr1,105997088,105997288,3
chr1,105997060,105997260,12
chr1,105997071,105997271,13
chr1,105997091,105997291,13
chr1,105997087,105997287,14
chr1,105997050,105997250,31
chr1,105997081,105997281,31
chr1,105997101,105997301,31
chr1,106036634,106036834,2
chr1,106318324,106318524,6
chr1,106318481,106318681,11
chr1,106318323,106318523,20
chr1,106345713,106345913,13
chr1,106345739,106345939,22
chr1,106345724,106345924,24
chr1,106494718,106494918,3
chr1,106494721,106494921,13
chr1,106494717,106494917,14
chr1,106494726,106494926,24
chr1,106494744,106494944,24
chr1,118290018,118290218,1
chr1,118290029,118290229,2
chr1,118290017,118290217,12
chr1,118290006,118290206,22
chr1,118289943,118290143,24
chr1,118289988,118290188,24
chr1,119990209,119990409,24
chr1,119990374,119990574,24
chr1,119990398,119990598,24
chr1,119990416,119990616,24
chr1,119990560,119990760,24
chr1,119990581,119990781,24
chr1,125465840,125466040,22
chr1,125465819,125466019,24
chr1,125465837,125466037,24
chr1,127159415,127159615,3
chr1,127159414,127159614,14
chr1,127159420,127159620,24
chr1,127159438,127159638,24
chr1,127322656,127322856,2
chr1,127849934,127850134,1
chr1,127849933,127850133,12
chr1,127981818,127982018,39
chr1,128548447,128548647,93
chr1,128548510,128548710,98
chr1,128548510,128548710,99
chr1,128593454,128593654,2
chr1,128605000,128605200,97
chr1,128766455,128766655,2
chr1,128766449,128766649,11
chr1,128766444,128766644,21
chr1,128766438,128766638,22
chr1,128766443,128766643,32
chr1,130502280,130502480,2
chr1,131204198,131204398,48
chr1,131278742,131278942,21
chr1,131278741,131278941,32
chr1,131278969,131279169,53
chr1,131278968,131279168,64
chr1,131278969,131279169,83
chr1,131420763,131420963,39
chr1,132011911,132012111,1
chr1,132011910,132012110,12
chr1,132418274,132418474,1
chr1,132418273,132418473,12
chr1,132418279,132418479,24
chr1,133025960,133026160,26
chr1,133025960,133026160,29
chr1,133025959,133026159,37
chr1,133030022,133030222,2
chr1,133030046,133030246,2
chr1,133039959,133040159,13
chr1,133039973,133040173,22
chr1,133039967,133040167,24
chr1,133801141,133801341,3
chr1,133801140,133801340,14
chr1,134061449,134061649,16
chr1,134065033,134065233,3
chr1,134065032,134065232,14
chr1,134066828,134067028,71
chr1,134066827,134067027,92
chr1,134080152,134080352,2
chr1,134077223,134077423,40
chr1,134362113,134362313,59
chr1,134362124,134362324,82
chr1,136551887,136552087,1
chr1,136551930,136552130,2
chr1,136551886,136552086,12
chr1,136551897,136552097,13
chr1,136551872,136552072,21
chr1,136551866,136552066,22
chr1,136551911,136552111,22
chr1,136551863,136552063,24
chr1,136551871,136552071,32
chr1,136573217,136573417,22
chr1,136573205,136573405,24
chr1,136581925,136582125,2
chr1,136617504,136617704,4
chr1,138062333,138062533,22
chr1,138062324,138062524,24
chr1,138125203,138125403,68
chr1,138125203,138125403,69
chr1,138162686,138162886,52
chr1,138162686,138162886,82
chr1,138172153,138172353,87
chr1,138199615,138199815,24
chr1,138378309,138378509,22
chr1,138378282,138378482,24
chr1,138378300,138378500,24
chr1,138973005,138973205,1
chr1,138973004,138973204,12
chr1,142797167,142797367,24
chr1,142797185,142797385,24
chr1,142797140,142797340,31
chr1,151096622,151096822,87
chr1,151270550,151270750,24
chr1,151754672,151754872,11
chr1,151754677,151754877,13
chr1,152038267,152038467,6
chr1,152038267,152038467,9
chr1,152038266,152038466,17
chr1,152790634,152790834,24
chr1,152790652,152790852,24
chr1,153786772,153786972,35
chr1,153786772,153786972,40
chr1,154118153,154118353,62
chr1,154118154,154118354,81
chr1,154837475,154837675,24
chr1,154837493,154837693,24
chr1,155039940,155040140,1
chr1,155039939,155040139,12
chr1,155476505,155476705,13
chr1,155476513,155476713,22
chr1,156616069,156616269,2
chr1,159952795,159952995,2
chr1,160024088,160024288,2
chr1,160058211,160058411,22
chr1,160058057,160058257,24
chr1,160058096,160058296,24
chr1,160058152,160058352,24
chr1,160058193,160058393,24
chr1,161033839,161034039,61
chr1,161071311,161071511,23
chr1,161071310,161071510,34
chr1,161704262,161704462,53
chr1,161788605,161788805,40
chr1,164063160,164063360,21
chr1,164063159,164063359,32
chr1,164067889,164068089,8
chr1,164069108,164069308,11
chr1,164069128,164069328,11
chr1,164077934,164078134,31
chr1,164573733,164573933,42
chr1,164573734,164573934,51
chr1,165044807,165045007,22
chr1,165071029,165071229,4
chr1,165071065,165071265,22
chr1,165071038,165071238,24
chr1,165071056,165071256,24
chr1,165153235,165153435,11
chr1,165193313,165193513,11
chr1,165718572,165718772,22
chr1,166410195,166410395,1
chr1,166410194,166410394,12
chr1,167393588,167393788,68
chr1,171789534,171789734,85
chr1,171845315,171845515,69
chr1,171845277,171845477,87
chr1,171917180,171917380,2
chr1,171917196,171917396,4
chr1,171921587,171921787,2
chr1,171921433,171921633,4
chr1,171922068,171922268,18
chr1,171961622,171961822,57
chr1,173526012,173526212,24
chr1,176815038,176815238,1
chr1,176815043,176815243,11
chr1,176815037,176815237,12
chr1,177259399,177259599,74
chr1,178321183,178321383,98
chr1,178338079,178338279,2
chr1,178338041,178338241,4
chr1,178405179,178405379,2
chr1,179565094,179565294,4
chr1,179565103,179565303,22
chr1,179565100,179565300,24
chr1,180225699,180225899,11
chr1,180225709,180225909,13
chr1,180225720,180225920,22
chr1,180355477,180355677,11
chr1,180359643,180359843,1
chr1,180359642,180359842,12
chr1,180388782,180388982,1
chr1,180388774,180388974,2
chr1,180388778,180388978,4
chr1,180388781,180388981,12
chr1,180388790,180388990,21
chr1,180388789,180388989,32
chr1,180387989,180388189,72
chr1,180387989,180388189,82
chr1,180403276,180403476,21
chr1,180403275,180403475,32
chr1,180812789,180812989,76
chr1,180812789,180812989,86
chr1,180916075,180916275,67
chr1,180916075,180916275,70
chr1,180916076,180916276,89
chr1,180916075,180916275,97
chr1,180916075,180916275,100
chr1,181061648,181061848,24
chr1,181061666,181061866,24
chr1,181061684,181061884,24
chr1,181860824,181861024,26
chr1,182358831,182359031,2
chr1,182358851,182359051,2
chr1,183180035,183180235,2
chr1,184006388,184006588,18
chr1,184014359,184014559,1
chr1,184014369,184014569,11
chr1,184014394,184014594,11
chr1,184014358,184014558,12
chr1,184014379,184014579,13
chr1,184014389,184014589,31
chr1,184026121,184026321,22
chr1,186749643,186749843,22
chr1,186749589,186749789,24
chr1,186749628,186749828,24
chr1,187308515,187308715,11
chr1,187345562,187345762,22
chr1,187345544,187345744,24
chr1,189799262,189799462,2
chr1,191419470,191419670,11
chr1,193189284,193189484,5
chr1,193189284,193189484,10
chr1,194897817,194898017,24
chr1,194897806,194898006,33
chr1,195089934,195090134,4
chr1,195089929,195090129,13
chr1,195089961,195090161,22
chr1,195089940,195090140,24
chr1,195089958,195090158,24
chr1,195131959,195132159,2
chr1,195131979,195132179,2
chr2,3338418,3338618,22
chr2,3338388,3338588,24
chr2,3338406,3338606,24
chr2,3730059,3730259,82
chr2,3749482,3749682,1
chr2,3749481,3749681,12
chr2,3988514,3988714,1
chr2,3988521,3988721,2
chr2,3988513,3988713,12
chr2,3988755,3988955,22
chr2,3988725,3988925,24
chr2,3988743,3988943,24
chr2,3988510,3988710,31
chr2,4587019,4587219,22
chr2,4586986,4587186,24
chr2,4587004,4587204,24
chr2,4730240,4730440,27
chr2,4730240,4730440,30
chr2,6290216,6290416,11
chr2,6290142,6290342,24
chr2,9341970,9342170,13
chr2,9341975,9342175,24
chr2,9341999,9342199,24
chr2,9341964,9342164,33
chr2,9745514,9745714,1
chr2,9745440,9745640,3
chr2,9745446,9745646,11
chr2,9745513,9745713,12
chr2,9745456,9745656,13
chr2,9745439,9745639,14
chr2,9745349,9745549,16
chr2,9745464,9745664,22
chr2,9745461,9745661,24
chr2,9745436,9745636,31
chr2,9745433,9745633,33
chr2,9745453,9745653,33
chr2,9745472,9745672,33
chr2,9774739,9774939,3
chr2,9774745,9774945,13
chr2,9774738,9774938,14
chr2,9774727,9774927,22
chr2,9774753,9774953,22
chr2,9774724,9774924,24
chr2,9774750,9774950,24
chr2,9774735,9774935,31
chr2,9774732,9774932,33
chr2,9872576,9872776,11
chr2,11161529,11161729,51
chr2,11160474,11160674,69
chr2,11161528,11161728,92
chr2,11172860,11173060,1
chr2,11172819,11173019,11
chr2,11172859,11173059,12
chr2,11174128,11174328,31
chr2,11178158,11178358,59
chr2,11177929,11178129,74
chr2,11177929,11178129,84
chr2,11190746,11190946,11
chr2,11193863,11194063,1
chr2,11193857,11194057,2
chr2,11193120,11193320,6
chr2,11193120,11193320,9
chr2,11193868,11194068,11
chr2,11193862,11194062,12
chr2,11193119,11193319,17
chr2,11193272,11193472,54
chr2,11202588,11202788,2
chr2,11202581,11202781,31
chr2,11206012,11206212,1
chr2,11205919,11206119,8
chr2,11206011,11206211,12
chr2,11211441,11211641,1
chr2,11211440,11211640,12
chr2,11254567,11254767,54
chr2,11375104,11375304,11
chr2,11553452,11553652,76
chr2,11553452,11553652,79
chr2,11658858,11659058,11
chr2,13558467,13558667,69
chr2,13963908,13964108,24
chr2,13963926,13964126,24
chr2,14074239,14074439,31
chr2,14880032,14880232,2
chr2,15049491,15049691,7
chr2,17196115,17196315,24
chr2,17196133,17196333,24
chr2,17196154,17196354,24
chr2,18873171,18873371,67
chr2,18873172,18873372,89
chr2,19301017,19301217,1
chr2,19301012,19301212,11
chr2,19301016,19301216,12
chr2,19389052,19389252,8
chr2,19728952,19729152,22
chr2,19728958,19729158,23
chr2,19728934,19729134,24
chr2,19728957,19729157,34
chr2,21205248,21205448,13
chr2,22805304,22805504,11
chr2,24451652,24451852,4
chr2,24451649,24451849,21
chr2,24451640,24451840,22
chr2,24451634,24451834,24
chr2,24451664,24451864,24
chr2,24451682,24451882,24
chr2,24451645,24451845,31
chr2,24451648,24451848,32
chr2,24830935,24831135,3
chr2,24830938,24831138,13
chr2,24830934,24831134,14
chr2,24830921,24831121,23
chr2,24830920,24831120,34
chr2,25157755,25157955,13
chr2,25211615,25211815,69
chr2,25575464,25575664,26
chr2,25575463,25575663,40
chr2,26021728,26021928,73
chr2,26936746,26936946,2
chr2,26936966,26937166,2
chr2,27194925,27195125,4
chr2,27194931,27195131,24
chr2,27194949,27195149,24
chr2,28916311,28916511,22
chr2,29096120,29096320,11
chr2,29097337,29097537,2
chr2,29097349,29097549,4
chr2,29097364,29097564,22
chr2,29097358,29097558,24
chr2,29619285,29619485,4
chr2,29620342,29620542,21
chr2,29620341,29620541,32
chr2,29631783,29631983,1
chr2,29631827,29632027,1
chr2,29631790,29631990,2
chr2,29631845,29632045,11
chr2,29631782,29631982,12
chr2,29631826,29632026,12
chr2,29661439,29661639,9
chr2,29661438,29661638,17
chr2,29670687,29670887,7
chr2,29826835,29827035,2
chr2,29873417,29873617,67
chr2,29873406,29873606,87
chr2,29873418,29873618,89
chr2,31062458,31062658,23
chr2,31062457,31062657,34
chr2,31066377,31066577,1
chr2,31066376,31066576,12
chr2,31616429,31616629,24
chr2,32047288,32047488,11
chr2,32138237,32138437,11
chr2,32155432,32155632,9
chr2,32155431,32155631,17
chr2,32164845,32165045,31
chr2,32170910,32171110,13
chr2,32170961,32171161,13
chr2,32209616,32209816,1
chr2,32209604,32209804,2
chr2,32209627,32209827,4
chr2,32209615,32209815,12
chr2,32209593,32209793,21
chr2,32209639,32209839,24
chr2,32209592,32209792,32
chr2,32500451,32500651,11
chr2,32538540,32538740,4
chr2,32757766,32757966,2
chr2,32778182,32778382,13
chr2,32917774,32917974,11
chr2,32982212,32982412,1
chr2,32982211,32982411,12
chr2,33914114,33914314,2
chr2,34964004,34964204,2
chr2,35131498,35131698,3
chr2,35131497,35131697,14
chr2,35131486,35131686,22
chr2,35131492,35131692,23
chr2,35131491,35131691,34
chr2,35445237,35445437,62
chr2,35445238,35445438,81
chr2,35463283,35463483,1
chr2,35463282,35463482,12
chr2,37706909,37707109,24
chr2,38181298,38181498,22
chr2,38181265,38181465,24
chr2,38181283,38181483,24
chr2,38229216,38229416,22
chr2,38229183,38229383,24
chr2,38229201,38229401,24
chr2,38229832,38230032,24
chr2,38229850,38230050,24
chr2,38321132,38321332,51
chr2,43738272,43738472,2
chr2,43738261,43738461,11
chr2,43772677,43772877,39
chr2,43811494,43811694,2
chr2,43811513,43811713,4
chr2,43811519,43811719,24
chr2,44034797,44034997,22
chr2,44034776,44034976,24
chr2,48023376,48023576,4
chr2,48023382,48023582,24
chr2,48510467,48510667,2
chr2,48510564,48510764,22
chr2,48510540,48510740,24
chr2,48510558,48510758,24
chr2,49764819,49765019,69
chr2,50296856,50297056,22
chr2,51934296,51934496,1
chr2,51934295,51934495,12
chr2,57174559,57174759,3
chr2,57174641,57174841,13
chr2,57174558,57174758,14
chr2,57174564,57174764,24
chr2,57174591,57174791,24
chr2,57174609,57174809,24
chr2,57888305,57888505,3
chr2,57888304,57888504,14
chr2,57888310,57888510,24
chr2,57888328,57888528,24
chr2,58139164,58139364,1
chr2,58138312,58138512,2
chr2,58139169,58139369,2
chr2,58138038,58138238,11
chr2,58139163,58139363,12
chr2,58139153,58139353,21
chr2,58138028,58138228,31
chr2,58139152,58139352,32
chr2,58157340,58157540,1
chr2,58157193,58157393,2
chr2,58157178,58157378,4
chr2,58157339,58157539,12
chr2,58179219,58179419,19
chr2,58179068,58179268,38
chr2,58179068,58179268,39
chr2,58184279,58184479,31
chr2,58210348,58210548,23
chr2,58210356,58210556,24
chr2,58210347,58210547,34
chr2,58619264,58619464,24
chr2,58619282,58619482,24
chr2,58844867,58845067,11
chr2,59354052,59354252,22
chr2,59449416,59449616,22
chr2,59449389,59449589,24
chr2,59449407,59449607,24
chr2,59471228,59471428,38
chr2,59469296,59469496,87
chr2,59482920,59483120,2
chr2,59482928,59483128,8
chr2,59482732,59482932,11
chr2,59482752,59482952,11
chr2,59882666,59882866,2
chr2,60085545,60085745,1
chr2,60085544,60085744,12
chr2,61503807,61504007,24
chr2,61763662,61763862,2
chr2,61763656,61763856,11
chr2,61763852,61764052,22
chr2,61763825,61764025,24
chr2,61763843,61764043,24
chr2,62308113,62308313,4
chr2,62308090,62308290,13
chr2,62308101,62308301,22
chr2,62308119,62308319,22
chr2,62308107,62308307,24
chr2,62352075,62352275,39
chr2,62513316,62513516,24
chr2,62513334,62513534,24
chr2,65342924,65343124,31
chr2,65552077,65552277,74
chr2,65552077,65552277,84
chr2,68501428,68501628,24
chr2,68501446,68501646,24
chr2,68800601,68800801,1
chr2,68800600,68800800,12
chr2,68800801,68801001,22
chr2,68800771,68800971,24
chr2,68800789,68800989,24
chr2,68876015,68876215,22
chr2,69635154,69635354,11
chr2,69635139,69635339,21
chr2,69635138,69635338,32
chr2,69779150,69779350,11
chr2,70835634,70835834,1
chr2,70835633,70835833,12
chr2,71049733,71049933,21
chr2,71049712,71049912,24
chr2,71049732,71049932,32
chr2,71723158,71723358,24
chr2,71736014,71736214,22
chr2,71814368,71814568,8
chr2,71814367,71814567,20
chr2,71813807,71814007,74
chr2,71865965,71866165,1
chr2,71865697,71865897,4
chr2,71865964,71866164,12
chr2,71865685,71865885,22
chr2,71865703,71865903,22
chr2,71865670,71865870,24
chr2,71865708,71865908,31
chr2,71872666,71872866,61
chr2,72117414,72117614,1
chr2,72117421,72117621,2
chr2,72117413,72117613,12
chr2,72145767,72145967,3
chr2,72145493,72145693,11
chr2,72145766,72145966,14
chr2,72145649,72145849,51
chr2,72145648,72145848,92
chr2,72282627,72282827,21
chr2,72282621,72282821,22
chr2,72282626,72282826,32
chr2,72856732,72856932,11
chr2,73028956,73029156,22
chr2,73028923,73029123,24
chr2,73028941,73029141,24
chr2,73452013,73452213,1
chr2,73452012,73452212,12
chr2,75072887,75073087,11
chr2,75636901,75637101,64
chr2,75636902,75637102,83
chr2,75639285,75639485,11
chr2,75639198,75639398,22
chr2,75892307,75892507,2
chr2,76672854,76673054,6
chr2,78869589,78869789,2
chr2,79121118,79121318,11
chr2,79127400,79127600,1
chr2,79127399,79127599,12
chr2,79716967,79717167,24
chr2,79716985,79717185,24
chr2,80185688,80185888,24
chr2,80185706,80185906,24
chr2,80681307,80681507,64
chr2,80681308,80681508,83
chr2,83645048,83645248,2
chr2,84424239,84424439,2
chr2,84424254,84424454,11
chr2,85983390,85983590,22
chr2,85983378,85983578,24
chr2,90744996,90745196,52
chr2,90928438,90928638,2
chr2,90928426,90928626,22
chr2,90928568,90928768,22
chr2,90928402,90928602,24
chr2,90928420,90928620,24
chr2,91187666,91187866,18
chr2,91191297,91191497,2
chr2,91711084,91711284,11
chr2,91876123,91876323,72
chr2,92069350,92069550,24
chr2,92069368,92069568,24
chr2,92069386,92069586,24
chr2,92254420,92254620,2
chr2,92254448,92254648,2
chr2,92254443,92254643,11
chr2,92253742,92253942,57
chr2,92442960,92443160,2
chr2,93453259,93453459,1
chr2,93453263,93453463,2
chr2,93453280,93453480,4
chr2,93453269,93453469,11
chr2,93453258,93453458,12
chr2,93471477,93471677,4
chr2,94405829,94406029,68
chr2,101692811,101693011,4
chr2,101692825,101693025,13
chr2,101692854,101693054,22
chr2,101692833,101693033,24
chr2,101692851,101693051,24
chr2,101692822,101693022,33
chr2,101908599,101908799,22
chr2,101908584,101908784,24
chr2,101991832,101992032,1
chr2,101993204,101993404,1
chr2,101991831,101992031,12
chr2,101993203,101993403,12
chr2,101992226,101992426,33
chr2,102873968,102874168,11
chr2,103583378,103583578,53
chr2,103583377,103583577,64
chr2,103583378,103583578,83
chr2,105021992,105022192,22
chr2,112676727,112676927,22
chr2,113849029,113849229,11
chr2,113849014,113849214,22
chr2,113849008,113849208,24
chr2,113849019,113849219,31
chr2,114083877,114084077,24
chr2,114083895,114084095,24
chr2,114144564,114144764,4
chr2,114144252,114144452,11
chr2,117390293,117390493,1
chr2,117390292,117390492,12
chr2,117421527,117421727,7
chr2,117421527,117421727,10
chr2,118479891,118480091,8
chr2,118479891,118480091,9
chr2,118479890,118480090,17
chr2,118479890,118480090,20
chr2,118602356,118602556,22
chr2,118602341,118602541,24
chr2,120499788,120499988,29
chr2,120499787,120499987,37
chr2,120563944,120564144,2
chr2,120971359,120971559,1
chr2,120971059,120971259,2
chr2,120971364,120971564,2
chr2,120971358,120971558,12
chr2,120978116,120978316,11
chr2,121271434,121271634,20
chr2,122467127,122467327,8
chr2,124728840,124729040,24
chr2,124728858,124729058,24
chr2,124728876,124729076,24
chr2,126317223,126317423,2
chr2,126317243,126317443,3
chr2,126317239,126317439,4
chr2,126317212,126317412,11
chr2,126317242,126317442,14
chr2,126317266,126317466,22
chr2,126317248,126317448,24
chr2,127134331,127134531,11
chr2,127207805,127208005,11
chr2,127338525,127338725,38
chr2,127917150,127917350,87
chr2,127927355,127927555,26
chr2,127927355,127927555,29
chr2,127927354,127927554,37
chr2,127927354,127927554,40
chr2,128088077,128088277,2
chr2,128451397,128451597,4
chr2,128818764,128818964,80
chr2,128818764,128818964,90
chr2,128878507,128878707,9
chr2,128878506,128878706,17
chr2,129084895,129085095,2
chr2,129194492,129194692,1
chr2,129194491,129194691,12
chr2,130179374,130179574,11
chr2,130481011,130481211,1
chr2,130481022,130481222,3
chr2,130481010,130481210,12
chr2,130481021,130481221,14
chr2,130481062,130481262,22
chr2,130481030,130481230,23
chr2,130481041,130481241,24
chr2,130481059,130481259,24
chr2,130481029,130481229,34
chr2,131886371,131886571,22
chr2,131886359,131886559,24
chr2,132511250,132511450,1
chr2,132511238,132511438,2
chr2,132511249,132511449,12
chr2,132512273,132512473,52
chr2,132512273,132512473,82
chr2,132597762,132597962,13
chr2,136890613,136890813,4
chr2,136890622,136890822,21
chr2,136890621,136890821,32
chr2,140042996,140043196,2
chr2,140042993,140043193,21
chr2,140042984,140043184,22
chr2,140042989,140043189,31
chr2,140042992,140043192,32
chr2,144459030,144459230,1
chr2,144459029,144459229,12
chr2,144600291,144600491,24
chr2,146855762,146855962,7
chr2,146855762,146855962,10
chr2,146855262,146855462,11
chr2,148425910,148426110,28
chr2,148425909,148426109,40
chr2,149161775,149161975,72
chr2,150310857,150311057,11
chr2,150311387,150311587,13
chr2,150377121,150377321,3
chr2,150377120,150377320,14
chr2,150377153,150377353,21
chr2,150377144,150377344,22
chr2,150377150,150377350,23
chr2,150377126,150377326,24
chr2,150377152,150377352,32
chr2,150377149,150377349,34
chr2,152775580,152775780,21
chr2,152775579,152775779,32
chr2,152775485,152775685,59
