chr,start,end,group
chr1,138187895,138188095,22
chr1,138188433,138188633,84
chr1,138298449,138298649,1
chr1,138298450,138298650,12
chr1,139033146,139033346,13
chr1,144003631,144003831,98
chr1,144003631,144003831,99
chr1,144006943,144007143,2
chr1,144249193,144249393,87
chr1,144516652,144516852,23
chr1,144516664,144516864,33
chr1,144516682,144516882,33
chr1,144516653,144516853,34
chr1,151074780,151074980,18
chr1,151873457,151873657,13
chr1,151873460,151873660,33
chr1,151873478,151873678,33
chr1,151960495,151960695,18
chr1,152037393,152037593,24
chr1,152254109,152254309,56
chr1,152254109,152254309,59
chr1,152263067,152263267,21
chr1,152263068,152263268,32
chr1,152263032,152263232,33
chr1,152263050,152263250,33
chr1,152287641,152287841,4
chr1,153497826,153498026,2
chr1,153497815,153498015,11
chr1,153497750,153497950,31
chr1,153497735,153497935,33
chr1,153497753,153497953,33
chr1,153630743,153630943,11
chr1,153630755,153630955,13
chr1,153630793,153630993,21
chr1,153630794,153630994,32
chr1,153630758,153630958,33
chr1,153630776,153630976,33
chr1,153786890,153787090,2
chr1,153786900,153787100,3
chr1,153786901,153787101,14
chr1,153786927,153787127,33
chr1,153786945,153787145,33
chr1,154300681,154300881,33
chr1,154300699,154300899,33
chr1,154300717,154300917,33
chr1,155173445,155173645,56
chr1,155173560,155173760,56
chr1,155173445,155173645,59
chr1,155173560,155173760,59
chr1,155417745,155417945,58
chr1,155470601,155470801,13
chr1,155470604,155470804,33
chr1,156280501,156280701,4
chr1,156407618,156407818,1
chr1,156407619,156407819,12
chr1,156569523,156569723,2
chr1,156740661,156740861,13
chr1,156740664,156740864,33
chr1,156740682,156740882,33
chr1,156938511,156938711,1
chr1,156938545,156938745,4
chr1,156938512,156938712,12
chr1,156986572,156986772,1
chr1,156986579,156986779,3
chr1,156986573,156986773,12
chr1,156986588,156986788,13
chr1,156986580,156986780,14
chr1,157098947,157099147,33
chr1,157098965,157099165,33
chr1,160042594,160042794,26
chr1,160042595,160042795,40
chr1,160045031,160045231,2
chr1,160046926,160047126,31
chr1,160247211,160247411,1
chr1,160247229,160247429,3
chr1,160247233,160247433,4
chr1,160247545,160247745,4
chr1,160247212,160247412,12
chr1,160247238,160247438,13
chr1,160247230,160247430,14
chr1,160247241,160247441,33
chr1,160299824,160300024,71
chr1,160306190,160306390,1
chr1,160306296,160306496,1
chr1,160306514,160306714,3
chr1,160306191,160306391,12
chr1,160306297,160306497,12
chr1,160306308,160306508,13
chr1,160306515,160306715,14
chr1,160306311,160306511,33
chr1,160919702,160919902,1
chr1,160919752,160919952,3
chr1,160919703,160919903,12
chr1,160919714,160919914,13
chr1,160919753,160919953,14
chr1,160919741,160919941,31
chr1,160919764,160919964,31
chr1,160919717,160919917,33
chr1,160919735,160919935,33
chr1,161310023,161310223,23
chr1,161309997,161310197,33
chr1,161310024,161310224,34
chr1,161661675,161661875,2
chr1,161661680,161661880,11
chr1,161661668,161661868,21
chr1,161661665,161661865,22
chr1,161661669,161661869,32
chr1,161661654,161661854,33
chr1,161661637,161661837,72
chr1,161661637,161661837,82
chr1,161670594,161670794,11
chr1,161704636,161704836,1
chr1,161704637,161704837,12
chr1,161907961,161908161,36
chr1,161907961,161908161,39
chr1,162126449,162126649,13
chr1,162665140,162665340,3
chr1,162665141,162665341,14
chr1,162751893,162752093,11
chr1,164076409,164076609,13
chr1,164087024,164087224,21
chr1,164087061,164087261,22
chr1,164087027,164087227,23
chr1,164087025,164087225,32
chr1,164087016,164087216,33
chr1,164087028,164087228,34
chr1,164815289,164815489,31
chr1,164881806,164882006,4
chr1,165377775,165377975,3
chr1,165377779,165377979,4
chr1,165377784,165377984,13
chr1,165377776,165377976,14
chr1,165377789,165377989,21
chr1,165377790,165377990,32
chr1,165460500,165460700,54
chr1,165460500,165460700,84
chr1,165675929,165676129,13
chr1,165675932,165676132,33
chr1,165701794,165701994,22
chr1,165747252,165747452,3
chr1,165747292,165747492,3
chr1,165747286,165747486,11
chr1,165747298,165747498,13
chr1,165747253,165747453,14
chr1,165747293,165747493,14
chr1,165747319,165747519,31
chr1,165747301,165747501,33
chr1,165810674,165810874,62
chr1,165810673,165810873,71
chr1,165810673,165810873,81
chr1,165847887,165848087,62
chr1,165847886,165848086,81
chr1,166043917,166044117,22
chr1,166400827,166401027,11
chr1,166400753,166400953,33
chr1,166400771,166400971,33
chr1,167245460,167245660,7
chr1,167286263,167286463,13
chr1,167286296,167286496,31
chr1,167286272,167286472,33
chr1,171844739,171844939,2
chr1,171919047,171919247,67
chr1,171919046,171919246,76
chr1,171919046,171919246,79
chr1,171919046,171919246,86
chr1,171919046,171919246,89
chr1,172126524,172126724,11
chr1,172147669,172147869,11
chr1,172525486,172525686,11
chr1,173425268,173425468,13
chr1,173425297,173425497,21
chr1,173425298,173425498,32
chr1,173425271,173425471,33
chr1,173425289,173425489,33
chr1,173641472,173641672,33
chr1,173641490,173641690,33
chr1,173672982,173673182,1
chr1,173672983,173673183,12
chr1,176949701,176949901,15
chr1,177257135,177257335,55
chr1,177257135,177257335,85
chr1,177795665,177795865,1
chr1,177795666,177795866,12
chr1,180335654,180335854,62
chr1,180335653,180335853,81
chr1,180812018,180812218,11
chr1,180916064,180916264,16
chr1,180916064,180916264,19
chr1,180942998,180943198,4
chr1,181144476,181144676,52
chr1,181256571,181256771,2
chr1,181861158,181861358,1
chr1,181861169,181861369,2
chr1,181861321,181861521,4
chr1,181861159,181861359,12
chr1,183179854,183180054,2
chr1,184025263,184025463,20
chr1,184024648,184024848,52
chr1,184060640,184060840,11
chr1,184117140,184117340,33
chr1,184793013,184793213,2
chr1,185203660,185203860,11
chr1,187347079,187347279,85
chr1,191193824,191194024,1
chr1,191193825,191194025,12
chr1,191419184,191419384,72
chr1,191419184,191419384,82
chr1,191479721,191479921,1
chr1,191479722,191479922,12
chr1,193173003,193173203,33
chr1,193200951,193201151,63
chr1,193264758,193264958,87
chr1,193325053,193325253,33
chr1,193337351,193337551,90
chr1,193420394,193420594,33
chr1,193444255,193444455,11
chr1,193447002,193447202,21
chr1,193447003,193447203,32
chr1,195089857,195090057,11
chr1,195176167,195176367,13
chr1,195176206,195176406,18
chr1,195176206,195176406,19
chr1,195176194,195176394,31
chr1,195176170,195176370,33
chr1,195176188,195176388,33
chr2,3512751,3512951,26
chr2,3512752,3512952,40
chr2,3703766,3703966,23
chr2,3703743,3703943,33
chr2,3703767,3703967,34
chr2,3712936,3713136,11
chr2,3756016,3756216,66
chr2,4581013,4581213,11
chr2,4580775,4580975,57
chr2,4580775,4580975,60
chr2,4580775,4580975,87
chr2,4580775,4580975,90
chr2,4879869,4880069,33
chr2,6680659,6680859,13
chr2,6680662,6680862,33
chr2,6680680,6680880,33
chr2,6681340,6681540,4
chr2,6681191,6681391,8
chr2,6703722,6703922,3
chr2,6703723,6703923,14
chr2,9467481,9467681,24
chr2,9520572,9520772,68
chr2,9520572,9520772,98
chr2,9593672,9593872,15
chr2,9596191,9596391,1
chr2,9596192,9596392,12
chr2,9681459,9681659,1
chr2,9681460,9681660,12
chr2,9878212,9878412,11
chr2,11161478,11161678,2
chr2,11172698,11172898,11
chr2,11194184,11194384,62
chr2,11194183,11194383,71
chr2,11194183,11194383,81
chr2,11196109,11196309,53
chr2,11196110,11196310,94
chr2,11216313,11216513,21
chr2,11216314,11216514,32
chr2,11375496,11375696,2
chr2,11375506,11375706,3
chr2,11375512,11375712,13
chr2,11375507,11375707,14
chr2,11375518,11375718,31
chr2,11575267,11575467,33
chr2,11635647,11635847,87
chr2,13166792,13166992,13
chr2,13166860,13167060,33
chr2,13233020,13233220,2
chr2,13413269,13413469,2
chr2,13481398,13481598,33
chr2,13481416,13481616,33
chr2,13544234,13544434,62
chr2,13544233,13544433,71
chr2,13544233,13544433,81
chr2,13544234,13544434,92
chr2,18873345,18873545,13
chr2,18873348,18873548,33
chr2,18915989,18916189,22
chr2,18915973,18916173,24
chr2,18917871,18918071,33
chr2,18947133,18947333,66
chr2,18947133,18947333,96
chr2,18959331,18959531,24
chr2,18958021,18958221,29
chr2,18958022,18958222,37
chr2,19062442,19062642,2
chr2,19062458,19062658,13
chr2,19062461,19062661,33
chr2,19062479,19062679,33
chr2,19062497,19062697,33
chr2,19371311,19371511,2
chr2,22795490,22795690,8
chr2,22795490,22795690,9
chr2,22795491,22795691,17
chr2,22962250,22962450,7
chr2,24366408,24366608,31
chr2,24383590,24383790,28
chr2,24383591,24383791,40
chr2,24386049,24386249,3
chr2,24386053,24386253,4
chr2,24386042,24386242,11
chr2,24386050,24386250,14
chr2,25211615,25211815,87
chr2,25258909,25259109,2
chr2,25258958,25259158,67
chr2,25258957,25259157,89
chr2,25258958,25259158,97
chr2,25422922,25423122,51
chr2,26497499,26497699,54
chr2,26668170,26668370,22
chr2,28467644,28467844,1
chr2,28467634,28467834,2
chr2,28467650,28467850,11
chr2,28467645,28467845,12
chr2,28467662,28467862,13
chr2,28467673,28467873,22
chr2,29102028,29102228,2
chr2,29102048,29102248,2
chr2,29102068,29102268,2
chr2,29102435,29102635,2
chr2,29632730,29632930,1
chr2,29632731,29632931,12
chr2,29787306,29787506,1
chr2,29787307,29787507,12
chr2,29826738,29826938,31
chr2,29826966,29827166,41
chr2,30261275,30261475,11
chr2,30415844,30416044,11
chr2,31066321,31066521,33
chr2,31066339,31066539,33
chr2,31108172,31108372,41
chr2,31108172,31108372,91
chr2,31114906,31115106,13
chr2,31114909,31115109,33
chr2,31118958,31119158,2
chr2,31150936,31151136,1
chr2,31150928,31151128,3
chr2,31150937,31151137,12
chr2,31150929,31151129,14
chr2,32060198,32060398,1
chr2,32061707,32061907,11
chr2,32060199,32060399,12
chr2,32068543,32068743,22
chr2,32071257,32071457,87
chr2,32077699,32077899,11
chr2,32154802,32155002,2
chr2,32494277,32494477,3
chr2,32494270,32494470,11
chr2,32494278,32494478,14
chr2,32712356,32712556,31
chr2,33302860,33303060,24
chr2,33908029,33908229,2
chr2,34689492,34689692,13
chr2,34689495,34689695,33
chr2,34689513,34689713,33
chr2,34790461,34790661,6
chr2,34939019,34939219,58
chr2,34939019,34939219,59
chr2,34939020,34939220,67
chr2,34939019,34939219,88
chr2,34939019,34939219,89
chr2,34939020,34939220,97
chr2,35462513,35462713,56
chr2,35462513,35462713,59
chr2,35462514,35462714,67
chr2,35462514,35462714,70
chr2,35461532,35461732,72
chr2,35462513,35462713,86
chr2,35462513,35462713,89
chr2,36136883,36137083,72
chr2,37702986,37703186,25
chr2,38064477,38064677,1
chr2,38064478,38064678,12
chr2,38072383,38072583,78
chr2,39008802,39009002,25
chr2,39008802,39009002,30
chr2,39027648,39027848,2
chr2,39027659,39027859,11
chr2,39027621,39027821,13
chr2,39027800,39028000,13
chr2,39027641,39027841,21
chr2,39027638,39027838,22
chr2,39027826,39028026,23
chr2,39027642,39027842,32
chr2,39027624,39027824,33
chr2,39027803,39028003,33
chr2,39027827,39028027,34
chr2,39052363,39052563,21
chr2,39052364,39052564,32
chr2,39052343,39052543,33
chr2,39064392,39064592,11
chr2,39064353,39064553,13
chr2,39064380,39064580,31
chr2,39064356,39064556,33
chr2,39395029,39395229,33
chr2,39395047,39395247,33
chr2,39395065,39395265,33
chr2,43992548,43992748,2
chr2,49764714,49764914,24
chr2,49838084,49838284,2
chr2,51972439,51972639,13
chr2,51972442,51972642,33
chr2,51972460,51972660,33
chr2,52072409,52072609,1
chr2,52072379,52072579,3
chr2,52072410,52072610,12
chr2,52072380,52072580,14
chr2,52314788,52314988,22
chr2,52409362,52409562,13
chr2,52409365,52409565,33
chr2,57182274,57182474,11
chr2,58906572,58906772,6
chr2,58906572,58906772,9
chr2,58906573,58906773,17
chr2,59438369,59438569,11
chr2,59440771,59440971,18
chr2,59449212,59449412,2
chr2,59449207,59449407,4
chr2,59449217,59449417,22
chr2,59469296,59469496,69
chr2,59474972,59475172,2
chr2,59474987,59475187,3
chr2,59474993,59475193,13
chr2,59474988,59475188,14
chr2,59474367,59474567,71
chr2,59882061,59882261,2
chr2,60019657,60019857,11
chr2,60204214,60204414,40
chr2,60299192,60299392,13
chr2,60299195,60299395,33
chr2,60299213,60299413,33
chr2,60750697,60750897,11
chr2,60810522,60810722,2
chr2,61051744,61051944,72
chr2,61051744,61051944,82
chr2,62471750,62471950,33
chr2,68881410,68881610,33
chr2,68881428,68881628,33
chr2,69861305,69861505,1
chr2,69861306,69861506,12
chr2,70022012,70022212,1
chr2,70022013,70022213,12
chr2,70661174,70661374,11
chr2,70810106,70810306,11
chr2,70836098,70836298,2
chr2,70835963,70836163,3
chr2,70835964,70836164,14
chr2,70835952,70836152,61
chr2,70835952,70836152,91
chr2,70852370,70852570,1
chr2,70852371,70852571,12
chr2,70922653,70922853,11
chr2,71049651,71049851,11
chr2,71812786,71812986,63
chr2,72114079,72114279,61
chr2,72114355,72114555,88
chr2,72145987,72146187,68
chr2,72838236,72838436,2
chr2,73002484,73002684,8
chr2,73002484,73002684,9
chr2,73002485,73002685,17
chr2,73449572,73449772,77
chr2,73449572,73449772,87
chr2,73451546,73451746,11
chr2,73452133,73452333,11
chr2,73451558,73451758,13
chr2,75055155,75055355,3
chr2,75055156,75055356,14
chr2,75402738,75402938,33
chr2,75402756,75402956,33
chr2,75786162,75786362,20
chr2,77945613,77945813,16
chr2,79250093,79250293,74
chr2,79251810,79252010,87
chr2,79259817,79260017,74
chr2,79311718,79311918,13
chr2,79311721,79311921,33
chr2,79311739,79311939,33
chr2,79773433,79773633,33
chr2,83644560,83644760,51
chr2,83644561,83644761,92
chr2,83914164,83914364,13
chr2,83914167,83914367,33
chr2,83914185,83914385,33
chr2,84030034,84030234,13
chr2,84030037,84030237,33
chr2,84350178,84350378,23
chr2,84350237,84350437,23
chr2,84350194,84350394,24
chr2,84350179,84350379,34
chr2,84350238,84350438,34
chr2,84424364,84424564,11
chr2,84715529,84715729,6
chr2,90744946,90745146,1
chr2,90744947,90745147,12
chr2,91972218,91972418,31
chr2,92434426,92434626,1
chr2,92434427,92434627,12
chr2,93192335,93192535,87
chr2,93454072,93454272,11
chr2,101653034,101653234,1
chr2,101653017,101653217,11
chr2,101653035,101653235,12
chr2,101756372,101756572,2
chr2,101999567,101999767,31
chr2,101999537,101999737,33
chr2,101999555,101999755,33
chr2,102030852,102031052,61
chr2,102030852,102031052,91
chr2,102030759,102030959,99
chr2,102044402,102044602,11
chr2,103583405,103583605,18
chr2,103703503,103703703,66
chr2,103703503,103703703,69
chr2,103796063,103796263,22
chr2,104286411,104286611,13
chr2,104286431,104286631,22
chr2,104286414,104286614,33
chr2,104494188,104494388,27
chr2,104849100,104849300,2
chr2,106002954,106003154,66
chr2,112798234,112798434,33
chr2,112798252,112798452,33
chr2,113848615,113848815,72
chr2,114145976,114146176,21
chr2,114145977,114146177,32
chr2,114144982,114145182,33
chr2,117317123,117317323,21
chr2,117317124,117317324,32
chr2,117317028,117317228,33
chr2,117317046,117317246,33
chr2,117357049,117357249,33
chr2,117450639,117450839,2
chr2,119046527,119046727,6
chr2,119206109,119206309,13
chr2,119206112,119206312,33
chr2,119379335,119379535,33
chr2,120027775,120027975,16
chr2,121355388,121355588,80
chr2,121355388,121355588,90
chr2,121413239,121413439,11
chr2,126673233,126673433,8
chr2,126673233,126673433,9
chr2,126673234,126673434,17
chr2,126673234,126673434,20
chr2,126674545,126674745,33
chr2,126793832,126794032,2
chr2,126793809,126794009,11
chr2,126793837,126794037,13
chr2,126793846,126794046,33
chr2,127070442,127070642,11
chr2,127339107,127339307,93
chr2,127921758,127921958,4
chr2,127927271,127927471,1
chr2,127927272,127927472,12
chr2,128028235,128028435,13
chr2,128028249,128028449,22
chr2,128028238,128028438,33
chr2,128102991,128103191,69
chr2,129084822,129085022,13
chr2,129084825,129085025,33
chr2,129084843,129085043,33
chr2,132028266,132028466,92
chr2,132508998,132509198,2
chr2,132513312,132513512,2
chr2,132509013,132509213,4
chr2,132509009,132509209,11
chr2,132513301,132513501,11
chr2,132511442,132511642,74
chr2,132511442,132511642,84
chr2,132657951,132658151,13
chr2,132657954,132658154,33
chr2,132657972,132658172,33
chr2,132930367,132930567,33
chr2,132930385,132930585,33
chr2,132930403,132930603,33
chr2,139925344,139925544,1
chr2,139924744,139924944,2
chr2,139925350,139925550,2
chr2,139925333,139925533,11
chr2,139925345,139925545,12
chr2,139935091,139935291,2
chr2,139935020,139935220,21
chr2,139935021,139935221,32
chr2,144230849,144231049,4
chr2,144300198,144300398,62
chr2,144300197,144300397,81
chr2,144779814,144780014,13
chr2,144779817,144780017,33
chr2,144779835,144780035,33
chr2,145225837,145226037,18
chr2,149161687,149161887,13
chr2,149161651,149161851,31
chr2,149161708,149161908,31
chr2,149161645,149161845,33
chr2,149161690,149161890,33
chr2,149312315,149312515,4
chr2,149312320,149312520,13
chr2,149312338,149312538,31
chr2,149312323,149312523,33
chr2,150578997,150579197,23
chr2,150578998,150579198,34
chr2,150674993,150675193,3
chr2,150674994,150675194,14
chr2,152332742,152332942,62
chr2,152332741,152332941,81
chr2,152360261,152360461,13
chr2,153576899,153577099,1
chr2,153576900,153577100,12
chr2,153576889,153577089,22
chr2,153576892,153577092,24
chr2,153576875,153577075,33
chr2,153702740,153702940,33
chr2,153702758,153702958,33
chr2,154586368,154586568,3
chr2,154586369,154586569,14
chr2,154586380,154586580,33
chr2,155079407,155079607,69
chr2,155357837,155358037,19
chr2,155552766,155552966,11
chr2,155554637,155554837,23
chr2,155554638,155554838,34
chr2,155696441,155696641,2
chr2,156980265,156980465,3
chr2,156980266,156980466,14
chr2,157128915,157129115,2
chr2,157201442,157201642,1
chr2,157201346,157201546,3
chr2,157201443,157201643,12
chr2,157201347,157201547,14
chr2,158736419,158736619,1
chr2,158736431,158736631,11
chr2,158736420,158736620,12
chr2,158917727,158917927,33
chr2,158917751,158917951,33
chr2,158917769,158917969,33
chr2,158917787,158917987,33
chr2,158917817,158918017,33
chr2,163419835,163420035,98
chr2,164074823,164075023,11
chr2,164075279,164075479,11
chr2,164079251,164079451,1
chr2,164079954,164080154,2
chr2,164079252,164079452,12
chr2,164079970,164080170,13
chr2,164087331,164087531,11
chr2,164544998,164545198,2
chr2,164544992,164545192,31
chr2,164559685,164559885,72
chr2,164938691,164938891,62
chr2,164938690,164938890,81
chr2,165981953,165982153,11
chr2,165981945,165982145,21
chr2,165981942,165982142,22
chr2,165981949,165982149,31
chr2,165981946,165982146,32
chr2,165981934,165982134,33
chr2,166030969,166031169,11
chr2,166467567,166467767,66
chr2,166467567,166467767,69
chr2,166627666,166627866,67
chr2,166627665,166627865,89
chr2,166650609,166650809,64
chr2,166650608,166650808,83
chr2,166775905,166776105,2
chr2,166775916,166776116,18
chr2,166775916,166776116,19
chr2,167004688,167004888,11
chr2,168955411,168955611,56
chr2,169345384,169345584,33
chr2,169958844,169959044,1
chr2,169958845,169959045,12
chr2,170223439,170223639,87
chr2,173057355,173057555,1
chr2,173057356,173057556,12
chr2,173059939,173060139,33
